year,fips,dem,rep,total_votes,pop,mex,hisp,source,nhwhite,vap,cvap,hisp_vap,hisp_cvap,med_income,state,dem2p,mex_share,hisp_share,turnout_cvap,votes_per_pop,nhwhite_share,mex_share_of_hisp
2000,26079,2774,3842,6849,16571,77,142,dec2000,,,,,,,26,0.419287,0.00464667,0.00856919,,0.413312,,0.542254
2004,26079,3189,5084,8380,16803.8,111.4,170.8,interp dec2000/dec2010,,,,,,,26,0.385471,0.00662945,0.0101644,,0.498697,,0.652225
2008,26079,3780,4527,8499,17106,156,203,acs5_2009,16422,13161,13087,,,39304,26,0.455038,0.00911961,0.0118672,0.649423,0.496843,0.960014,0.768473
2012,26079,3272,4901,8299,17204,233,269,acs5_2014,16380,13409,13370,155,155,39986,26,0.400343,0.0135434,0.0156359,0.620718,0.482388,0.952104,0.866171
2016,26079,2280,6116,8833,17463,311,337,acs5_2018,16468,13778,13597,197,124,46004,26,0.271558,0.0178091,0.0192979,0.649629,0.505812,0.943022,0.922849
2020,26079,3002,7436,10631,17934,288,467,acs5_2022,16567,14268,14197,293,286,56380,26,0.287603,0.0160589,0.0260399,0.74882,0.592785,0.923776,0.616702
2024,26079,3206,8149,11529,18116,282,402,acs5_2023,16797,14430,14352,247,243,60365,26,0.282343,0.0155664,0.0221903,0.803303,0.636399,0.927191,0.701493
2000,26081,95442,148602,250318,574335,25372,40183,dec2000,,,,,,,26,0.391085,0.0441763,0.0699644,,0.43584,,0.631411
2004,26081,116909,171201,290891,585650,30425.6,47484.6,interp dec2000/dec2010,,,,,,,26,0.405779,0.0519519,0.0810802,,0.496698,,0.640747
2008,26081,149909,148336,303235,601813,38476,54830,acs5_2009,469359,442768,417134,,,49908,26,0.502637,0.0639335,0.091108,0.726949,0.503869,0.779908,0.701733
2012,26081,133408,155925,292985,615381,39256,61036,acs5_2014,463842,457624,432683,35553,21221,52716,26,0.461088,0.0637914,0.0991841,0.677135,0.476103,0.753748,0.643161
2016,26081,138683,148180,308184,643140,42747,67179,acs5_2018,475966,484557,455464,40246,24463,60351,26,0.483447,0.0664661,0.104455,0.676637,0.479186,0.740066,0.636315
2020,26081,187915,165741,361048,657321,45473,72840,acs5_2022,472300,501784,474807,45750,32736,76247,26,0.53135,0.0691793,0.110813,0.76041,0.549272,0.718523,0.624286
2024,26081,192668,172720,371722,658844,48152,75849,acs5_2023,468130,502551,474797,48016,33990,80390,26,0.527297,0.0730856,0.115124,0.782907,0.564203,0.710532,0.63484
2000,26083,540,740,1343,2301,10,18,dec2000,,,,,,,26,0.421875,0.00434594,0.00782269,,0.583659,,0.555556
2004,26083,630,781,1439,2243,10,16.8,interp dec2000/dec2010,,,,,,,26,0.446492,0.00445831,0.00748997,,0.641551,,0.595238
2008,26083,610,756,1410,2224,11,11,acs5_2009,2162,1741,1735,,,35977,26,0.446559,0.00494604,0.00494604,0.81268,0.633993,0.972122,1
2012,26083,582,774,1392,2197,6,10,acs5_2014,2151,1802,1790,6,6,39180,26,0.429204,0.002731,0.00455166,0.777654,0.633591,0.979062,0.6
2016,26083,527,814,1434,2130,7,12,acs5_2018,2070,1791,1775,11,11,49779,26,0.39299,0.00328638,0.0056338,0.807887,0.673239,0.971831,0.583333
2020,26083,672,862,1557,2088,30,33,acs5_2022,2001,1775,1762,31,31,55560,26,0.43807,0.0143678,0.0158046,0.883655,0.74569,0.958333,0.909091
2024,26083,690,896,1611,2106,27,32,acs5_2023,2013,1794,1777,29,27,53893,26,0.435057,0.0128205,0.0151947,0.906584,0.764957,0.95584,0.84375
2000,26085,2584,1961,4693,11333,115,191,dec2000,,,,,,,26,0.568537,0.0101474,0.0168534,,0.4141,,0.602094
2004,26085,2675,2503,5246,11415.4,128.6,211.8,interp dec2000/dec2010,,,,,,,26,0.516609,0.0112655,0.0185539,,0.459555,,0.607177
2008,26085,2919,2269,5292,11191,154,199,acs5_2009,9487,8987,8968,,,30629,26,0.562645,0.0137611,0.0177821,0.590098,0.47288,0.847735,0.773869
2012,26085,2752,2487,5287,11431,207,268,acs5_2014,9780,9456,9421,167,165,28872,26,0.525291,0.0181087,0.023445,0.561193,0.462514,0.855568,0.772388
2016,26085,1939,3159,5328,11763,251,311,acs5_2018,9963,9829,9735,207,199,34631,26,0.380345,0.0213381,0.0264388,0.547304,0.452946,0.846978,0.807074
2020,26085,2288,3946,6323,12285,260,376,acs5_2022,9949,10452,10410,282,261,45946,26,0.36702,0.021164,0.0306064,0.607397,0.514693,0.809849,0.691489
2024,26085,2298,4523,6915,12393,608,1146,acs5_2023,9390,10509,10448,893,865,49680,26,0.336901,0.04906,0.0924716,0.661849,0.557976,0.757686,0.530541
2000,26087,15749,20351,37234,87904,2024,2731,dec2000,,,,,,,26,0.43626,0.0230251,0.031068,,0.423576,,0.74112
2004,26087,18086,25556,44147,88070,2396,3087.4,interp dec2000/dec2010,,,,,,,26,0.414417,0.0272056,0.0350562,,0.501272,,0.776058
2008,26087,21457,22831,45362,91453,2904,3493,acs5_2009,85291,68661,67342,,,56116,26,0.484488,0.031754,0.0381945,0.673606,0.496014,0.932621,0.831377
2012,26087,18796,23734,43115,88155,3217,3807,acs5_2014,81632,67893,66852,2338,1847,53016,26,0.441947,0.0364925,0.0431853,0.644932,0.489082,0.926005,0.845022
2016,26087,12734,30037,45183,88202,3481,4092,acs5_2018,81027,69406,68237,2658,1905,58952,26,0.297725,0.0394662,0.0463935,0.662148,0.512267,0.918653,0.850684
2020,26087,16367,35482,52650,88687,3267,4450,acs5_2022,80153,70769,69384,3041,2070,75402,26,0.315667,0.0368374,0.0501765,0.75882,0.593661,0.903774,0.734157
2024,26087,16338,38398,55435,88703,3057,4394,acs5_2023,79979,70832,69865,3028,2477,76228,26,0.298487,0.0344633,0.0495361,0.793459,0.624951,0.901649,0.695721
2000,26089,4635,6840,12009,21119,521,694,dec2000,,,,,,,26,0.403922,0.0246697,0.0328614,,0.568635,,0.75072
2004,26089,6048,7733,13917,21354.6,566.2,734,interp dec2000/dec2010,,,,,,,26,0.438865,0.0265142,0.034372,,0.65171,,0.77139
2008,26089,7355,6938,14464,21877,1067,1231,acs5_2009,19804,17401,16989,,,56574,26,0.514588,0.0487727,0.0562691,0.851374,0.661151,0.905243,0.866775
2012,26089,6576,7483,14176,21739,738,834,acs5_2014,19723,17845,17584,466,373,56521,26,0.467743,0.0339482,0.0383642,0.806187,0.6521,0.907263,0.884892
2016,26089,6774,7239,14757,21639,808,938,acs5_2018,19483,18047,17738,548,385,63831,26,0.483408,0.03734,0.0433477,0.831943,0.681963,0.900365,0.861407
2020,26089,8795,7916,16900,22426,773,978,acs5_2022,20088,18918,18810,643,578,82345,26,0.5263,0.0344689,0.0436101,0.898458,0.75359,0.895746,0.790389
2024,26089,9406,8035,17680,22607,680,964,acs5_2023,20202,19067,18939,648,581,91943,26,0.539304,0.0300792,0.0426417,0.933523,0.782059,0.893617,0.705394
2000,26091,18365,20681,40093,98890,5162,6884,dec2000,,,,,,,26,0.470343,0.0521994,0.0696127,,0.40543,,0.749855
2004,26091,20787,25675,47012,99290.8,5629.2,7176,interp dec2000/dec2010,,,,,,,26,0.447398,0.0566941,0.0722726,,0.473478,,0.784448
2008,26091,24640,22225,47734,100786,6229,7539,acs5_2009,89086,76644,74976,,,50277,26,0.525765,0.0618042,0.0748021,0.636657,0.473617,0.883912,0.826237
2012,26091,21776,22351,44724,99257,6188,7585,acs5_2014,86607,76984,76015,4813,4368,48118,26,0.493485,0.0623432,0.0764178,0.588358,0.450588,0.872553,0.815821
2016,26091,16750,26430,45939,98474,6062,7784,acs5_2018,85486,77346,76204,5199,4467,53972,26,0.387911,0.0615594,0.0790462,0.602842,0.466509,0.868107,0.778777
2020,26091,20918,31541,53375,99263,6641,8464,acs5_2022,84864,78752,77561,5750,5032,65484,26,0.398749,0.0669031,0.0852684,0.688168,0.537713,0.854941,0.784617
2024,26091,20787,33463,55012,98823,7006,8650,acs5_2023,84155,78371,77291,5884,5323,67013,26,0.383171,0.0708944,0.0875302,0.711752,0.556672,0.851573,0.809942
2000,26093,28780,44637,75475,156951,1235,1953,dec2000,,,,,,,26,0.392007,0.0078687,0.0124434,,0.480883,,0.63236
2004,26093,33991,58860,93742,166557,1632.6,2555.8,interp dec2000/dec2010,,,,,,,26,0.366081,0.00980203,0.0153449,,0.562821,,0.638782
2008,26093,42349,55592,99638,182081,2051,3133,acs5_2009,173086,135025,132863,,,74210,26,0.432393,0.0112642,0.0172066,0.74993,0.547218,0.950599,0.654644
2012,26093,37216,60083,98337,183264,2523,3806,acs5_2014,174098,138884,136891,2382,2002,73694,26,0.382491,0.013767,0.0207679,0.71836,0.536587,0.949985,0.662901
2016,26093,34384,65680,105866,188482,2892,4468,acs5_2018,177990,146727,144978,2964,2690,80897,26,0.34362,0.0153436,0.0237052,0.730221,0.561677,0.944334,0.647269
2020,26093,48220,76982,127197,194302,3658,5224,acs5_2022,181205,154198,152620,3583,3290,96135,26,0.385138,0.0188264,0.026886,0.833423,0.654636,0.932595,0.70023
2024,26093,49503,81217,132402,195143,3879,5615,acs5_2023,181066,154983,153287,3882,3501,101315,26,0.378695,0.0198777,0.0287738,0.863752,0.678487,0.927863,0.690828
2000,26095,956,1480,2536,7024,66,123,dec2000,,,,,,,26,0.392447,0.00939636,0.0175114,,0.361048,,0.536585
2004,26095,1045,1749,2829,6866.8,62.4,106.6,interp dec2000/dec2010,,,,,,,26,0.374016,0.0090872,0.015524,,0.411982,,0.585366
2008,26095,1191,1490,2740,6645,137,171,acs5_2009,5339,5450,5300,,,36869,26,0.444237,0.020617,0.0257336,0.516981,0.41234,0.803461,0.80117
2012,26095,991,1580,2596,6512,67,84,acs5_2014,5167,5394,5352,60,55,36398,26,0.385453,0.0102887,0.0128993,0.485052,0.398649,0.793458,0.797619
2016,26095,681,1756,2579,6364,140,198,acs5_2018,4967,5306,5237,136,128,42255,26,0.279442,0.0219987,0.0311125,0.492458,0.405248,0.780484,0.707071
2020,26095,842,2109,3001,5442,74,88,acs5_2022,4379,4419,4409,81,77,51015,26,0.285327,0.0135979,0.0161705,0.680653,0.551452,0.804667,0.840909
2024,26095,769,2170,2985,6325,102,115,acs5_2023,4870,5278,5253,79,67,54338,26,0.261654,0.0161265,0.0181818,0.568247,0.471937,0.76996,0.886957
2000,26097,2533,3272,5970,11943,67,107,dec2000,,,,,,,26,0.436348,0.00560998,0.00895922,,0.499874,,0.626168
2004,26097,2819,3706,6599,11611,69,114.6,interp dec2000/dec2010,,,,,,,26,0.432031,0.00594264,0.00986995,,0.56834,,0.602094
2008,26097,3027,3268,6396,10871,115,142,acs5_2009,8468,8724,8377,,,39919,26,0.480858,0.0105786,0.0130623,0.763519,0.588354,0.778953,0.809859
2012,26097,2652,3397,6099,11080,129,155,acs5_2014,8314,9135,9034,95,75,38690,26,0.43842,0.0116426,0.0139892,0.675116,0.550451,0.750361,0.832258
2016,26097,2085,3744,6097,10817,119,185,acs5_2018,7942,9062,8863,112,93,46507,26,0.357694,0.0110012,0.0171027,0.687916,0.56365,0.734215,0.643243
2020,26097,2632,4304,7015,10843,171,252,acs5_2022,7793,9191,8784,169,76,60620,26,0.379469,0.0157705,0.0232408,0.798611,0.646961,0.718713,0.678571
2024,26097,2675,4476,7238,10865,141,224,acs5_2023,7798,9217,8807,165,87,58598,26,0.374074,0.0129775,0.0206167,0.821846,0.666176,0.717717,0.629464
2000,26099,172625,164265,345559,788149,7774,12435,dec2000,,,,,,,26,0.512408,0.00986362,0.0157775,,0.438444,,0.625171
2004,26099,196160,202166,402410,809281,9752,15099,interp dec2000/dec2010,,,,,,,26,0.492461,0.0120502,0.0186573,,0.497244,,0.645871
2008,26099,223784,187663,419216,828469,10873,17116,acs5_2009,716797,634769,606193,,,55466,26,0.543895,0.0131242,0.0206598,0.691555,0.506013,0.865207,0.635254
2012,26099,208016,191913,404086,849344,14581,20209,acs5_2014,697439,658986,626317,12836,10659,54059,26,0.520132,0.0171674,0.0237937,0.645178,0.475762,0.82115,0.72151
2016,26099,176317,224665,419312,868704,15127,22212,acs5_2018,691478,682202,651791,14608,11772,60466,26,0.439713,0.0174133,0.0255691,0.643323,0.482687,0.795988,0.681028
2020,26099,223952,263863,494256,878453,16184,25208,acs5_2022,669918,695919,669294,17152,14127,73876,26,0.459092,0.0184233,0.0286959,0.738474,0.562644,0.762611,0.642018
2024,26099,214977,284660,509056,877624,16815,27006,acs5_2023,659952,694851,668273,18532,15105,76399,26,0.430266,0.0191597,0.0307717,0.761749,0.580039,0.751976,0.622639
2000,26101,5639,5401,11428,24527,434,639,dec2000,,,,,,,26,0.510779,0.0176948,0.0260529,,0.465935,,0.679186
2004,26101,6272,6295,12740,24609.4,454.8,637,interp dec2000/dec2010,,,,,,,26,0.499085,0.0184807,0.0258844,,0.517688,,0.713972
2008,26101,7235,5510,13009,24741,581,780,acs5_2009,22557,19980,19826,,,39995,26,0.567674,0.0234833,0.0315266,0.656159,0.525807,0.911725,0.744872
2012,26101,6473,5737,12402,24545,470,686,acs5_2014,22087,20050,19890,415,335,40408,26,0.530139,0.0191485,0.0279487,0.623529,0.505276,0.899857,0.685131
2016,26101,4979,6915,12599,24444,502,738,acs5_2018,21801,20134,19956,470,397,47172,26,0.418614,0.0205367,0.0301915,0.631339,0.515423,0.891875,0.680217
2020,26101,6107,8321,14655,25058,611,901,acs5_2022,21993,20804,20552,575,475,59467,26,0.423274,0.0243834,0.0359566,0.713069,0.584843,0.877684,0.678135
2024,26101,6309,8748,15296,25247,600,882,acs5_2023,22131,20986,20796,572,499,60879,26,0.419008,0.0237652,0.0349348,0.735526,0.605854,0.876579,0.680272
2000,26103,15503,12577,29179,64634,236,444,dec2000,,,,,,,26,0.552101,0.00365133,0.00686945,,0.45145,,0.531532
2004,26103,17412,14690,32488,65611.2,328.8,573.2,interp dec2000/dec2010,,,,,,,26,0.542396,0.00501134,0.00873631,,0.495159,,0.573622
2008,26103,19635,12906,33185,65298,298,613,acs5_2009,61180,53101,52647,,,43692,26,0.603393,0.00456369,0.00938773,0.63033,0.508209,0.936935,0.486134
2012,26103,18115,13606,32194,67535,659,890,acs5_2014,62610,55155,54720,576,532,45066,26,0.571073,0.0097579,0.0131784,0.588341,0.476701,0.927075,0.740449
2016,26103,16042,14646,32976,66939,556,1001,acs5_2018,61724,54815,54301,666,622,50771,26,0.522745,0.00830607,0.0149539,0.607282,0.492628,0.922093,0.555445
2020,26103,20465,16286,37462,66376,657,1126,acs5_2022,60688,54627,54111,783,625,63115,26,0.556856,0.00989816,0.016964,0.692318,0.564391,0.914306,0.583481
2024,26103,20866,17459,38992,66430,768,1345,acs5_2023,60406,54580,54111,956,826,64675,26,0.544449,0.011561,0.0202469,0.720593,0.586964,0.909318,0.571004
2000,26105,5579,7066,13016,28274,581,852,dec2000,,,,,,,26,0.441202,0.0205489,0.0301337,,0.460352,,0.681925
2004,26105,6333,8124,14611,28446.4,725.8,971.2,interp dec2000/dec2010,,,,,,,26,0.438058,0.0255147,0.0341414,,0.513633,,0.747323
2008,26105,7817,7147,15223,28676,863,1020,acs5_2009,26752,22382,22100,,,39511,26,0.522387,0.0300949,0.0355698,0.688824,0.530862,0.932906,0.846078
2012,26105,6856,7580,14604,28705,1093,1208,acs5_2014,26462,22657,22355,683,550,42156,26,0.474924,0.038077,0.0420833,0.653277,0.508762,0.92186,0.904801
2016,26105,5281,8505,14685,28884,1215,1314,acs5_2018,26416,22954,22681,806,690,49663,26,0.38307,0.0420648,0.0454923,0.647458,0.508413,0.914555,0.924658
2020,26105,6802,10207,17254,29178,1216,1399,acs5_2022,26322,23324,23112,903,822,60744,26,0.399906,0.0416752,0.0479471,0.746539,0.591336,0.902118,0.869192
2024,26105,6973,10830,18056,29177,1091,1389,acs5_2023,26226,23368,23162,899,825,62296,26,0.391676,0.0373925,0.047606,0.779553,0.618844,0.898859,0.785457
2000,26107,6300,8072,14754,40553,322,520,dec2000,,,,,,,26,0.438352,0.00794023,0.0128227,,0.36382,,0.619231
2004,26107,7730,9710,17581,41451,381.2,604.4,interp dec2000/dec2010,,,,,,,26,0.443234,0.0091964,0.0145811,,0.424139,,0.630708
2008,26107,9101,9238,18664,41976,412,617,acs5_2009,38279,33512,33208,,,36100,26,0.496265,0.00981513,0.0146989,0.562033,0.444635,0.911926,0.667747
2012,26107,7515,9176,16913,43226,588,845,acs5_2014,39703,34857,34408,571,550,40396,26,0.450243,0.0136029,0.0195484,0.491543,0.391269,0.918498,0.695858
2016,26107,5827,10305,17168,43264,643,958,acs5_2018,39545,35179,34807,672,672,44460,26,0.361208,0.0148622,0.0221431,0.493234,0.39682,0.914039,0.67119
2020,26107,7375,13267,21049,40128,784,1064,acs5_2022,36215,32314,32095,725,652,54132,26,0.357281,0.0195375,0.0265152,0.655834,0.524546,0.902487,0.736842
2024,26107,7688,14445,22489,40321,735,1125,acs5_2023,36297,32421,32190,768,712,57774,26,0.347355,0.0182287,0.0279011,0.698633,0.557749,0.900201,0.653333
2000,26109,4597,5529,10434,25326,107,190,dec2000,,,,,,,26,0.45398,0.00422491,0.00750217,,0.411988,,0.563158
2004,26109,5326,5942,11419,24807.2,135.4,225.2,interp dec2000/dec2010,,,,,,,26,0.472666,0.00545809,0.00907801,,0.46031,,0.601243
2008,26109,5981,4855,11072,24230,239,278,acs5_2009,22920,19147,18945,,,41514,26,0.551956,0.00986381,0.0114734,0.584429,0.456954,0.945935,0.859712
2012,26109,5242,5564,10923,23838,253,339,acs5_2014,22383,19039,18958,196,164,41293,26,0.485101,0.0106133,0.014221,0.576168,0.458218,0.938963,0.746313
2016,26109,3539,6702,10768,23234,230,404,acs5_2018,21637,18861,18778,245,234,45508,26,0.345572,0.00989929,0.0173883,0.573437,0.463459,0.931265,0.569307
2020,26109,4316,8117,12607,23433,295,499,acs5_2022,21592,19256,19080,315,312,54074,26,0.347141,0.0125891,0.0212948,0.660744,0.538002,0.921436,0.591182
2024,26109,4256,8647,13060,23295,406,534,acs5_2023,21317,19177,19016,333,328,55688,26,0.329846,0.0174286,0.0229234,0.68679,0.560635,0.915089,0.7603
2000,26111,15959,21887,38888,82874,837,1287,dec2000,,,,,,,26,0.421683,0.0100997,0.0155296,,0.469242,,0.65035
2004,26111,18355,24369,43275,83176,957.8,1453.8,interp dec2000/dec2010,,,,,,,26,0.429618,0.0115153,0.0174786,,0.520282,,0.658825
2008,26111,20701,22263,43707,82738,1177,1582,acs5_2009,77312,62594,60994,,,50361,26,0.481822,0.0142256,0.0191206,0.716579,0.528258,0.934419,0.743995
2012,26111,17450,23919,41754,83620,1300,1909,acs5_2014,77115,64637,62880,1237,1073,52613,26,0.421813,0.0155465,0.0228295,0.664027,0.49933,0.922208,0.680985
2016,26111,15635,23846,42506,83389,1535,2212,acs5_2018,76388,65384,63587,1466,1333,59271,26,0.396013,0.0184077,0.0265263,0.66847,0.509731,0.916044,0.693942
2020,26111,20493,27675,49088,83503,1300,2616,acs5_2022,75271,65896,65082,1755,1643,73643,26,0.425448,0.0155683,0.0313282,0.754248,0.587859,0.901417,0.496942
2024,26111,20926,28571,50287,83641,1399,2784,acs5_2023,75072,65936,65195,1879,1793,77538,26,0.422773,0.0167262,0.0332851,0.771332,0.601224,0.89755,0.502514
2000,26113,2062,4274,6496,14478,132,169,dec2000,,,,,,,26,0.325442,0.00911728,0.0116729,,0.448681,,0.781065
2004,26113,2319,5055,7421,14626.4,175.2,223.8,interp dec2000/dec2010,,,,,,,26,0.314483,0.0119783,0.0153011,,0.50737,,0.782842
2008,26113,2898,4469,7492,14967,196,233,acs5_2009,14368,11357,11301,,,38397,26,0.393376,0.0130955,0.0155676,0.66295,0.500568,0.959979,0.841202
2012,26113,2274,4665,7027,14986,262,358,acs5_2014,14255,11452,11320,205,121,40983,26,0.327713,0.017483,0.023889,0.62076,0.468904,0.951221,0.731844
2016,26113,1565,5386,7317,15006,338,426,acs5_2018,14115,11533,11404,241,132,44766,26,0.225147,0.0225243,0.0283886,0.641617,0.487605,0.940624,0.793427
2020,26113,1967,6648,8755,15089,411,489,acs5_2022,13894,11723,11557,278,132,57667,26,0.228323,0.0272384,0.0324077,0.75755,0.580224,0.920803,0.840491
2024,26113,1945,7066,9151,15156,396,501,acs5_2023,13857,11738,11626,282,186,61868,26,0.215847,0.0261283,0.0330562,0.787115,0.603787,0.914291,0.790419
2000,26115,31555,28940,61795,145945,2256,3110,dec2000,,,,,,,26,0.521613,0.0154579,0.0213094,,0.423413,,0.725402
2004,26115,36089,37470,74132,148375,2789.6,3732.8,interp dec2000/dec2010,,,,,,,26,0.490613,0.018801,0.0251578,,0.499625,,0.747321
2008,26115,39180,35858,76422,152899,3320,4118,acs5_2009,141997,115307,114017,,,56855,26,0.522135,0.0217137,0.0269328,0.670268,0.49982,0.928698,0.806217
2012,26115,36310,35593,72853,150851,3782,4885,acs5_2014,138946,115789,114434,3042,2509,54911,26,0.504986,0.0250711,0.0323829,0.636638,0.482947,0.921081,0.774207
2016,26115,26863,43261,74218,149699,3723,5261,acs5_2018,136797,116875,115674,3431,3103,61514,26,0.383079,0.0248699,0.0351439,0.641614,0.495782,0.913814,0.70766
2020,26115,32975,52710,87148,154823,4184,6134,acs5_2022,139170,122221,121001,4190,3821,72573,26,0.38484,0.0270244,0.0396194,0.720225,0.562888,0.898897,0.6821
2024,26115,32622,57405,91338,155001,4502,6559,acs5_2023,138322,122323,120915,4489,3929,75272,26,0.362358,0.029045,0.0423159,0.75539,0.589274,0.892394,0.686385
2000,26117,9627,12696,22904,61266,994,1394,dec2000,,,,,,,26,0.431259,0.0162243,0.0227532,,0.373845,,0.713056
2004,26117,11471,14968,26734,62096.4,1208.4,1609.2,interp dec2000/dec2010,,,,,,,26,0.433867,0.0194601,0.0259145,,0.430524,,0.750932
2008,26117,13208,13291,27051,62913,1345,1770,acs5_2009,58222,47014,46615,,,41082,26,0.498434,0.0213787,0.0281341,0.580307,0.429975,0.925437,0.759887
2012,26117,11430,13621,25431,63046,1489,2010,acs5_2014,58159,48287,47937,1170,1037,40739,26,0.456269,0.0236177,0.0318815,0.530509,0.403372,0.922485,0.740796
2016,26117,7874,16907,26609,63209,1657,2197,acs5_2018,58050,48901,48481,1339,1170,47000,26,0.317743,0.0262146,0.0347577,0.548854,0.420969,0.918382,0.75421
2020,26117,9703,21815,32100,66901,1506,2476,acs5_2022,59266,52765,52014,1604,1171,61250,26,0.307856,0.0225109,0.0370099,0.617142,0.479813,0.885876,0.608239
2024,26117,10368,23946,34835,67174,1799,2826,acs5_2023,58834,53007,51996,1866,1310,64892,26,0.302151,0.0267812,0.0420698,0.669955,0.518579,0.875845,0.636589
2000,26119,2139,2750,5009,10315,47,67,dec2000,,,,,,,26,0.437513,0.00455647,0.0064954,,0.485603,,0.701493
2004,26119,2196,3300,5563,10095,55.8,78.6,interp dec2000/dec2010,,,,,,,26,0.399563,0.00552749,0.00778603,,0.551065,,0.709924
2008,26119,2403,2841,5360,10237,72,81,acs5_2009,9985,8537,8527,,,34409,26,0.458238,0.00703331,0.00791247,0.628592,0.523591,0.975383,0.888889
2012,26119,2049,2928,5051,9506,89,110,acs5_2014,9172,7995,7970,55,50,36448,26,0.411694,0.00936251,0.0115716,0.633752,0.531349,0.964864,0.809091
2016,26119,1287,3498,5009,9261,107,118,acs5_2018,8895,7870,7841,82,79,42305,26,0.268966,0.0115538,0.0127416,0.638822,0.54087,0.960479,0.90678
2020,26119,1628,4171,5859,9261,121,138,acs5_2022,8768,7865,7851,112,110,46345,26,0.280738,0.0130655,0.0149012,0.746274,0.632653,0.946766,0.876812
2024,26119,1702,4599,6391,9372,93,153,acs5_2023,8780,7976,7950,150,142,47803,26,0.270116,0.00992318,0.0163252,0.803899,0.681925,0.936833,0.607843
2000,26121,37865,30028,69270,170200,4408,6001,dec2000,,,,,,,26,0.557716,0.0258989,0.0352585,,0.406992,,0.734544
2004,26121,44282,35302,80313,170995,5370.4,6905,interp dec2000/dec2010,,,,,,,26,0.556418,0.0314067,0.0403813,,0.46968,,0.777755
2008,26121,53821,29145,84271,174156,6208,7596,acs5_2009,137911,130296,128775,,,41800,26,0.648712,0.0356462,0.0436161,0.654405,0.483882,0.791882,0.817272
2012,26121,44436,30884,76163,171328,7099,8688,acs5_2014,132044,129817,128055,5022,4121,41842,26,0.589963,0.0414351,0.0507097,0.594768,0.444545,0.770709,0.817104
2016,26121,37304,36127,78088,173043,7513,9655,acs5_2018,132234,132477,130983,5690,4950,48329,26,0.508014,0.043417,0.0557954,0.596169,0.451264,0.764168,0.778146
2020,26121,45643,45133,92444,175947,8513,10739,acs5_2022,132454,136199,134639,6696,5743,61347,26,0.502809,0.0483839,0.0610354,0.686606,0.525408,0.752806,0.792718
2024,26121,46028,47733,95160,175378,8425,10671,acs5_2023,132043,135566,133909,6682,5525,63495,26,0.490908,0.0480391,0.0608457,0.710632,0.542599,0.752905,0.789523
2000,26123,7677,11399,19557,47874,1430,1845,dec2000,,,,,,,26,0.402443,0.0298701,0.0385387,,0.40851,,0.775068
2004,26123,9057,13608,22873,48108.4,1760,2172.2,interp dec2000/dec2010,,,,,,,26,0.399603,0.036584,0.0451522,,0.475447,,0.810238
2008,26123,10790,11862,23105,49114,2274,2512,acs5_2009,44920,36257,35537,,,43278,26,0.476338,0.0463004,0.0511463,0.650167,0.470436,0.914607,0.905255
2012,26123,8728,12457,21478,48126,2403,2747,acs5_2014,43642,36614,35996,1536,1131,42640,26,0.41199,0.0499314,0.0570793,0.596677,0.446287,0.906828,0.874772
2016,26123,6212,15173,22640,48142,2431,2792,acs5_2018,43613,37170,36655,1683,1307,46724,26,0.290484,0.0504964,0.0579951,0.617651,0.470275,0.905924,0.870702
2020,26123,7873,18857,27161,50130,2266,3048,acs5_2022,44470,39033,38507,1954,1550,59065,26,0.294538,0.0452025,0.0608019,0.705352,0.541811,0.887094,0.743438
2024,26123,8131,20630,29197,50414,2395,3079,acs5_2023,44458,39274,38842,1988,1651,61931,26,0.282709,0.0475066,0.0610743,0.751686,0.579145,0.881858,0.77785
2000,26125,281201,274319,570265,1.19416e+06,17061,28999,dec2000,,,,,,,26,0.506194,0.0142871,0.0242841,,0.477546,,0.588331
2004,26125,319387,316633,641977,1.19744e+06,20939,34167.4,interp dec2000/dec2010,,,,,,,26,0.502165,0.0174865,0.0285337,,0.536125,,0.612836
2008,26125,372566,276956,659068,1.20329e+06,24319,37020,acs5_2009,936882,914454,857822,,,67292,26,0.5736,0.0202105,0.0307657,0.768304,0.547723,0.778602,0.656915
2012,26125,349002,296514,651607,1.2208e+06,27971,44312,acs5_2014,903320,943260,887867,27986,20710,66436,26,0.540656,0.0229121,0.0362976,0.733902,0.533755,0.739942,0.631229
2016,26125,343070,289203,664614,1.25084e+06,32513,50057,acs5_2018,904717,981690,915837,32480,22605,76387,26,0.542598,0.0259929,0.0400186,0.72569,0.531333,0.723286,0.64952
2020,26125,434148,325971,770351,1.27226e+06,34570,57851,acs5_2022,889221,1.01167e+06,944988,38881,29416,92620,26,0.571158,0.027172,0.0454709,0.815197,0.605496,0.698928,0.59757
2024,26125,419519,337791,771939,1.27229e+06,36946,62197,acs5_2023,879832,1.01154e+06,944487,42099,31370,95296,26,0.553959,0.0290389,0.0488857,0.81731,0.60673,0.691532,0.594016
2000,26127,4597,5913,10772,26873,2412,3119,dec2000,,,,,,,26,0.437393,0.0897555,0.116064,,0.400848,,0.773325
2004,26127,5441,6677,12297,26751.8,2758.8,3323,interp dec2000/dec2010,,,,,,,26,0.449001,0.103126,0.124216,,0.45967,,0.830214
2008,26127,6405,5860,12509,27808,3693,4084,acs5_2009,22954,20601,19485,,,39725,26,0.522218,0.132804,0.146864,0.641981,0.449835,0.825446,0.904261
