benchmark,rule,end,convention,rate_path,window_start,financing,stock_entering_2024_bn,legacy_interest_2024_bn,stock_end_2024_brief_bn,flow_2024_bn,flow_2024_part_year_interest_bn,sum_flows_nominal_bn,rate_2024,stock_share_of_debt_end_fy2023,interest_per_member_usd,interest_per_other_resident_usd,interest_share_of_fy2024_net_interest,interest_share_of_account_interest_allocation,interest_share_of_per_head_net_interest
main,programme_ex_pandemic,high,central,effective,2005,all_borrowed,521.814482,16.870776,538.685258,58.449363,0.944863,463.929256,0.032331,0.01989,412.522971,56.383568,0.019174,0.125398,0.159458
main,programme_ex_pandemic,high,central,effective,2005,half_borrowed,260.907241,8.435388,269.342629,29.224681,0.472431,231.964628,0.032331,0.009945,206.261486,28.191784,0.009587,0.062699,0.079729
main,programme_ex_pandemic,high,central,effective,2010,all_borrowed,516.527778,16.699852,533.227629,58.449363,0.944863,455.505467,0.032331,0.019688,408.343541,55.812324,0.01898,0.124127,0.157842
main,programme_ex_pandemic,high,central,effective,2010,half_borrowed,258.263889,8.349926,266.613815,29.224681,0.472431,227.752734,0.032331,0.009844,204.171771,27.906162,0.00949,0.062064,0.078921
main,programme_ex_pandemic,high,central,effective,2015,all_borrowed,301.761575,9.756249,311.517824,58.449363,0.944863,284.960057,0.032331,0.011502,238.559077,32.606213,0.011088,0.072517,0.092213
main,programme_ex_pandemic,high,central,effective,2015,half_borrowed,150.880787,4.878124,155.758912,29.224681,0.472431,142.480029,0.032331,0.005751,119.279539,16.303107,0.005544,0.036258,0.046107
main,programme_ex_pandemic,high,central,constant_3_22,2005,all_borrowed,566.263602,18.238165,584.501766,58.449363,0.941266,463.929256,0.032208,0.021584,445.958253,60.953497,0.020728,0.135561,0.172382
main,programme_ex_pandemic,high,central,constant_3_22,2005,half_borrowed,283.131801,9.119082,292.250883,29.224681,0.470633,231.964628,0.032208,0.010792,222.979127,30.476748,0.010364,0.067781,0.086191
main,programme_ex_pandemic,high,central,constant_3_22,2010,all_borrowed,558.419227,17.985514,576.404741,58.449363,0.941266,455.505467,0.032208,0.021285,439.780453,60.109116,0.020441,0.133683,0.169994
main,programme_ex_pandemic,high,central,constant_3_22,2010,half_borrowed,279.209614,8.992757,288.202371,29.224681,0.470633,227.752734,0.032208,0.010642,219.890227,30.054558,0.01022,0.066842,0.084997
main,programme_ex_pandemic,high,central,constant_3_22,2015,all_borrowed,310.911587,10.013811,320.925398,58.449363,0.941266,284.960057,0.032208,0.011851,244.856967,33.467008,0.011381,0.074431,0.094648
main,programme_ex_pandemic,high,central,constant_3_22,2015,half_borrowed,155.455793,5.006906,160.462699,29.224681,0.470633,142.480029,0.032208,0.005925,122.428484,16.733504,0.00569,0.037215,0.047324
main,programme_ex_pandemic,high,central,treasury_10y,2005,all_borrowed,532.098056,22.600865,554.69892,58.449363,1.241318,463.929256,0.042475,0.020282,552.634674,75.534011,0.025686,0.167988,0.213617
main,programme_ex_pandemic,high,central,treasury_10y,2005,half_borrowed,266.049028,11.300432,277.34946,29.224681,0.620659,231.964628,0.042475,0.010141,276.317337,37.767006,0.012843,0.083994,0.106809
main,programme_ex_pandemic,high,central,treasury_10y,2010,all_borrowed,526.274989,22.35353,548.628519,58.449363,1.241318,455.505467,0.042475,0.02006,546.586863,74.707398,0.025405,0.16615,0.211279
main,programme_ex_pandemic,high,central,treasury_10y,2010,half_borrowed,263.137495,11.176765,274.31426,29.224681,0.620659,227.752734,0.042475,0.01003,273.293431,37.353699,0.012703,0.083075,0.10564
main,programme_ex_pandemic,high,central,treasury_10y,2015,all_borrowed,304.690537,12.941731,317.632268,58.449363,1.241318,284.960057,0.042475,0.011614,316.450237,43.252363,0.014709,0.096194,0.122322
main,programme_ex_pandemic,high,central,treasury_10y,2015,half_borrowed,152.345269,6.470865,158.816134,29.224681,0.620659,142.480029,0.042475,0.005807,158.225118,21.626182,0.007354,0.048097,0.061161
main,programme_ex_pandemic,high,central,gross_public_securities,2005,all_borrowed,530.807184,18.513214,549.320398,58.449363,1.019283,463.929256,0.034877,0.020232,452.683729,61.872734,0.021041,0.137606,0.174982
main,programme_ex_pandemic,high,central,gross_public_securities,2005,half_borrowed,265.403592,9.256607,274.660199,29.224681,0.509642,231.964628,0.034877,0.010116,226.341865,30.936367,0.01052,0.068803,0.087491
main,programme_ex_pandemic,high,central,gross_public_securities,2010,all_borrowed,525.618038,18.332229,543.950267,58.449363,1.019283,455.505467,0.034877,0.020035,448.258314,61.267869,0.020835,0.13626,0.173271
main,programme_ex_pandemic,high,central,gross_public_securities,2010,half_borrowed,262.809019,9.166115,271.975134,29.224681,0.509642,227.752734,0.034877,0.010017,224.129157,30.633934,0.010417,0.06813,0.086636
main,programme_ex_pandemic,high,central,gross_public_securities,2015,all_borrowed,303.825756,10.596675,314.422431,58.449363,1.019283,284.960057,0.034877,0.011581,259.109109,35.414988,0.012043,0.078763,0.100157
main,programme_ex_pandemic,high,central,gross_public_securities,2015,half_borrowed,151.912878,5.298337,157.211216,29.224681,0.509642,142.480029,0.034877,0.00579,129.554554,17.707494,0.006022,0.039382,0.050078
main,programme_ex_pandemic,high,high,effective,2005,all_borrowed,688.39261,22.256411,710.649021,72.396799,1.17033,606.136626,0.032331,0.026239,544.212118,74.382818,0.025295,0.165428,0.210361
main,programme_ex_pandemic,high,high,effective,2005,half_borrowed,344.196305,11.128206,355.32451,36.198399,0.585165,303.068313,0.032331,0.013119,272.106059,37.191409,0.012647,0.082714,0.105181
main,programme_ex_pandemic,high,high,effective,2010,all_borrowed,648.639188,20.971144,669.610332,72.396799,1.17033,573.423476,0.032331,0.024724,512.784858,70.087345,0.023834,0.155875,0.198213
main,programme_ex_pandemic,high,high,effective,2010,half_borrowed,324.319594,10.485572,334.805166,36.198399,0.585165,286.711738,0.032331,0.012362,256.392429,35.043673,0.011917,0.077937,0.099107
main,programme_ex_pandemic,high,high,effective,2015,all_borrowed,391.940463,12.671821,404.612284,72.396799,1.17033,369.158897,0.032331,0.014939,309.850435,42.350304,0.014402,0.094187,0.11977
main,programme_ex_pandemic,high,high,effective,2015,half_borrowed,195.970231,6.335911,202.306142,36.198399,0.585165,184.579448,0.032331,0.00747,154.925218,21.175152,0.007201,0.047094,0.059885
main,programme_ex_pandemic,high,high,constant_3_22,2005,all_borrowed,747.863749,24.087125,771.950874,72.396799,1.165875,606.136626,0.032208,0.028506,588.976601,80.50122,0.027375,0.179035,0.227665
main,programme_ex_pandemic,high,high,constant_3_22,2005,half_borrowed,373.931874,12.043563,385.975437,36.198399,0.582937,303.068313,0.032208,0.014253,294.4883,40.25061,0.013688,0.089518,0.113832
main,programme_ex_pandemic,high,high,constant_3_22,2010,all_borrowed,699.982556,22.544972,722.527528,72.396799,1.165875,573.423476,0.032208,0.026681,551.267991,75.347213,0.025623,0.167573,0.213089
main,programme_ex_pandemic,high,high,constant_3_22,2010,half_borrowed,349.991278,11.272486,361.263764,36.198399,0.582937,286.711738,0.032208,0.01334,275.633995,37.673607,0.012811,0.083786,0.106544
main,programme_ex_pandemic,high,high,constant_3_22,2015,all_borrowed,404.490996,13.027808,417.518804,72.396799,1.165875,369.158897,0.032208,0.015418,318.554994,43.540041,0.014806,0.096833,0.123135
main,programme_ex_pandemic,high,high,constant_3_22,2015,half_borrowed,202.245498,6.513904,208.759402,36.198399,0.582937,184.579448,0.032208,0.007709,159.277497,21.770021,0.007403,0.048417,0.061568
main,programme_ex_pandemic,high,high,treasury_10y,2005,all_borrowed,702.377719,29.833494,732.211213,72.396799,1.537527,606.136626,0.042475,0.026772,729.486375,99.706071,0.033906,0.221747,0.281978
main,programme_ex_pandemic,high,high,treasury_10y,2005,half_borrowed,351.18886,14.916747,366.105607,36.198399,0.768764,303.068313,0.042475,0.013386,364.743188,49.853036,0.016953,0.110874,0.140989
main,programme_ex_pandemic,high,high,treasury_10y,2010,all_borrowed,660.55239,28.056963,688.609352,72.396799,1.537527,573.423476,0.042475,0.025178,686.046774,93.768754,0.031887,0.208543,0.265187
main,programme_ex_pandemic,high,high,treasury_10y,2010,half_borrowed,330.276195,14.028481,344.304676,36.198399,0.768764,286.711738,0.042475,0.012589,343.023387,46.884377,0.015944,0.104271,0.132593
main,programme_ex_pandemic,high,high,treasury_10y,2015,all_borrowed,395.769158,16.810295,412.579453,72.396799,1.537527,369.158897,0.042475,0.015085,411.044087,56.181435,0.019105,0.124948,0.158886
main,programme_ex_pandemic,high,high,treasury_10y,2015,half_borrowed,197.884579,8.405147,206.289727,36.198399,0.768764,184.579448,0.042475,0.007543,205.522044,28.090717,0.009553,0.062474,0.079443
main,programme_ex_pandemic,high,high,gross_public_securities,2005,all_borrowed,700.963616,24.44784,725.411456,72.396799,1.262509,606.136626,0.034877,0.026718,597.796777,81.70676,0.027785,0.181717,0.231074
main,programme_ex_pandemic,high,high,gross_public_securities,2005,half_borrowed,350.481808,12.22392,362.705728,36.198399,0.631254,303.068313,0.034877,0.013359,298.898388,40.85338,0.013893,0.090858,0.115537
main,programme_ex_pandemic,high,high,gross_public_securities,2010,all_borrowed,659.789201,23.011781,682.800981,72.396799,1.262509,573.423476,0.034877,0.025149,562.682354,76.907327,0.026153,0.171043,0.217501
main,programme_ex_pandemic,high,high,gross_public_securities,2010,half_borrowed,329.8946,11.50589,341.400491,36.198399,0.631254,286.711738,0.034877,0.012574,281.341177,38.453663,0.013077,0.085521,0.10875
main,programme_ex_pandemic,high,high,gross_public_securities,2015,all_borrowed,394.762762,13.768328,408.53109,72.396799,1.262509,369.158897,0.034877,0.015047,336.662134,46.014922,0.015648,0.102338,0.130134
main,programme_ex_pandemic,high,high,gross_public_securities,2015,half_borrowed,197.381381,6.884164,204.265545,36.198399,0.631254,184.579448,0.034877,0.007523,168.331067,23.007461,0.007824,0.051169,0.065067
main,programme_ex_pandemic,high,low,effective,2005,all_borrowed,218.147137,7.052912,225.200049,35.646701,0.576246,207.58782,0.032331,0.008315,172.457278,23.571431,0.008016,0.052423,0.066662
main,programme_ex_pandemic,high,low,effective,2005,half_borrowed,109.073568,3.526456,112.600024,17.823351,0.288123,103.79391,0.032331,0.004157,86.228639,11.785715,0.004008,0.026212,0.033331
main,programme_ex_pandemic,high,low,effective,2010,all_borrowed,286.108791,9.250179,295.35897,35.646701,0.576246,250.571271,0.032331,0.010905,226.184693,30.914885,0.010513,0.068755,0.08743
main,programme_ex_pandemic,high,low,effective,2010,half_borrowed,143.054395,4.62509,147.679485,17.823351,0.288123,125.285635,0.032331,0.005453,113.092347,15.457442,0.005257,0.034377,0.043715
main,programme_ex_pandemic,high,low,effective,2015,all_borrowed,150.206454,4.856323,155.062776,35.646701,0.576246,143.355491,0.032331,0.005725,118.746441,16.230243,0.005519,0.036096,0.045901
main,programme_ex_pandemic,high,low,effective,2015,half_borrowed,75.103227,2.428161,77.531388,17.823351,0.288123,71.677745,0.032331,0.002863,59.373221,8.115121,0.00276,0.018048,0.02295
main,programme_ex_pandemic,high,low,constant_3_22,2005,all_borrowed,233.73918,7.52825,241.267429,35.646701,0.574053,207.58782,0.032208,0.008909,184.080199,25.16005,0.008556,0.055956,0.071155
main,programme_ex_pandemic,high,low,constant_3_22,2005,half_borrowed,116.86959,3.764125,120.633715,17.823351,0.287026,103.79391,0.032208,0.004455,92.040099,12.580025,0.004278,0.027978,0.035577
main,programme_ex_pandemic,high,low,constant_3_22,2010,all_borrowed,310.895902,10.013306,320.909208,35.646701,0.574053,250.571271,0.032208,0.01185,244.844615,33.465319,0.01138,0.074427,0.094643
main,programme_ex_pandemic,high,low,constant_3_22,2010,half_borrowed,155.447951,5.006653,160.454604,17.823351,0.287026,125.285635,0.032208,0.005925,122.422307,16.73266,0.00569,0.037214,0.047321
main,programme_ex_pandemic,high,low,constant_3_22,2015,all_borrowed,153.700777,4.95038,158.651158,35.646701,0.574053,143.355491,0.032208,0.005858,121.046329,16.544591,0.005626,0.036795,0.04679
main,programme_ex_pandemic,high,low,constant_3_22,2015,half_borrowed,76.850389,2.47519,79.325579,17.823351,0.287026,71.677745,0.032208,0.002929,60.523165,8.272296,0.002813,0.018398,0.023395
main,programme_ex_pandemic,high,low,treasury_10y,2005,all_borrowed,221.272682,9.398557,230.671239,35.646701,0.757047,207.58782,0.042475,0.008434,229.812824,31.410777,0.010682,0.069858,0.088833
main,programme_ex_pandemic,high,low,treasury_10y,2005,half_borrowed,110.636341,4.699279,115.33562,17.823351,0.378523,103.79391,0.042475,0.004217,114.906412,15.705388,0.005341,0.034929,0.044416
main,programme_ex_pandemic,high,low,treasury_10y,2010,all_borrowed,291.950749,12.400608,304.351357,35.646701,0.757047,250.571271,0.042475,0.011128,303.218749,41.443886,0.014094,0.092172,0.117207
main,programme_ex_pandemic,high,low,treasury_10y,2010,half_borrowed,145.975374,6.200304,152.175678,17.823351,0.378523,125.285635,0.042475,0.005564,151.609375,20.721943,0.007047,0.046086,0.058604
main,programme_ex_pandemic,high,low,treasury_10y,2015,all_borrowed,151.624641,6.440257,158.064898,35.646701,0.757047,143.355491,0.042475,0.005779,157.476678,21.523885,0.007319,0.047869,0.060871
main,programme_ex_pandemic,high,low,treasury_10y,2015,half_borrowed,75.812321,3.220128,79.032449,17.823351,0.378523,71.677745,0.042475,0.00289,78.738339,10.761943,0.00366,0.023935,0.030436
main,programme_ex_pandemic,high,low,gross_public_securities,2005,all_borrowed,220.171887,7.679039,227.850926,35.646701,0.621633,207.58782,0.034877,0.008392,187.767298,25.664002,0.008727,0.057077,0.07258
main,programme_ex_pandemic,high,low,gross_public_securities,2005,half_borrowed,110.085943,3.83952,113.925463,17.823351,0.310817,103.79391,0.034877,0.004196,93.883649,12.832001,0.004364,0.028538,0.03629
main,programme_ex_pandemic,high,low,gross_public_securities,2010,all_borrowed,291.474124,10.165881,301.640005,35.646701,0.621633,250.571271,0.034877,0.01111,248.575372,33.975239,0.011554,0.075561,0.096085
main,programme_ex_pandemic,high,low,gross_public_securities,2010,half_borrowed,145.737062,5.082941,150.820002,17.823351,0.310817,125.285635,0.034877,0.005555,124.287686,16.987619,0.005777,0.037781,0.048043
main,programme_ex_pandemic,high,low,gross_public_securities,2015,all_borrowed,151.00774,5.266769,156.274509,35.646701,0.621633,143.355491,0.034877,0.005756,128.782633,17.601988,0.005986,0.039147,0.04978
main,programme_ex_pandemic,high,low,gross_public_securities,2015,half_borrowed,75.50387,2.633384,78.137254,17.823351,0.310817,71.677745,0.034877,0.002878,64.391317,8.800994,0.002993,0.019573,0.02489
main,programme_ex_pandemic,low,central,effective,2005,all_borrowed,236.880189,7.65857,244.538759,38.643017,0.624683,223.126395,0.032331,0.009029,187.266783,25.595591,0.008704,0.056925,0.072387
main,programme_ex_pandemic,low,central,effective,2005,half_borrowed,118.440095,3.829285,122.26938,19.321509,0.312342,111.563198,0.032331,0.004514,93.633392,12.797796,0.004352,0.028462,0.036193
main,programme_ex_pandemic,low,central,effective,2010,all_borrowed,297.298831,9.611964,306.910795,38.643017,0.624683,260.665263,0.032331,0.011332,235.031034,32.124001,0.010924,0.071444,0.09085
main,programme_ex_pandemic,low,central,effective,2010,half_borrowed,148.649416,4.805982,153.455398,19.321509,0.312342,130.332632,0.032331,0.005666,117.515517,16.062,0.005462,0.035722,0.045425
main,programme_ex_pandemic,low,central,effective,2015,all_borrowed,151.048675,4.883552,155.932228,38.643017,0.624683,145.483179,0.032331,0.005757,119.412263,16.321247,0.00555,0.036299,0.046158
main,programme_ex_pandemic,low,central,effective,2015,half_borrowed,75.524338,2.441776,77.966114,19.321509,0.312342,72.741589,0.032331,0.002879,59.706132,8.160624,0.002775,0.018149,0.023079
main,programme_ex_pandemic,low,central,constant_3_22,2005,all_borrowed,254.604847,8.200289,262.805136,38.643017,0.622305,223.126395,0.032208,0.009705,200.512857,27.406063,0.00932,0.060951,0.077507
main,programme_ex_pandemic,low,central,constant_3_22,2005,half_borrowed,127.302423,4.100144,131.402568,19.321509,0.311153,111.563198,0.032208,0.004852,100.256429,13.703031,0.00466,0.030476,0.038753
main,programme_ex_pandemic,low,central,constant_3_22,2010,all_borrowed,322.973139,10.402288,333.375428,38.643017,0.622305,260.665263,0.032208,0.01231,254.355987,34.765332,0.011822,0.077318,0.09832
main,programme_ex_pandemic,low,central,constant_3_22,2010,half_borrowed,161.48657,5.201144,166.687714,19.321509,0.311153,130.332632,0.032208,0.006155,127.177993,17.382666,0.005911,0.038659,0.04916
main,programme_ex_pandemic,low,central,constant_3_22,2015,all_borrowed,153.654794,4.948899,158.603693,38.643017,0.622305,145.483179,0.032208,0.005857,121.010115,16.539642,0.005625,0.036784,0.046776
main,programme_ex_pandemic,low,central,constant_3_22,2015,half_borrowed,76.827397,2.47445,79.301847,19.321509,0.311153,72.741589,0.032208,0.002928,60.505058,8.269821,0.002812,0.018392,0.023388
main,programme_ex_pandemic,low,central,treasury_10y,2005,all_borrowed,240.684832,10.223088,250.90792,38.643017,0.820681,223.126395,0.042475,0.009174,249.974196,34.16643,0.011619,0.075986,0.096626
main,programme_ex_pandemic,low,central,treasury_10y,2005,half_borrowed,120.342416,5.111544,125.45396,19.321509,0.410341,111.563198,0.042475,0.004587,124.987098,17.083215,0.005809,0.037993,0.048313
main,programme_ex_pandemic,low,central,treasury_10y,2010,all_borrowed,303.478337,12.890242,316.36858,38.643017,0.820681,260.665263,0.042475,0.011567,315.191251,43.080285,0.01465,0.095811,0.121835
main,programme_ex_pandemic,low,central,treasury_10y,2010,half_borrowed,151.739169,6.445121,158.18429,19.321509,0.410341,130.332632,0.042475,0.005784,157.595626,21.540143,0.007325,0.047905,0.060917
main,programme_ex_pandemic,low,central,treasury_10y,2015,all_borrowed,152.436467,6.474739,158.911205,38.643017,0.820681,145.483179,0.042475,0.00581,158.319836,21.639128,0.007359,0.048126,0.061197
main,programme_ex_pandemic,low,central,treasury_10y,2015,half_borrowed,76.218233,3.237369,79.455603,19.321509,0.410341,72.741589,0.042475,0.002905,79.159918,10.819564,0.003679,0.024063,0.030599
main,programme_ex_pandemic,low,central,gross_public_securities,2005,all_borrowed,239.419902,8.350361,247.770264,38.643017,0.673885,223.126395,0.034877,0.009126,204.182418,27.907617,0.00949,0.062067,0.078925
