fiscal_year,state,line,group,total_computable
2024,N. Mariana Islands,Case Management - State Wide,hcbs_other,0.0
2024,N. Mariana Islands,Rehabilitative Services (non-school-based),hcbs_other,0.0
2024,N. Mariana Islands,Private Duty Nursing,hcbs_other,0.0
2024,N. Mariana Islands,Balance,map_total,93499284.0
2024,N. Mariana Islands,Collections,collections,0.0
2024,Nebraska,Mental Health Facility Services - Reg. Payments,mhf,0.0
2024,Nebraska,Mental Health Facility - DSH,mhf_dsh,1811337.0
2024,Nebraska,Nursing Facility Services - Reg. Payments,nf,496495168.0
2024,Nebraska,Nursing Facility Services - Sup. Payments,nf,21428723.0
2024,Nebraska,Intermediate Care Facility - Public,icf,32991764.0
2024,Nebraska,Intermediate Care - Private,icf,33358121.0
2024,Nebraska,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Nebraska,Home Health Services,hcbs_other,6333.0
2024,Nebraska,Medicaid - MCO,mco_capitation,2451269836.0
2024,Nebraska,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Nebraska,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,835915986.0
2024,Nebraska,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,Nebraska,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Nebraska,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,Nebraska,All-Inclusive Care Elderly,hcbs_other,12441061.0
2024,Nebraska,Personal Care Services - Reg. Payments,hcbs_pc_cfc,11602423.0
2024,Nebraska,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Nebraska,Targeted Case Management Services - Com. Case-Man.,hcbs_other,47366408.0
2024,Nebraska,Case Management - State Wide,hcbs_other,0.0
2024,Nebraska,Rehabilitative Services (non-school-based),hcbs_other,0.0
2024,Nebraska,Private Duty Nursing,hcbs_other,0.0
2024,Nebraska,Balance,map_total,3668280693.0
2024,Nebraska,Collections,collections,-22008765.0
2024,Nevada,Mental Health Facility Services - Reg. Payments,mhf,56846685.0
2024,Nevada,Mental Health Facility - DSH,mhf_dsh,0.0
2024,Nevada,Nursing Facility Services - Reg. Payments,nf,262520225.0
2024,Nevada,Nursing Facility Services - Sup. Payments,nf,108394320.0
2024,Nevada,Intermediate Care Facility - Public,icf,14985805.0
2024,Nevada,Intermediate Care - Private,icf,7748610.0
2024,Nevada,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Nevada,Home Health Services,hcbs_other,10651076.0
2024,Nevada,Medicaid - MCO,mco_capitation,3110208759.0
2024,Nevada,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Nevada,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,262747868.0
2024,Nevada,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,11574533.0
2024,Nevada,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Nevada,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,Nevada,All-Inclusive Care Elderly,hcbs_other,0.0
2024,Nevada,Personal Care Services - Reg. Payments,hcbs_pc_cfc,176051912.0
2024,Nevada,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Nevada,Targeted Case Management Services - Com. Case-Man.,hcbs_other,52473383.0
2024,Nevada,Case Management - State Wide,hcbs_other,0.0
2024,Nevada,Rehabilitative Services (non-school-based),hcbs_other,108144637.0
2024,Nevada,Private Duty Nursing,hcbs_other,33981988.0
2024,Nevada,Balance,map_total,5955457480.0
2024,Nevada,Collections,collections,-40022148.0
2024,New Hampshire,Mental Health Facility Services - Reg. Payments,mhf,1343547.0
2024,New Hampshire,Mental Health Facility - DSH,mhf_dsh,91124688.0
2024,New Hampshire,Nursing Facility Services - Reg. Payments,nf,270685877.0
2024,New Hampshire,Nursing Facility Services - Sup. Payments,nf,169425029.0
2024,New Hampshire,Intermediate Care Facility - Public,icf,0.0
2024,New Hampshire,Intermediate Care - Private,icf,4811130.0
2024,New Hampshire,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,New Hampshire,Home Health Services,hcbs_other,2329890.0
2024,New Hampshire,Medicaid - MCO,mco_capitation,1063616835.0
2024,New Hampshire,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,New Hampshire,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,547221047.0
2024,New Hampshire,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,New Hampshire,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,New Hampshire,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,New Hampshire,All-Inclusive Care Elderly,hcbs_other,0.0
2024,New Hampshire,Personal Care Services - Reg. Payments,hcbs_pc_cfc,1527687.0
2024,New Hampshire,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,New Hampshire,Targeted Case Management Services - Com. Case-Man.,hcbs_other,16616706.0
2024,New Hampshire,Case Management - State Wide,hcbs_other,0.0
2024,New Hampshire,Rehabilitative Services (non-school-based),hcbs_other,47682730.0
2024,New Hampshire,Private Duty Nursing,hcbs_other,3199561.0
2024,New Hampshire,Balance,map_total,2464948138.0
2024,New Hampshire,Collections,collections,-10699755.0
2024,New Jersey,Mental Health Facility Services - Reg. Payments,mhf,150241714.0
2024,New Jersey,Mental Health Facility - DSH,mhf_dsh,362958310.0
2024,New Jersey,Nursing Facility Services - Reg. Payments,nf,183222048.0
2024,New Jersey,Nursing Facility Services - Sup. Payments,nf,7224334.0
2024,New Jersey,Intermediate Care Facility - Public,icf,552050751.0
2024,New Jersey,Intermediate Care - Private,icf,13057922.0
2024,New Jersey,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,New Jersey,Home Health Services,hcbs_other,1128842.0
2024,New Jersey,Medicaid - MCO,mco_capitation,15740149666.0
2024,New Jersey,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,New Jersey,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,2958123313.0
2024,New Jersey,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,New Jersey,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,New Jersey,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,New Jersey,All-Inclusive Care Elderly,hcbs_other,80882054.0
2024,New Jersey,Personal Care Services - Reg. Payments,hcbs_pc_cfc,90164046.0
2024,New Jersey,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,81332.0
2024,New Jersey,Targeted Case Management Services - Com. Case-Man.,hcbs_other,18446770.0
2024,New Jersey,Case Management - State Wide,hcbs_other,0.0
2024,New Jersey,Rehabilitative Services (non-school-based),hcbs_other,25088879.0
2024,New Jersey,Private Duty Nursing,hcbs_other,469384.0
2024,New Jersey,Balance,map_total,23426076809.0
2024,New Jersey,Collections,collections,-315773449.0
2024,New Mexico,Mental Health Facility Services - Reg. Payments,mhf,3770724.0
2024,New Mexico,Mental Health Facility - DSH,mhf_dsh,0.0
2024,New Mexico,Nursing Facility Services - Reg. Payments,nf,943317.0
2024,New Mexico,Nursing Facility Services - Sup. Payments,nf,0.0
2024,New Mexico,Intermediate Care Facility - Public,icf,389098.0
2024,New Mexico,Intermediate Care - Private,icf,38525056.0
2024,New Mexico,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,New Mexico,Home Health Services,hcbs_other,121090040.0
2024,New Mexico,Medicaid - MCO,mco_capitation,6368066540.0
2024,New Mexico,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,New Mexico,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,725392932.0
2024,New Mexico,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,New Mexico,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,New Mexico,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,New Mexico,All-Inclusive Care Elderly,hcbs_other,14689303.0
2024,New Mexico,Personal Care Services - Reg. Payments,hcbs_pc_cfc,0.0
2024,New Mexico,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,New Mexico,Targeted Case Management Services - Com. Case-Man.,hcbs_other,155.0
2024,New Mexico,Case Management - State Wide,hcbs_other,0.0
2024,New Mexico,Rehabilitative Services (non-school-based),hcbs_other,235.0
2024,New Mexico,Private Duty Nursing,hcbs_other,0.0
2024,New Mexico,Balance,map_total,7942159173.0
2024,New Mexico,Collections,collections,-18457053.0
2024,New York,Mental Health Facility Services - Reg. Payments,mhf,386878782.0
2024,New York,Mental Health Facility - DSH,mhf_dsh,302500000.0
2024,New York,Nursing Facility Services - Reg. Payments,nf,7344618128.0
2024,New York,Nursing Facility Services - Sup. Payments,nf,75878829.0
2024,New York,Intermediate Care Facility - Public,icf,132960512.0
2024,New York,Intermediate Care - Private,icf,757423695.0
2024,New York,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,New York,Home Health Services,hcbs_other,-121467062.0
2024,New York,Medicaid - MCO,mco_capitation,50647550955.0
2024,New York,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,New York,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,10642023173.0
2024,New York,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,New York,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,New York,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,1106353612.0
2024,New York,All-Inclusive Care Elderly,hcbs_other,787905846.0
2024,New York,Personal Care Services - Reg. Payments,hcbs_pc_cfc,1015046500.0
2024,New York,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,New York,Targeted Case Management Services - Com. Case-Man.,hcbs_other,63034963.0
2024,New York,Case Management - State Wide,hcbs_other,48575.0
2024,New York,Rehabilitative Services (non-school-based),hcbs_other,59596115.0
2024,New York,Private Duty Nursing,hcbs_other,67052898.0
2024,New York,Balance,map_total,96024580523.0
2024,New York,Collections,collections,-1563784774.0
2024,North Carolina,Mental Health Facility Services - Reg. Payments,mhf,599.0
2024,North Carolina,Mental Health Facility - DSH,mhf_dsh,210044040.0
2024,North Carolina,Nursing Facility Services - Reg. Payments,nf,2311626956.0
2024,North Carolina,Nursing Facility Services - Sup. Payments,nf,0.0
2024,North Carolina,Intermediate Care Facility - Public,icf,0.0
2024,North Carolina,Intermediate Care - Private,icf,0.0
2024,North Carolina,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,North Carolina,Home Health Services,hcbs_other,6419980.0
2024,North Carolina,Medicaid - MCO,mco_capitation,17455125165.0
2024,North Carolina,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,North Carolina,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,623674424.0
2024,North Carolina,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,North Carolina,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,North Carolina,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,North Carolina,All-Inclusive Care Elderly,hcbs_other,144662438.0
2024,North Carolina,Personal Care Services - Reg. Payments,hcbs_pc_cfc,527041203.0
2024,North Carolina,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,36324443.0
2024,North Carolina,Targeted Case Management Services - Com. Case-Man.,hcbs_other,7205403.0
2024,North Carolina,Case Management - State Wide,hcbs_other,0.0
2024,North Carolina,Rehabilitative Services (non-school-based),hcbs_other,10652717.0
2024,North Carolina,Private Duty Nursing,hcbs_other,197201928.0
2024,North Carolina,Balance,map_total,28802680042.0
2024,North Carolina,Collections,collections,-81731093.0
2024,North Dakota,Mental Health Facility Services - Reg. Payments,mhf,14603826.0
2024,North Dakota,Mental Health Facility - DSH,mhf_dsh,988478.0
2024,North Dakota,Nursing Facility Services - Reg. Payments,nf,315350409.0
2024,North Dakota,Nursing Facility Services - Sup. Payments,nf,3942548.0
2024,North Dakota,Intermediate Care Facility - Public,icf,28266036.0
2024,North Dakota,Intermediate Care - Private,icf,103491124.0
2024,North Dakota,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,North Dakota,Home Health Services,hcbs_other,9661611.0
2024,North Dakota,Medicaid - MCO,mco_capitation,199977642.0
2024,North Dakota,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,North Dakota,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,281644990.0
2024,North Dakota,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,703099.0
2024,North Dakota,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,North Dakota,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,North Dakota,All-Inclusive Care Elderly,hcbs_other,11646788.0
2024,North Dakota,Personal Care Services - Reg. Payments,hcbs_pc_cfc,39662835.0
2024,North Dakota,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,-73479.0
2024,North Dakota,Targeted Case Management Services - Com. Case-Man.,hcbs_other,3921388.0
2024,North Dakota,Case Management - State Wide,hcbs_other,-2852.0
2024,North Dakota,Rehabilitative Services (non-school-based),hcbs_other,20943145.0
2024,North Dakota,Private Duty Nursing,hcbs_other,1297299.0
2024,North Dakota,Balance,map_total,1421845604.0
2024,North Dakota,Collections,collections,-18378879.0
2024,Ohio,Mental Health Facility Services - Reg. Payments,mhf,88572.0
2024,Ohio,Mental Health Facility - DSH,mhf_dsh,186865516.0
2024,Ohio,Nursing Facility Services - Reg. Payments,nf,2045181237.0
2024,Ohio,Nursing Facility Services - Sup. Payments,nf,0.0
2024,Ohio,Intermediate Care Facility - Public,icf,241589533.0
2024,Ohio,Intermediate Care - Private,icf,710572432.0
2024,Ohio,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Ohio,Home Health Services,hcbs_other,267592396.0
2024,Ohio,Medicaid - MCO,mco_capitation,18228003194.0
2024,Ohio,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Ohio,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,4957252745.0
2024,Ohio,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,1941088.0
2024,Ohio,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Ohio,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,Ohio,All-Inclusive Care Elderly,hcbs_other,24013796.0
2024,Ohio,Personal Care Services - Reg. Payments,hcbs_pc_cfc,0.0
2024,Ohio,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Ohio,Targeted Case Management Services - Com. Case-Man.,hcbs_other,0.0
2024,Ohio,Case Management - State Wide,hcbs_other,123838359.0
2024,Ohio,Rehabilitative Services (non-school-based),hcbs_other,135823021.0
2024,Ohio,Private Duty Nursing,hcbs_other,59684894.0
2024,Ohio,Balance,map_total,34260577182.0
2024,Ohio,Collections,collections,-273060798.0
2024,Oklahoma,Mental Health Facility Services - Reg. Payments,mhf,87112697.0
2024,Oklahoma,Mental Health Facility - DSH,mhf_dsh,3273248.0
2024,Oklahoma,Nursing Facility Services - Reg. Payments,nf,866943461.0
2024,Oklahoma,Nursing Facility Services - Sup. Payments,nf,0.0
2024,Oklahoma,Intermediate Care Facility - Public,icf,24900762.0
2024,Oklahoma,Intermediate Care - Private,icf,79106411.0
2024,Oklahoma,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,5254054.0
2024,Oklahoma,Home Health Services,hcbs_other,30091110.0
2024,Oklahoma,Medicaid - MCO,mco_capitation,1725867580.0
2024,Oklahoma,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Oklahoma,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,774928352.0
2024,Oklahoma,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,Oklahoma,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Oklahoma,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,Oklahoma,All-Inclusive Care Elderly,hcbs_other,28706344.0
2024,Oklahoma,Personal Care Services - Reg. Payments,hcbs_pc_cfc,9991459.0
2024,Oklahoma,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Oklahoma,Targeted Case Management Services - Com. Case-Man.,hcbs_other,62648165.0
2024,Oklahoma,Case Management - State Wide,hcbs_other,0.0
2024,Oklahoma,Rehabilitative Services (non-school-based),hcbs_other,0.0
2024,Oklahoma,Private Duty Nursing,hcbs_other,0.0
2024,Oklahoma,Balance,map_total,9874920466.0
2024,Oklahoma,Collections,collections,-835469002.0
2024,Oregon,Mental Health Facility Services - Reg. Payments,mhf,3720781.0
2024,Oregon,Mental Health Facility - DSH,mhf_dsh,39491017.0
2024,Oregon,Nursing Facility Services - Reg. Payments,nf,762488058.0
2024,Oregon,Nursing Facility Services - Sup. Payments,nf,18432045.0
2024,Oregon,Intermediate Care Facility - Public,icf,0.0
2024,Oregon,Intermediate Care - Private,icf,0.0
2024,Oregon,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Oregon,Home Health Services,hcbs_other,403834.0
2024,Oregon,Medicaid - MCO,mco_capitation,8844492902.0
2024,Oregon,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Oregon,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,74540371.0
2024,Oregon,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,114416250.0
2024,Oregon,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,24443524.0
2024,Oregon,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,3678435153.0
2024,Oregon,All-Inclusive Care Elderly,hcbs_other,152873371.0
2024,Oregon,Personal Care Services - Reg. Payments,hcbs_pc_cfc,70318595.0
2024,Oregon,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Oregon,Targeted Case Management Services - Com. Case-Man.,hcbs_other,70922252.0
2024,Oregon,Case Management - State Wide,hcbs_other,290353356.0
2024,Oregon,Rehabilitative Services (non-school-based),hcbs_other,42741420.0
2024,Oregon,Private Duty Nursing,hcbs_other,23759999.0
2024,Oregon,Balance,map_total,16167467052.0
2024,Oregon,Collections,collections,-127122224.0
2024,Pennsylvania,Mental Health Facility Services - Reg. Payments,mhf,95526409.0
2024,Pennsylvania,Mental Health Facility - DSH,mhf_dsh,332354309.0
2024,Pennsylvania,Nursing Facility Services - Reg. Payments,nf,426612872.0
2024,Pennsylvania,Nursing Facility Services - Sup. Payments,nf,35622189.0
2024,Pennsylvania,Intermediate Care Facility - Public,icf,211720309.0
2024,Pennsylvania,Intermediate Care - Private,icf,412510531.0
2024,Pennsylvania,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Pennsylvania,Home Health Services,hcbs_other,11623721.0
2024,Pennsylvania,Medicaid - MCO,mco_capitation,31839011953.0
2024,Pennsylvania,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Pennsylvania,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,4744518035.0
2024,Pennsylvania,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,Pennsylvania,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Pennsylvania,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,Pennsylvania,All-Inclusive Care Elderly,hcbs_other,373029453.0
2024,Pennsylvania,Personal Care Services - Reg. Payments,hcbs_pc_cfc,1104874.0
2024,Pennsylvania,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Pennsylvania,Targeted Case Management Services - Com. Case-Man.,hcbs_other,51990390.0
2024,Pennsylvania,Case Management - State Wide,hcbs_other,0.0
2024,Pennsylvania,Rehabilitative Services (non-school-based),hcbs_other,498675.0
2024,Pennsylvania,Private Duty Nursing,hcbs_other,584758.0
2024,Pennsylvania,Balance,map_total,43536218044.0
2024,Pennsylvania,Collections,collections,-314400750.0
2024,Puerto Rico,Mental Health Facility Services - Reg. Payments,mhf,0.0
2024,Puerto Rico,Mental Health Facility - DSH,mhf_dsh,0.0
2024,Puerto Rico,Nursing Facility Services - Reg. Payments,nf,0.0
2024,Puerto Rico,Nursing Facility Services - Sup. Payments,nf,0.0
2024,Puerto Rico,Intermediate Care Facility - Public,icf,0.0
2024,Puerto Rico,Intermediate Care - Private,icf,0.0
2024,Puerto Rico,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Puerto Rico,Home Health Services,hcbs_other,0.0
2024,Puerto Rico,Medicaid - MCO,mco_capitation,5513463273.0
2024,Puerto Rico,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,Puerto Rico,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,0.0
2024,Puerto Rico,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,Puerto Rico,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Puerto Rico,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,Puerto Rico,All-Inclusive Care Elderly,hcbs_other,0.0
2024,Puerto Rico,Personal Care Services - Reg. Payments,hcbs_pc_cfc,0.0
2024,Puerto Rico,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Puerto Rico,Targeted Case Management Services - Com. Case-Man.,hcbs_other,0.0
2024,Puerto Rico,Case Management - State Wide,hcbs_other,0.0
2024,Puerto Rico,Rehabilitative Services (non-school-based),hcbs_other,0.0
2024,Puerto Rico,Private Duty Nursing,hcbs_other,0.0
2024,Puerto Rico,Balance,map_total,4710162013.0
2024,Puerto Rico,Collections,collections,-1033079.0
2024,Rhode Island,Mental Health Facility Services - Reg. Payments,mhf,6128475.0
2024,Rhode Island,Mental Health Facility - DSH,mhf_dsh,0.0
2024,Rhode Island,Nursing Facility Services - Reg. Payments,nf,339933776.0
2024,Rhode Island,Nursing Facility Services - Sup. Payments,nf,0.0
2024,Rhode Island,Intermediate Care Facility - Public,icf,0.0
2024,Rhode Island,Intermediate Care - Private,icf,7159133.0
2024,Rhode Island,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,Rhode Island,Home Health Services,hcbs_other,799442.0
2024,Rhode Island,Medicaid - MCO,mco_capitation,2104194466.0
2024,Rhode Island,Medicaid MCO - Community First Choice,hcbs_pc_cfc,609272.0
2024,Rhode Island,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,506957023.0
2024,Rhode Island,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,Rhode Island,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,Rhode Island,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,Rhode Island,All-Inclusive Care Elderly,hcbs_other,21392165.0
2024,Rhode Island,Personal Care Services - Reg. Payments,hcbs_pc_cfc,88923186.0
2024,Rhode Island,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,Rhode Island,Targeted Case Management Services - Com. Case-Man.,hcbs_other,3989323.0
2024,Rhode Island,Case Management - State Wide,hcbs_other,0.0
2024,Rhode Island,Rehabilitative Services (non-school-based),hcbs_other,102644385.0
2024,Rhode Island,Private Duty Nursing,hcbs_other,0.0
2024,Rhode Island,Balance,map_total,3526592205.0
2024,Rhode Island,Collections,collections,-17809608.0
2024,South Carolina,Mental Health Facility Services - Reg. Payments,mhf,2843106.0
2024,South Carolina,Mental Health Facility - DSH,mhf_dsh,60903051.0
2024,South Carolina,Nursing Facility Services - Reg. Payments,nf,872828726.0
2024,South Carolina,Nursing Facility Services - Sup. Payments,nf,9313183.0
2024,South Carolina,Intermediate Care Facility - Public,icf,158374062.0
2024,South Carolina,Intermediate Care - Private,icf,0.0
2024,South Carolina,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,South Carolina,Home Health Services,hcbs_other,25537582.0
2024,South Carolina,Medicaid - MCO,mco_capitation,6040367649.0
2024,South Carolina,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,South Carolina,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,1076493783.0
2024,South Carolina,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,South Carolina,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2024,South Carolina,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2024,South Carolina,All-Inclusive Care Elderly,hcbs_other,23348444.0
2024,South Carolina,Personal Care Services - Reg. Payments,hcbs_pc_cfc,69239955.0
2024,South Carolina,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2024,South Carolina,Targeted Case Management Services - Com. Case-Man.,hcbs_other,46188963.0
2024,South Carolina,Case Management - State Wide,hcbs_other,0.0
2024,South Carolina,Rehabilitative Services (non-school-based),hcbs_other,53594816.0
2024,South Carolina,Private Duty Nursing,hcbs_other,21691636.0
2024,South Carolina,Balance,map_total,10085497940.0
2024,South Carolina,Collections,collections,-358956617.0
2024,South Dakota,Mental Health Facility Services - Reg. Payments,mhf,3228540.0
2024,South Dakota,Mental Health Facility - DSH,mhf_dsh,751299.0
2024,South Dakota,Nursing Facility Services - Reg. Payments,nf,229192904.0
2024,South Dakota,Nursing Facility Services - Sup. Payments,nf,0.0
2024,South Dakota,Intermediate Care Facility - Public,icf,41968469.0
2024,South Dakota,Intermediate Care - Private,icf,0.0
2024,South Dakota,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2024,South Dakota,Home Health Services,hcbs_other,27866201.0
2024,South Dakota,Medicaid - MCO,mco_capitation,0.0
2024,South Dakota,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2024,South Dakota,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,263725868.0
2024,South Dakota,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2024,South Dakota,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
