country,origin,offence,unit,numerator,denominator,rate,ratio_to_native,standardized,period,source_table,chart_value
Norway,Kina,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,4.89,0.5,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Libanon,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,14.31,1.48,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Palestina,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,42.57,4.39,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Nepal,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,4.41,0.45,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Pakistan,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,18.36,1.89,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Syria,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,46.0,4.74,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Thailand,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,8.95,0.92,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Vietnam,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,9.09,0.94,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Mexico,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,6.8,0.7,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,USA,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,5.46,0.56,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Brasil,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,26.52,2.73,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Chile,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,11.88,1.22,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Colombia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,9.6,0.99,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Peru,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,12.27,1.26,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Venezuela,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,11.57,1.19,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Australia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,5.29,0.55,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,"BOSATTE, I ALT",Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,48.34,1.37,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,ØVRIGE BOSATTE,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,35.21,1.0,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,"INNVANDRERE, I ALT",Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,99.14,2.82,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,"NORSKFØDTE MED INNVANDRERFORELDRE, I ALT",Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,123.44,3.51,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,"Norden uten Norge, EU/EFTA, Storbritannia, Nord-Amerika og Oceania",Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,45.64,1.3,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,"Europa utenom EU/EFTA og Storbritannia,Afrika, Asia, Latin-Amerika",Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,127.33,3.62,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,¬ Europa utenom EU/EFTA/Storbritannia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,87.25,2.48,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,¬ Afrika,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,181.02,5.14,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,¬ Asia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,107.39,3.05,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,¬ Latin-Amerika og Karibia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,111.21,3.16,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Sverige,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,68.73,1.95,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Bulgaria,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,43.4,1.23,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Frankrike,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,15.4,0.44,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Polen,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,55.12,1.57,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Romania,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,71.54,2.03,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Litauen,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,42.14,1.2,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Spania,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,29.01,0.82,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Russland,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,166.12,4.72,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Tyskland,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,23.41,0.66,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Eritrea,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,113.32,3.22,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Etiopia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,111.01,3.15,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Somalia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,269.86,7.66,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Afghanistan,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,86.26,2.45,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Filippinene,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,16.64,0.47,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Irak,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,185.6,5.27,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Iran,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,161.64,4.59,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Pakistan,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,89.79,2.55,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Syria,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,151.36,4.3,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
Norway,Thailand,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,31.51,0.89,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col H",
