KOEN,ALDER,IELAND,TID,INDHOLD
Men,15-29 years,Philippines,2022,35
Men,15-29 years,Philippines,2023,29
Men,15-29 years,Philippines,2024,33
Men,15-29 years,India,2008,49
Men,15-29 years,India,2009,53
Men,15-29 years,India,2010,58
Men,15-29 years,India,2011,53
Men,15-29 years,India,2012,37
Men,15-29 years,India,2013,38
Men,15-29 years,India,2014,33
Men,15-29 years,India,2015,40
Men,15-29 years,India,2016,39
Men,15-29 years,India,2017,30
Men,15-29 years,India,2018,50
Men,15-29 years,India,2019,42
Men,15-29 years,India,2020,49
Men,15-29 years,India,2021,63
Men,15-29 years,India,2022,61
Men,15-29 years,India,2023,60
Men,15-29 years,India,2024,64
Men,15-29 years,Indonesia,2008,1
Men,15-29 years,Indonesia,2009,1
Men,15-29 years,Indonesia,2010,1
Men,15-29 years,Indonesia,2011,1
Men,15-29 years,Indonesia,2012,1
Men,15-29 years,Indonesia,2013,0
Men,15-29 years,Indonesia,2014,1
Men,15-29 years,Indonesia,2015,1
Men,15-29 years,Indonesia,2016,1
Men,15-29 years,Indonesia,2017,2
Men,15-29 years,Indonesia,2018,5
Men,15-29 years,Indonesia,2019,3
Men,15-29 years,Indonesia,2020,2
Men,15-29 years,Indonesia,2021,4
Men,15-29 years,Indonesia,2022,8
Men,15-29 years,Indonesia,2023,6
Men,15-29 years,Indonesia,2024,4
Men,15-29 years,Iraq,2008,609
Men,15-29 years,Iraq,2009,746
Men,15-29 years,Iraq,2010,786
Men,15-29 years,Iraq,2011,862
Men,15-29 years,Iraq,2012,951
Men,15-29 years,Iraq,2013,932
Men,15-29 years,Iraq,2014,923
Men,15-29 years,Iraq,2015,907
Men,15-29 years,Iraq,2016,960
Men,15-29 years,Iraq,2017,947
Men,15-29 years,Iraq,2018,996
Men,15-29 years,Iraq,2019,1045
Men,15-29 years,Iraq,2020,1117
Men,15-29 years,Iraq,2021,1038
Men,15-29 years,Iraq,2022,962
Men,15-29 years,Iraq,2023,906
Men,15-29 years,Iraq,2024,900
Men,15-29 years,Iran,2008,261
Men,15-29 years,Iran,2009,285
Men,15-29 years,Iran,2010,301
Men,15-29 years,Iran,2011,279
Men,15-29 years,Iran,2012,348
Men,15-29 years,Iran,2013,319
Men,15-29 years,Iran,2014,315
Men,15-29 years,Iran,2015,275
Men,15-29 years,Iran,2016,273
Men,15-29 years,Iran,2017,261
Men,15-29 years,Iran,2018,265
Men,15-29 years,Iran,2019,294
Men,15-29 years,Iran,2020,316
Men,15-29 years,Iran,2021,281
Men,15-29 years,Iran,2022,259
Men,15-29 years,Iran,2023,246
Men,15-29 years,Iran,2024,214
Men,15-29 years,Israel,2008,10
Men,15-29 years,Israel,2009,11
Men,15-29 years,Israel,2010,19
Men,15-29 years,Israel,2011,12
Men,15-29 years,Israel,2012,14
Men,15-29 years,Israel,2013,12
Men,15-29 years,Israel,2014,14
Men,15-29 years,Israel,2015,14
Men,15-29 years,Israel,2016,19
Men,15-29 years,Israel,2017,15
Men,15-29 years,Israel,2018,20
Men,15-29 years,Israel,2019,19
Men,15-29 years,Israel,2020,23
Men,15-29 years,Israel,2021,17
Men,15-29 years,Israel,2022,16
Men,15-29 years,Israel,2023,18
Men,15-29 years,Israel,2024,18
Men,15-29 years,Japan,2008,2
Men,15-29 years,Japan,2009,1
Men,15-29 years,Japan,2010,1
Men,15-29 years,Japan,2011,0
Men,15-29 years,Japan,2012,0
Men,15-29 years,Japan,2013,1
Men,15-29 years,Japan,2014,0
Men,15-29 years,Japan,2015,0
Men,15-29 years,Japan,2016,0
Men,15-29 years,Japan,2017,0
Men,15-29 years,Japan,2018,0
Men,15-29 years,Japan,2019,0
Men,15-29 years,Japan,2020,0
Men,15-29 years,Japan,2021,0
Men,15-29 years,Japan,2022,1
Men,15-29 years,Japan,2023,0
Men,15-29 years,Japan,2024,0
Men,15-29 years,Jordan,2008,60
Men,15-29 years,Jordan,2009,71
Men,15-29 years,Jordan,2010,72
Men,15-29 years,Jordan,2011,93
Men,15-29 years,Jordan,2012,93
Men,15-29 years,Jordan,2013,91
Men,15-29 years,Jordan,2014,99
Men,15-29 years,Jordan,2015,91
Men,15-29 years,Jordan,2016,84
Men,15-29 years,Jordan,2017,85
Men,15-29 years,Jordan,2018,77
Men,15-29 years,Jordan,2019,71
Men,15-29 years,Jordan,2020,85
Men,15-29 years,Jordan,2021,71
Men,15-29 years,Jordan,2022,64
Men,15-29 years,Jordan,2023,72
Men,15-29 years,Jordan,2024,63
Men,15-29 years,China,2008,27
Men,15-29 years,China,2009,71
Men,15-29 years,China,2010,51
Men,15-29 years,China,2011,45
Men,15-29 years,China,2012,59
Men,15-29 years,China,2013,39
Men,15-29 years,China,2014,33
Men,15-29 years,China,2015,34
Men,15-29 years,China,2016,25
Men,15-29 years,China,2017,27
Men,15-29 years,China,2018,21
Men,15-29 years,China,2019,15
Men,15-29 years,China,2020,16
Men,15-29 years,China,2021,11
Men,15-29 years,China,2022,25
Men,15-29 years,China,2023,21
Men,15-29 years,China,2024,18
Men,15-29 years,Kuwait,2008,48
Men,15-29 years,Kuwait,2009,74
Men,15-29 years,Kuwait,2010,68
Men,15-29 years,Kuwait,2011,76
Men,15-29 years,Kuwait,2012,89
Men,15-29 years,Kuwait,2013,87
Men,15-29 years,Kuwait,2014,88
Men,15-29 years,Kuwait,2015,77
Men,15-29 years,Kuwait,2016,92
Men,15-29 years,Kuwait,2017,98
Men,15-29 years,Kuwait,2018,123
Men,15-29 years,Kuwait,2019,137
Men,15-29 years,Kuwait,2020,134
Men,15-29 years,Kuwait,2021,126
Men,15-29 years,Kuwait,2022,119
Men,15-29 years,Kuwait,2023,130
Men,15-29 years,Kuwait,2024,118
Men,15-29 years,Lebanon,2008,801
Men,15-29 years,Lebanon,2009,857
Men,15-29 years,Lebanon,2010,977
Men,15-29 years,Lebanon,2011,1071
Men,15-29 years,Lebanon,2012,1288
Men,15-29 years,Lebanon,2013,1355
Men,15-29 years,Lebanon,2014,1386
Men,15-29 years,Lebanon,2015,1344
Men,15-29 years,Lebanon,2016,1358
Men,15-29 years,Lebanon,2017,1292
Men,15-29 years,Lebanon,2018,1418
Men,15-29 years,Lebanon,2019,1490
Men,15-29 years,Lebanon,2020,1562
Men,15-29 years,Lebanon,2021,1492
Men,15-29 years,Lebanon,2022,1348
Men,15-29 years,Lebanon,2023,1301
Men,15-29 years,Lebanon,2024,1149
Men,15-29 years,Myanmar,2008,1
Men,15-29 years,Myanmar,2009,3
Men,15-29 years,Myanmar,2010,4
Men,15-29 years,Myanmar,2011,12
Men,15-29 years,Myanmar,2012,14
Men,15-29 years,Myanmar,2013,7
Men,15-29 years,Myanmar,2014,13
Men,15-29 years,Myanmar,2015,7
Men,15-29 years,Myanmar,2016,20
Men,15-29 years,Myanmar,2017,17
Men,15-29 years,Myanmar,2018,22
Men,15-29 years,Myanmar,2019,22
Men,15-29 years,Myanmar,2020,16
Men,15-29 years,Myanmar,2021,17
Men,15-29 years,Myanmar,2022,13
Men,15-29 years,Myanmar,2023,18
Men,15-29 years,Myanmar,2024,11
Men,15-29 years,Pakistan,2008,466
Men,15-29 years,Pakistan,2009,479
Men,15-29 years,Pakistan,2010,530
Men,15-29 years,Pakistan,2011,498
Men,15-29 years,Pakistan,2012,601
Men,15-29 years,Pakistan,2013,536
Men,15-29 years,Pakistan,2014,552
Men,15-29 years,Pakistan,2015,534
Men,15-29 years,Pakistan,2016,502
Men,15-29 years,Pakistan,2017,508
Men,15-29 years,Pakistan,2018,525
Men,15-29 years,Pakistan,2019,554
Men,15-29 years,Pakistan,2020,580
Men,15-29 years,Pakistan,2021,520
Men,15-29 years,Pakistan,2022,446
Men,15-29 years,Pakistan,2023,429
Men,15-29 years,Pakistan,2024,421
Men,15-29 years,Sri Lanka,2008,125
Men,15-29 years,Sri Lanka,2009,134
Men,15-29 years,Sri Lanka,2010,131
Men,15-29 years,Sri Lanka,2011,130
Men,15-29 years,Sri Lanka,2012,152
Men,15-29 years,Sri Lanka,2013,151
Men,15-29 years,Sri Lanka,2014,142
Men,15-29 years,Sri Lanka,2015,130
Men,15-29 years,Sri Lanka,2016,140
Men,15-29 years,Sri Lanka,2017,132
Men,15-29 years,Sri Lanka,2018,141
Men,15-29 years,Sri Lanka,2019,136
Men,15-29 years,Sri Lanka,2020,151
Men,15-29 years,Sri Lanka,2021,133
Men,15-29 years,Sri Lanka,2022,113
Men,15-29 years,Sri Lanka,2023,106
Men,15-29 years,Sri Lanka,2024,103
Men,15-29 years,Syria,2008,81
Men,15-29 years,Syria,2009,100
Men,15-29 years,Syria,2010,112
Men,15-29 years,Syria,2011,122
Men,15-29 years,Syria,2012,178
Men,15-29 years,Syria,2013,174
Men,15-29 years,Syria,2014,230
Men,15-29 years,Syria,2015,280
Men,15-29 years,Syria,2016,465
Men,15-29 years,Syria,2017,660
Men,15-29 years,Syria,2018,903
Men,15-29 years,Syria,2019,1046
Men,15-29 years,Syria,2020,1189
Men,15-29 years,Syria,2021,1197
Men,15-29 years,Syria,2022,1097
Men,15-29 years,Syria,2023,1100
Men,15-29 years,Syria,2024,1166
Men,15-29 years,Thailand,2008,45
Men,15-29 years,Thailand,2009,38
Men,15-29 years,Thailand,2010,40
Men,15-29 years,Thailand,2011,46
Men,15-29 years,Thailand,2012,56
Men,15-29 years,Thailand,2013,56
Men,15-29 years,Thailand,2014,53
Men,15-29 years,Thailand,2015,47
Men,15-29 years,Thailand,2016,46
Men,15-29 years,Thailand,2017,53
Men,15-29 years,Thailand,2018,42
Men,15-29 years,Thailand,2019,66
Men,15-29 years,Thailand,2020,64
Men,15-29 years,Thailand,2021,49
Men,15-29 years,Thailand,2022,53
Men,15-29 years,Thailand,2023,53
Men,15-29 years,Thailand,2024,45
Men,15-29 years,Vietnam,2008,89
Men,15-29 years,Vietnam,2009,91
Men,15-29 years,Vietnam,2010,96
Men,15-29 years,Vietnam,2011,83
Men,15-29 years,Vietnam,2012,91
Men,15-29 years,Vietnam,2013,93
Men,15-29 years,Vietnam,2014,96
Men,15-29 years,Vietnam,2015,69
Men,15-29 years,Vietnam,2016,77
Men,15-29 years,Vietnam,2017,78
Men,15-29 years,Vietnam,2018,106
Men,15-29 years,Vietnam,2019,98
Men,15-29 years,Vietnam,2020,104
Men,15-29 years,Vietnam,2021,92
Men,15-29 years,Vietnam,2022,87
Men,15-29 years,Vietnam,2023,79
Men,15-29 years,Vietnam,2024,83
Men,15-29 years,Australia,2008,2
Men,15-29 years,Australia,2009,4
Men,15-29 years,Australia,2010,3
Men,15-29 years,Australia,2011,5
Men,15-29 years,Australia,2012,2
Men,15-29 years,Australia,2013,2
Men,15-29 years,Australia,2014,1
Men,15-29 years,Australia,2015,4
Men,15-29 years,Australia,2016,7
Men,15-29 years,Australia,2017,7
Men,15-29 years,Australia,2018,5
Men,15-29 years,Australia,2019,2
Men,15-29 years,Australia,2020,4
Men,15-29 years,Australia,2021,1
Men,15-29 years,Australia,2022,4
Men,15-29 years,Australia,2023,8
Men,15-29 years,Australia,2024,6
Men,15-29 years,"Other countries, total",2008,261
Men,15-29 years,"Other countries, total",2009,292
Men,15-29 years,"Other countries, total",2010,342
Men,15-29 years,"Other countries, total",2011,358
Men,15-29 years,"Other countries, total",2012,394
Men,15-29 years,"Other countries, total",2013,414
Men,15-29 years,"Other countries, total",2014,451
Men,15-29 years,"Other countries, total",2015,471
Men,15-29 years,"Other countries, total",2016,521
Men,15-29 years,"Other countries, total",2017,528
Men,15-29 years,"Other countries, total",2018,594
Men,15-29 years,"Other countries, total",2019,707
Men,15-29 years,"Other countries, total",2020,787
Men,15-29 years,"Other countries, total",2021,812
Men,15-29 years,"Other countries, total",2022,750
Men,15-29 years,"Other countries, total",2023,778
Men,15-29 years,"Other countries, total",2024,785
Men,15-29 years,"Other countries, western",2008,19
Men,15-29 years,"Other countries, western",2009,18
Men,15-29 years,"Other countries, western",2010,18
Men,15-29 years,"Other countries, western",2011,17
Men,15-29 years,"Other countries, western",2012,19
Men,15-29 years,"Other countries, western",2013,18
Men,15-29 years,"Other countries, western",2014,17
Men,15-29 years,"Other countries, western",2015,36
Men,15-29 years,"Other countries, western",2016,36
Men,15-29 years,"Other countries, western",2017,37
Men,15-29 years,"Other countries, western",2018,50
Men,15-29 years,"Other countries, western",2019,43
Men,15-29 years,"Other countries, western",2020,61
Men,15-29 years,"Other countries, western",2021,55
Men,15-29 years,"Other countries, western",2022,54
Men,15-29 years,"Other countries, western",2023,51
Men,15-29 years,"Other countries, western",2024,36
Men,15-29 years,"Other countries, non-western",2008,242
Men,15-29 years,"Other countries, non-western",2009,274
Men,15-29 years,"Other countries, non-western",2010,324
Men,15-29 years,"Other countries, non-western",2011,341
Men,15-29 years,"Other countries, non-western",2012,375
Men,15-29 years,"Other countries, non-western",2013,396
Men,15-29 years,"Other countries, non-western",2014,434
Men,15-29 years,"Other countries, non-western",2015,435
Men,15-29 years,"Other countries, non-western",2016,485
Men,15-29 years,"Other countries, non-western",2017,491
Men,15-29 years,"Other countries, non-western",2018,544
Men,15-29 years,"Other countries, non-western",2019,664
Men,15-29 years,"Other countries, non-western",2020,726
Men,15-29 years,"Other countries, non-western",2021,757
Men,15-29 years,"Other countries, non-western",2022,696
Men,15-29 years,"Other countries, non-western",2023,727
Men,15-29 years,"Other countries, non-western",2024,749
Men,30-49 years,Total,2008,44672
Men,30-49 years,Total,2009,45810
Men,30-49 years,Total,2010,47919
Men,30-49 years,Total,2011,50222
Men,30-49 years,Total,2012,51334
Men,30-49 years,Total,2013,48643
Men,30-49 years,Total,2014,50015
Men,30-49 years,Total,2015,48603
Men,30-49 years,Total,2016,45641
Men,30-49 years,Total,2017,41780
Men,30-49 years,Total,2018,41359
Men,30-49 years,Total,2019,45302
Men,30-49 years,Total,2020,52176
Men,30-49 years,Total,2021,49571
Men,30-49 years,Total,2022,47387
Men,30-49 years,Total,2023,46683
Men,30-49 years,Total,2024,47221
Men,30-49 years,Denmark,2008,38237
Men,30-49 years,Denmark,2009,38598
Men,30-49 years,Denmark,2010,40289
Men,30-49 years,Denmark,2011,42087
Men,30-49 years,Denmark,2012,42604
Men,30-49 years,Denmark,2013,39985
Men,30-49 years,Denmark,2014,40811
Men,30-49 years,Denmark,2015,39159
Men,30-49 years,Denmark,2016,36401
Men,30-49 years,Denmark,2017,32086
Men,30-49 years,Denmark,2018,30873
Men,30-49 years,Denmark,2019,33240
Men,30-49 years,Denmark,2020,37908
Men,30-49 years,Denmark,2021,34958
Men,30-49 years,Denmark,2022,33312
Men,30-49 years,Denmark,2023,31814
Men,30-49 years,Denmark,2024,32177
Men,30-49 years,Belgium,2008,12
Men,30-49 years,Belgium,2009,3
Men,30-49 years,Belgium,2010,8
Men,30-49 years,Belgium,2011,9
Men,30-49 years,Belgium,2012,12
Men,30-49 years,Belgium,2013,15
Men,30-49 years,Belgium,2014,8
Men,30-49 years,Belgium,2015,10
Men,30-49 years,Belgium,2016,9
Men,30-49 years,Belgium,2017,3
Men,30-49 years,Belgium,2018,10
Men,30-49 years,Belgium,2019,10
Men,30-49 years,Belgium,2020,14
Men,30-49 years,Belgium,2021,11
Men,30-49 years,Belgium,2022,14
Men,30-49 years,Belgium,2023,12
Men,30-49 years,Belgium,2024,11
Men,30-49 years,Bosnia and Herzegovina,2008,186
Men,30-49 years,Bosnia and Herzegovina,2009,191
Men,30-49 years,Bosnia and Herzegovina,2010,226
Men,30-49 years,Bosnia and Herzegovina,2011,223
Men,30-49 years,Bosnia and Herzegovina,2012,257
Men,30-49 years,Bosnia and Herzegovina,2013,262
Men,30-49 years,Bosnia and Herzegovina,2014,220
Men,30-49 years,Bosnia and Herzegovina,2015,258
Men,30-49 years,Bosnia and Herzegovina,2016,228
Men,30-49 years,Bosnia and Herzegovina,2017,228
Men,30-49 years,Bosnia and Herzegovina,2018,257
Men,30-49 years,Bosnia and Herzegovina,2019,263
Men,30-49 years,Bosnia and Herzegovina,2020,331
Men,30-49 years,Bosnia and Herzegovina,2021,341
Men,30-49 years,Bosnia and Herzegovina,2022,285
Men,30-49 years,Bosnia and Herzegovina,2023,303
Men,30-49 years,Bosnia and Herzegovina,2024,292
Men,30-49 years,Bulgaria,2008,12
Men,30-49 years,Bulgaria,2009,19
Men,30-49 years,Bulgaria,2010,30
Men,30-49 years,Bulgaria,2011,49
Men,30-49 years,Bulgaria,2012,62
Men,30-49 years,Bulgaria,2013,65
Men,30-49 years,Bulgaria,2014,95
Men,30-49 years,Bulgaria,2015,99
Men,30-49 years,Bulgaria,2016,124
Men,30-49 years,Bulgaria,2017,149
Men,30-49 years,Bulgaria,2018,140
Men,30-49 years,Bulgaria,2019,201
Men,30-49 years,Bulgaria,2020,271
Men,30-49 years,Bulgaria,2021,273
Men,30-49 years,Bulgaria,2022,292
Men,30-49 years,Bulgaria,2023,301
Men,30-49 years,Bulgaria,2024,301
Men,30-49 years,Estonia,2008,3
Men,30-49 years,Estonia,2009,3
Men,30-49 years,Estonia,2010,2
Men,30-49 years,Estonia,2011,1
Men,30-49 years,Estonia,2012,5
Men,30-49 years,Estonia,2013,3
Men,30-49 years,Estonia,2014,4
Men,30-49 years,Estonia,2015,6
Men,30-49 years,Estonia,2016,8
Men,30-49 years,Estonia,2017,8
Men,30-49 years,Estonia,2018,3
Men,30-49 years,Estonia,2019,13
Men,30-49 years,Estonia,2020,15
Men,30-49 years,Estonia,2021,14
Men,30-49 years,Estonia,2022,8
Men,30-49 years,Estonia,2023,14
Men,30-49 years,Estonia,2024,20
Men,30-49 years,Finland,2008,15
Men,30-49 years,Finland,2009,17
Men,30-49 years,Finland,2010,24
Men,30-49 years,Finland,2011,20
Men,30-49 years,Finland,2012,20
Men,30-49 years,Finland,2013,20
Men,30-49 years,Finland,2014,13
Men,30-49 years,Finland,2015,16
Men,30-49 years,Finland,2016,16
Men,30-49 years,Finland,2017,14
Men,30-49 years,Finland,2018,16
Men,30-49 years,Finland,2019,13
Men,30-49 years,Finland,2020,12
Men,30-49 years,Finland,2021,18
Men,30-49 years,Finland,2022,20
Men,30-49 years,Finland,2023,11
Men,30-49 years,Finland,2024,16
Men,30-49 years,France,2008,52
Men,30-49 years,France,2009,45
Men,30-49 years,France,2010,44
Men,30-49 years,France,2011,42
Men,30-49 years,France,2012,51
Men,30-49 years,France,2013,34
Men,30-49 years,France,2014,46
Men,30-49 years,France,2015,48
Men,30-49 years,France,2016,37
Men,30-49 years,France,2017,38
Men,30-49 years,France,2018,48
Men,30-49 years,France,2019,43
Men,30-49 years,France,2020,59
Men,30-49 years,France,2021,52
Men,30-49 years,France,2022,50
Men,30-49 years,France,2023,31
Men,30-49 years,France,2024,40
Men,30-49 years,Greece,2008,15
Men,30-49 years,Greece,2009,17
Men,30-49 years,Greece,2010,11
Men,30-49 years,Greece,2011,8
Men,30-49 years,Greece,2012,20
Men,30-49 years,Greece,2013,16
Men,30-49 years,Greece,2014,22
Men,30-49 years,Greece,2015,20
Men,30-49 years,Greece,2016,19
Men,30-49 years,Greece,2017,16
Men,30-49 years,Greece,2018,25
Men,30-49 years,Greece,2019,34
Men,30-49 years,Greece,2020,34
Men,30-49 years,Greece,2021,42
Men,30-49 years,Greece,2022,38
Men,30-49 years,Greece,2023,42
Men,30-49 years,Greece,2024,34
Men,30-49 years,Ireland,2008,14
Men,30-49 years,Ireland,2009,18
Men,30-49 years,Ireland,2010,13
Men,30-49 years,Ireland,2011,13
Men,30-49 years,Ireland,2012,12
Men,30-49 years,Ireland,2013,11
Men,30-49 years,Ireland,2014,12
Men,30-49 years,Ireland,2015,20
Men,30-49 years,Ireland,2016,12
Men,30-49 years,Ireland,2017,14
Men,30-49 years,Ireland,2018,13
Men,30-49 years,Ireland,2019,11
Men,30-49 years,Ireland,2020,20
Men,30-49 years,Ireland,2021,24
Men,30-49 years,Ireland,2022,28
Men,30-49 years,Ireland,2023,30
Men,30-49 years,Ireland,2024,21
Men,30-49 years,Iceland,2008,85
Men,30-49 years,Iceland,2009,82
Men,30-49 years,Iceland,2010,83
Men,30-49 years,Iceland,2011,87
Men,30-49 years,Iceland,2012,82
Men,30-49 years,Iceland,2013,61
Men,30-49 years,Iceland,2014,81
Men,30-49 years,Iceland,2015,96
Men,30-49 years,Iceland,2016,76
Men,30-49 years,Iceland,2017,73
Men,30-49 years,Iceland,2018,73
Men,30-49 years,Iceland,2019,74
Men,30-49 years,Iceland,2020,102
Men,30-49 years,Iceland,2021,88
Men,30-49 years,Iceland,2022,82
Men,30-49 years,Iceland,2023,92
Men,30-49 years,Iceland,2024,77
Men,30-49 years,Italy,2008,47
Men,30-49 years,Italy,2009,63
Men,30-49 years,Italy,2010,62
Men,30-49 years,Italy,2011,69
Men,30-49 years,Italy,2012,67
Men,30-49 years,Italy,2013,61
Men,30-49 years,Italy,2014,76
Men,30-49 years,Italy,2015,87
Men,30-49 years,Italy,2016,93
Men,30-49 years,Italy,2017,74
Men,30-49 years,Italy,2018,99
Men,30-49 years,Italy,2019,100
Men,30-49 years,Italy,2020,116
Men,30-49 years,Italy,2021,135
Men,30-49 years,Italy,2022,139
Men,30-49 years,Italy,2023,130
Men,30-49 years,Italy,2024,119
Men,30-49 years,Yugoslavia,2008,360
Men,30-49 years,Yugoslavia,2009,396
Men,30-49 years,Yugoslavia,2010,404
Men,30-49 years,Yugoslavia,2011,457
Men,30-49 years,Yugoslavia,2012,451
Men,30-49 years,Yugoslavia,2013,413
Men,30-49 years,Yugoslavia,2014,430
Men,30-49 years,Yugoslavia,2015,394
Men,30-49 years,Yugoslavia,2016,350
Men,30-49 years,Yugoslavia,2017,308
Men,30-49 years,Yugoslavia,2018,338
Men,30-49 years,Yugoslavia,2019,357
Men,30-49 years,Yugoslavia,2020,423
Men,30-49 years,Yugoslavia,2021,413
Men,30-49 years,Yugoslavia,2022,345
Men,30-49 years,Yugoslavia,2023,356
Men,30-49 years,Yugoslavia,2024,311
Men,30-49 years,"Yugoslavia, Federal Republic",2008,28
Men,30-49 years,"Yugoslavia, Federal Republic",2009,29
Men,30-49 years,"Yugoslavia, Federal Republic",2010,27
Men,30-49 years,"Yugoslavia, Federal Republic",2011,29
Men,30-49 years,"Yugoslavia, Federal Republic",2012,40
Men,30-49 years,"Yugoslavia, Federal Republic",2013,31
Men,30-49 years,"Yugoslavia, Federal Republic",2014,20
Men,30-49 years,"Yugoslavia, Federal Republic",2015,26
Men,30-49 years,"Yugoslavia, Federal Republic",2016,15
Men,30-49 years,"Yugoslavia, Federal Republic",2017,25
Men,30-49 years,"Yugoslavia, Federal Republic",2018,17
Men,30-49 years,"Yugoslavia, Federal Republic",2019,21
Men,30-49 years,"Yugoslavia, Federal Republic",2020,21
Men,30-49 years,"Yugoslavia, Federal Republic",2021,32
Men,30-49 years,"Yugoslavia, Federal Republic",2022,32
Men,30-49 years,"Yugoslavia, Federal Republic",2023,31
Men,30-49 years,"Yugoslavia, Federal Republic",2024,36
Men,30-49 years,Croatia,2008,12
Men,30-49 years,Croatia,2009,8
Men,30-49 years,Croatia,2010,12
Men,30-49 years,Croatia,2011,13
Men,30-49 years,Croatia,2012,9
Men,30-49 years,Croatia,2013,17
Men,30-49 years,Croatia,2014,19
Men,30-49 years,Croatia,2015,18
Men,30-49 years,Croatia,2016,24
Men,30-49 years,Croatia,2017,20
Men,30-49 years,Croatia,2018,36
Men,30-49 years,Croatia,2019,30
Men,30-49 years,Croatia,2020,38
Men,30-49 years,Croatia,2021,38
Men,30-49 years,Croatia,2022,40
Men,30-49 years,Croatia,2023,59
Men,30-49 years,Croatia,2024,47
Men,30-49 years,Latvia,2008,11
Men,30-49 years,Latvia,2009,16
Men,30-49 years,Latvia,2010,29
Men,30-49 years,Latvia,2011,34
Men,30-49 years,Latvia,2012,44
Men,30-49 years,Latvia,2013,61
Men,30-49 years,Latvia,2014,64
