OMRÅDE,KØN,ALDER,HERKOMST,TID,INDHOLD
All Denmark,Women,24 years,Descendants from non-western countries,2019Q1,1977
All Denmark,Women,24 years,Descendants from non-western countries,2020Q1,2079
All Denmark,Women,24 years,Descendants from non-western countries,2021Q1,2201
All Denmark,Women,25 years,Persons of Danish origin,2010Q1,24334
All Denmark,Women,25 years,Persons of Danish origin,2011Q1,25368
All Denmark,Women,25 years,Persons of Danish origin,2012Q1,25753
All Denmark,Women,25 years,Persons of Danish origin,2013Q1,25843
All Denmark,Women,25 years,Persons of Danish origin,2014Q1,27103
All Denmark,Women,25 years,Persons of Danish origin,2015Q1,28359
All Denmark,Women,25 years,Persons of Danish origin,2016Q1,29132
All Denmark,Women,25 years,Persons of Danish origin,2017Q1,29502
All Denmark,Women,25 years,Persons of Danish origin,2018Q1,30757
All Denmark,Women,25 years,Persons of Danish origin,2019Q1,30545
All Denmark,Women,25 years,Persons of Danish origin,2020Q1,31715
All Denmark,Women,25 years,Persons of Danish origin,2021Q1,31440
All Denmark,Women,25 years,Immigrants from western countries,2010Q1,2375
All Denmark,Women,25 years,Immigrants from western countries,2011Q1,2581
All Denmark,Women,25 years,Immigrants from western countries,2012Q1,2806
All Denmark,Women,25 years,Immigrants from western countries,2013Q1,3066
All Denmark,Women,25 years,Immigrants from western countries,2014Q1,3405
All Denmark,Women,25 years,Immigrants from western countries,2015Q1,3357
All Denmark,Women,25 years,Immigrants from western countries,2016Q1,3706
All Denmark,Women,25 years,Immigrants from western countries,2017Q1,3771
All Denmark,Women,25 years,Immigrants from western countries,2018Q1,3744
All Denmark,Women,25 years,Immigrants from western countries,2019Q1,3752
All Denmark,Women,25 years,Immigrants from western countries,2020Q1,3654
All Denmark,Women,25 years,Immigrants from western countries,2021Q1,3475
All Denmark,Women,25 years,Immigrants from non-western countries,2010Q1,3062
All Denmark,Women,25 years,Immigrants from non-western countries,2011Q1,2996
All Denmark,Women,25 years,Immigrants from non-western countries,2012Q1,2976
All Denmark,Women,25 years,Immigrants from non-western countries,2013Q1,2934
All Denmark,Women,25 years,Immigrants from non-western countries,2014Q1,3004
All Denmark,Women,25 years,Immigrants from non-western countries,2015Q1,2981
All Denmark,Women,25 years,Immigrants from non-western countries,2016Q1,3314
All Denmark,Women,25 years,Immigrants from non-western countries,2017Q1,3180
All Denmark,Women,25 years,Immigrants from non-western countries,2018Q1,3141
All Denmark,Women,25 years,Immigrants from non-western countries,2019Q1,2972
All Denmark,Women,25 years,Immigrants from non-western countries,2020Q1,3011
All Denmark,Women,25 years,Immigrants from non-western countries,2021Q1,2712
All Denmark,Women,25 years,Descendants from western countries,2010Q1,102
All Denmark,Women,25 years,Descendants from western countries,2011Q1,101
All Denmark,Women,25 years,Descendants from western countries,2012Q1,99
All Denmark,Women,25 years,Descendants from western countries,2013Q1,133
All Denmark,Women,25 years,Descendants from western countries,2014Q1,128
All Denmark,Women,25 years,Descendants from western countries,2015Q1,131
All Denmark,Women,25 years,Descendants from western countries,2016Q1,163
All Denmark,Women,25 years,Descendants from western countries,2017Q1,151
All Denmark,Women,25 years,Descendants from western countries,2018Q1,155
All Denmark,Women,25 years,Descendants from western countries,2019Q1,167
All Denmark,Women,25 years,Descendants from western countries,2020Q1,175
All Denmark,Women,25 years,Descendants from western countries,2021Q1,157
All Denmark,Women,25 years,Descendants from non-western countries,2010Q1,535
All Denmark,Women,25 years,Descendants from non-western countries,2011Q1,646
All Denmark,Women,25 years,Descendants from non-western countries,2012Q1,787
All Denmark,Women,25 years,Descendants from non-western countries,2013Q1,950
All Denmark,Women,25 years,Descendants from non-western countries,2014Q1,1011
All Denmark,Women,25 years,Descendants from non-western countries,2015Q1,1167
All Denmark,Women,25 years,Descendants from non-western countries,2016Q1,1241
All Denmark,Women,25 years,Descendants from non-western countries,2017Q1,1492
All Denmark,Women,25 years,Descendants from non-western countries,2018Q1,1679
All Denmark,Women,25 years,Descendants from non-western countries,2019Q1,1904
All Denmark,Women,25 years,Descendants from non-western countries,2020Q1,1955
All Denmark,Women,25 years,Descendants from non-western countries,2021Q1,2071
All Denmark,Women,26 years,Persons of Danish origin,2010Q1,23965
All Denmark,Women,26 years,Persons of Danish origin,2011Q1,24268
All Denmark,Women,26 years,Persons of Danish origin,2012Q1,25317
All Denmark,Women,26 years,Persons of Danish origin,2013Q1,25695
All Denmark,Women,26 years,Persons of Danish origin,2014Q1,25772
All Denmark,Women,26 years,Persons of Danish origin,2015Q1,27002
All Denmark,Women,26 years,Persons of Danish origin,2016Q1,28293
All Denmark,Women,26 years,Persons of Danish origin,2017Q1,29039
All Denmark,Women,26 years,Persons of Danish origin,2018Q1,29391
All Denmark,Women,26 years,Persons of Danish origin,2019Q1,30649
All Denmark,Women,26 years,Persons of Danish origin,2020Q1,30451
All Denmark,Women,26 years,Persons of Danish origin,2021Q1,31740
All Denmark,Women,26 years,Immigrants from western countries,2010Q1,2329
All Denmark,Women,26 years,Immigrants from western countries,2011Q1,2490
All Denmark,Women,26 years,Immigrants from western countries,2012Q1,2626
All Denmark,Women,26 years,Immigrants from western countries,2013Q1,2909
All Denmark,Women,26 years,Immigrants from western countries,2014Q1,3130
All Denmark,Women,26 years,Immigrants from western countries,2015Q1,3422
All Denmark,Women,26 years,Immigrants from western countries,2016Q1,3495
All Denmark,Women,26 years,Immigrants from western countries,2017Q1,3773
All Denmark,Women,26 years,Immigrants from western countries,2018Q1,3799
All Denmark,Women,26 years,Immigrants from western countries,2019Q1,3763
All Denmark,Women,26 years,Immigrants from western countries,2020Q1,3575
All Denmark,Women,26 years,Immigrants from western countries,2021Q1,3506
All Denmark,Women,26 years,Immigrants from non-western countries,2010Q1,3291
All Denmark,Women,26 years,Immigrants from non-western countries,2011Q1,3313
All Denmark,Women,26 years,Immigrants from non-western countries,2012Q1,3221
All Denmark,Women,26 years,Immigrants from non-western countries,2013Q1,3216
All Denmark,Women,26 years,Immigrants from non-western countries,2014Q1,3304
All Denmark,Women,26 years,Immigrants from non-western countries,2015Q1,3384
All Denmark,Women,26 years,Immigrants from non-western countries,2016Q1,3514
All Denmark,Women,26 years,Immigrants from non-western countries,2017Q1,3714
All Denmark,Women,26 years,Immigrants from non-western countries,2018Q1,3573
All Denmark,Women,26 years,Immigrants from non-western countries,2019Q1,3420
All Denmark,Women,26 years,Immigrants from non-western countries,2020Q1,3168
All Denmark,Women,26 years,Immigrants from non-western countries,2021Q1,3042
All Denmark,Women,26 years,Descendants from western countries,2010Q1,80
All Denmark,Women,26 years,Descendants from western countries,2011Q1,99
All Denmark,Women,26 years,Descendants from western countries,2012Q1,103
All Denmark,Women,26 years,Descendants from western countries,2013Q1,100
All Denmark,Women,26 years,Descendants from western countries,2014Q1,130
All Denmark,Women,26 years,Descendants from western countries,2015Q1,130
All Denmark,Women,26 years,Descendants from western countries,2016Q1,128
All Denmark,Women,26 years,Descendants from western countries,2017Q1,161
All Denmark,Women,26 years,Descendants from western countries,2018Q1,152
All Denmark,Women,26 years,Descendants from western countries,2019Q1,148
All Denmark,Women,26 years,Descendants from western countries,2020Q1,165
All Denmark,Women,26 years,Descendants from western countries,2021Q1,178
All Denmark,Women,26 years,Descendants from non-western countries,2010Q1,486
All Denmark,Women,26 years,Descendants from non-western countries,2011Q1,550
All Denmark,Women,26 years,Descendants from non-western countries,2012Q1,647
All Denmark,Women,26 years,Descendants from non-western countries,2013Q1,781
All Denmark,Women,26 years,Descendants from non-western countries,2014Q1,957
All Denmark,Women,26 years,Descendants from non-western countries,2015Q1,1016
All Denmark,Women,26 years,Descendants from non-western countries,2016Q1,1171
All Denmark,Women,26 years,Descendants from non-western countries,2017Q1,1239
All Denmark,Women,26 years,Descendants from non-western countries,2018Q1,1485
All Denmark,Women,26 years,Descendants from non-western countries,2019Q1,1676
All Denmark,Women,26 years,Descendants from non-western countries,2020Q1,1893
All Denmark,Women,26 years,Descendants from non-western countries,2021Q1,1948
All Denmark,Women,27 years,Persons of Danish origin,2010Q1,24652
All Denmark,Women,27 years,Persons of Danish origin,2011Q1,23916
All Denmark,Women,27 years,Persons of Danish origin,2012Q1,24213
All Denmark,Women,27 years,Persons of Danish origin,2013Q1,25278
All Denmark,Women,27 years,Persons of Danish origin,2014Q1,25613
All Denmark,Women,27 years,Persons of Danish origin,2015Q1,25756
All Denmark,Women,27 years,Persons of Danish origin,2016Q1,26949
All Denmark,Women,27 years,Persons of Danish origin,2017Q1,28227
All Denmark,Women,27 years,Persons of Danish origin,2018Q1,29005
All Denmark,Women,27 years,Persons of Danish origin,2019Q1,29353
All Denmark,Women,27 years,Persons of Danish origin,2020Q1,30526
All Denmark,Women,27 years,Persons of Danish origin,2021Q1,30446
All Denmark,Women,27 years,Immigrants from western countries,2010Q1,2076
All Denmark,Women,27 years,Immigrants from western countries,2011Q1,2436
All Denmark,Women,27 years,Immigrants from western countries,2012Q1,2535
All Denmark,Women,27 years,Immigrants from western countries,2013Q1,2677
All Denmark,Women,27 years,Immigrants from western countries,2014Q1,2970
All Denmark,Women,27 years,Immigrants from western countries,2015Q1,3107
All Denmark,Women,27 years,Immigrants from western countries,2016Q1,3527
All Denmark,Women,27 years,Immigrants from western countries,2017Q1,3566
All Denmark,Women,27 years,Immigrants from western countries,2018Q1,3753
All Denmark,Women,27 years,Immigrants from western countries,2019Q1,3706
All Denmark,Women,27 years,Immigrants from western countries,2020Q1,3622
All Denmark,Women,27 years,Immigrants from western countries,2021Q1,3432
All Denmark,Women,27 years,Immigrants from non-western countries,2010Q1,3319
All Denmark,Women,27 years,Immigrants from non-western countries,2011Q1,3560
All Denmark,Women,27 years,Immigrants from non-western countries,2012Q1,3499
All Denmark,Women,27 years,Immigrants from non-western countries,2013Q1,3441
All Denmark,Women,27 years,Immigrants from non-western countries,2014Q1,3483
All Denmark,Women,27 years,Immigrants from non-western countries,2015Q1,3623
All Denmark,Women,27 years,Immigrants from non-western countries,2016Q1,3820
All Denmark,Women,27 years,Immigrants from non-western countries,2017Q1,3926
All Denmark,Women,27 years,Immigrants from non-western countries,2018Q1,4095
All Denmark,Women,27 years,Immigrants from non-western countries,2019Q1,3895
All Denmark,Women,27 years,Immigrants from non-western countries,2020Q1,3644
All Denmark,Women,27 years,Immigrants from non-western countries,2021Q1,3207
All Denmark,Women,27 years,Descendants from western countries,2010Q1,89
All Denmark,Women,27 years,Descendants from western countries,2011Q1,87
All Denmark,Women,27 years,Descendants from western countries,2012Q1,105
All Denmark,Women,27 years,Descendants from western countries,2013Q1,107
All Denmark,Women,27 years,Descendants from western countries,2014Q1,104
All Denmark,Women,27 years,Descendants from western countries,2015Q1,127
All Denmark,Women,27 years,Descendants from western countries,2016Q1,131
All Denmark,Women,27 years,Descendants from western countries,2017Q1,124
All Denmark,Women,27 years,Descendants from western countries,2018Q1,157
All Denmark,Women,27 years,Descendants from western countries,2019Q1,157
All Denmark,Women,27 years,Descendants from western countries,2020Q1,147
All Denmark,Women,27 years,Descendants from western countries,2021Q1,164
All Denmark,Women,27 years,Descendants from non-western countries,2010Q1,522
All Denmark,Women,27 years,Descendants from non-western countries,2011Q1,494
All Denmark,Women,27 years,Descendants from non-western countries,2012Q1,552
All Denmark,Women,27 years,Descendants from non-western countries,2013Q1,649
All Denmark,Women,27 years,Descendants from non-western countries,2014Q1,785
All Denmark,Women,27 years,Descendants from non-western countries,2015Q1,951
All Denmark,Women,27 years,Descendants from non-western countries,2016Q1,1017
All Denmark,Women,27 years,Descendants from non-western countries,2017Q1,1160
All Denmark,Women,27 years,Descendants from non-western countries,2018Q1,1240
All Denmark,Women,27 years,Descendants from non-western countries,2019Q1,1488
All Denmark,Women,27 years,Descendants from non-western countries,2020Q1,1672
All Denmark,Women,27 years,Descendants from non-western countries,2021Q1,1886
All Denmark,Women,28 years,Persons of Danish origin,2010Q1,24822
All Denmark,Women,28 years,Persons of Danish origin,2011Q1,24620
All Denmark,Women,28 years,Persons of Danish origin,2012Q1,23864
All Denmark,Women,28 years,Persons of Danish origin,2013Q1,24173
All Denmark,Women,28 years,Persons of Danish origin,2014Q1,25255
All Denmark,Women,28 years,Persons of Danish origin,2015Q1,25543
All Denmark,Women,28 years,Persons of Danish origin,2016Q1,25657
All Denmark,Women,28 years,Persons of Danish origin,2017Q1,26922
All Denmark,Women,28 years,Persons of Danish origin,2018Q1,28170
All Denmark,Women,28 years,Persons of Danish origin,2019Q1,28956
All Denmark,Women,28 years,Persons of Danish origin,2020Q1,29261
All Denmark,Women,28 years,Persons of Danish origin,2021Q1,30510
All Denmark,Women,28 years,Immigrants from western countries,2010Q1,2029
All Denmark,Women,28 years,Immigrants from western countries,2011Q1,2147
All Denmark,Women,28 years,Immigrants from western countries,2012Q1,2437
All Denmark,Women,28 years,Immigrants from western countries,2013Q1,2610
All Denmark,Women,28 years,Immigrants from western countries,2014Q1,2735
All Denmark,Women,28 years,Immigrants from western countries,2015Q1,2917
All Denmark,Women,28 years,Immigrants from western countries,2016Q1,3232
All Denmark,Women,28 years,Immigrants from western countries,2017Q1,3634
All Denmark,Women,28 years,Immigrants from western countries,2018Q1,3580
All Denmark,Women,28 years,Immigrants from western countries,2019Q1,3735
All Denmark,Women,28 years,Immigrants from western countries,2020Q1,3603
All Denmark,Women,28 years,Immigrants from western countries,2021Q1,3524
All Denmark,Women,28 years,Immigrants from non-western countries,2010Q1,3454
All Denmark,Women,28 years,Immigrants from non-western countries,2011Q1,3526
All Denmark,Women,28 years,Immigrants from non-western countries,2012Q1,3693
All Denmark,Women,28 years,Immigrants from non-western countries,2013Q1,3622
All Denmark,Women,28 years,Immigrants from non-western countries,2014Q1,3653
All Denmark,Women,28 years,Immigrants from non-western countries,2015Q1,3749
All Denmark,Women,28 years,Immigrants from non-western countries,2016Q1,4029
All Denmark,Women,28 years,Immigrants from non-western countries,2017Q1,4179
All Denmark,Women,28 years,Immigrants from non-western countries,2018Q1,4180
All Denmark,Women,28 years,Immigrants from non-western countries,2019Q1,4378
All Denmark,Women,28 years,Immigrants from non-western countries,2020Q1,4108
All Denmark,Women,28 years,Immigrants from non-western countries,2021Q1,3670
All Denmark,Women,28 years,Descendants from western countries,2010Q1,93
All Denmark,Women,28 years,Descendants from western countries,2011Q1,87
All Denmark,Women,28 years,Descendants from western countries,2012Q1,88
All Denmark,Women,28 years,Descendants from western countries,2013Q1,102
All Denmark,Women,28 years,Descendants from western countries,2014Q1,106
All Denmark,Women,28 years,Descendants from western countries,2015Q1,102
All Denmark,Women,28 years,Descendants from western countries,2016Q1,124
All Denmark,Women,28 years,Descendants from western countries,2017Q1,125
All Denmark,Women,28 years,Descendants from western countries,2018Q1,128
All Denmark,Women,28 years,Descendants from western countries,2019Q1,154
All Denmark,Women,28 years,Descendants from western countries,2020Q1,151
All Denmark,Women,28 years,Descendants from western countries,2021Q1,144
All Denmark,Women,28 years,Descendants from non-western countries,2010Q1,553
All Denmark,Women,28 years,Descendants from non-western countries,2011Q1,533
All Denmark,Women,28 years,Descendants from non-western countries,2012Q1,489
All Denmark,Women,28 years,Descendants from non-western countries,2013Q1,549
All Denmark,Women,28 years,Descendants from non-western countries,2014Q1,644
All Denmark,Women,28 years,Descendants from non-western countries,2015Q1,779
All Denmark,Women,28 years,Descendants from non-western countries,2016Q1,955
All Denmark,Women,28 years,Descendants from non-western countries,2017Q1,1009
All Denmark,Women,28 years,Descendants from non-western countries,2018Q1,1154
All Denmark,Women,28 years,Descendants from non-western countries,2019Q1,1246
All Denmark,Women,28 years,Descendants from non-western countries,2020Q1,1470
All Denmark,Women,28 years,Descendants from non-western countries,2021Q1,1672
All Denmark,Women,29 years,Persons of Danish origin,2010Q1,26696
All Denmark,Women,29 years,Persons of Danish origin,2011Q1,24814
All Denmark,Women,29 years,Persons of Danish origin,2012Q1,24559
All Denmark,Women,29 years,Persons of Danish origin,2013Q1,23798
All Denmark,Women,29 years,Persons of Danish origin,2014Q1,24121
All Denmark,Women,29 years,Persons of Danish origin,2015Q1,25191
All Denmark,Women,29 years,Persons of Danish origin,2016Q1,25511
All Denmark,Women,29 years,Persons of Danish origin,2017Q1,25639
All Denmark,Women,29 years,Persons of Danish origin,2018Q1,26877
All Denmark,Women,29 years,Persons of Danish origin,2019Q1,28103
All Denmark,Women,29 years,Persons of Danish origin,2020Q1,28881
All Denmark,Women,29 years,Persons of Danish origin,2021Q1,29292
All Denmark,Women,29 years,Immigrants from western countries,2010Q1,2002
All Denmark,Women,29 years,Immigrants from western countries,2011Q1,2089
All Denmark,Women,29 years,Immigrants from western countries,2012Q1,2170
All Denmark,Women,29 years,Immigrants from western countries,2013Q1,2501
All Denmark,Women,29 years,Immigrants from western countries,2014Q1,2657
All Denmark,Women,29 years,Immigrants from western countries,2015Q1,2771
All Denmark,Women,29 years,Immigrants from western countries,2016Q1,3019
All Denmark,Women,29 years,Immigrants from western countries,2017Q1,3249
All Denmark,Women,29 years,Immigrants from western countries,2018Q1,3622
All Denmark,Women,29 years,Immigrants from western countries,2019Q1,3574
All Denmark,Women,29 years,Immigrants from western countries,2020Q1,3623
All Denmark,Women,29 years,Immigrants from western countries,2021Q1,3528
All Denmark,Women,29 years,Immigrants from non-western countries,2010Q1,3500
All Denmark,Women,29 years,Immigrants from non-western countries,2011Q1,3631
All Denmark,Women,29 years,Immigrants from non-western countries,2012Q1,3605
All Denmark,Women,29 years,Immigrants from non-western countries,2013Q1,3767
All Denmark,Women,29 years,Immigrants from non-western countries,2014Q1,3789
All Denmark,Women,29 years,Immigrants from non-western countries,2015Q1,3886
All Denmark,Women,29 years,Immigrants from non-western countries,2016Q1,4099
All Denmark,Women,29 years,Immigrants from non-western countries,2017Q1,4273
All Denmark,Women,29 years,Immigrants from non-western countries,2018Q1,4458
All Denmark,Women,29 years,Immigrants from non-western countries,2019Q1,4428
All Denmark,Women,29 years,Immigrants from non-western countries,2020Q1,4535
All Denmark,Women,29 years,Immigrants from non-western countries,2021Q1,4063
All Denmark,Women,29 years,Descendants from western countries,2010Q1,91
All Denmark,Women,29 years,Descendants from western countries,2011Q1,95
All Denmark,Women,29 years,Descendants from western countries,2012Q1,87
All Denmark,Women,29 years,Descendants from western countries,2013Q1,86
All Denmark,Women,29 years,Descendants from western countries,2014Q1,95
All Denmark,Women,29 years,Descendants from western countries,2015Q1,99
All Denmark,Women,29 years,Descendants from western countries,2016Q1,101
All Denmark,Women,29 years,Descendants from western countries,2017Q1,122
All Denmark,Women,29 years,Descendants from western countries,2018Q1,123
All Denmark,Women,29 years,Descendants from western countries,2019Q1,129
All Denmark,Women,29 years,Descendants from western countries,2020Q1,149
All Denmark,Women,29 years,Descendants from western countries,2021Q1,151
All Denmark,Women,29 years,Descendants from non-western countries,2010Q1,556
All Denmark,Women,29 years,Descendants from non-western countries,2011Q1,553
All Denmark,Women,29 years,Descendants from non-western countries,2012Q1,532
All Denmark,Women,29 years,Descendants from non-western countries,2013Q1,488
All Denmark,Women,29 years,Descendants from non-western countries,2014Q1,554
All Denmark,Women,29 years,Descendants from non-western countries,2015Q1,647
All Denmark,Women,29 years,Descendants from non-western countries,2016Q1,783
All Denmark,Women,29 years,Descendants from non-western countries,2017Q1,958
All Denmark,Women,29 years,Descendants from non-western countries,2018Q1,1013
All Denmark,Women,29 years,Descendants from non-western countries,2019Q1,1160
All Denmark,Women,29 years,Descendants from non-western countries,2020Q1,1248
All Denmark,Women,29 years,Descendants from non-western countries,2021Q1,1474
All Denmark,Women,30 years,Persons of Danish origin,2010Q1,27630
All Denmark,Women,30 years,Persons of Danish origin,2011Q1,26686
All Denmark,Women,30 years,Persons of Danish origin,2012Q1,24752
All Denmark,Women,30 years,Persons of Danish origin,2013Q1,24493
All Denmark,Women,30 years,Persons of Danish origin,2014Q1,23757
All Denmark,Women,30 years,Persons of Danish origin,2015Q1,24083
All Denmark,Women,30 years,Persons of Danish origin,2016Q1,25171
All Denmark,Women,30 years,Persons of Danish origin,2017Q1,25456
All Denmark,Women,30 years,Persons of Danish origin,2018Q1,25625
All Denmark,Women,30 years,Persons of Danish origin,2019Q1,26853
All Denmark,Women,30 years,Persons of Danish origin,2020Q1,28075
All Denmark,Women,30 years,Persons of Danish origin,2021Q1,28888
All Denmark,Women,30 years,Immigrants from western countries,2010Q1,1942
All Denmark,Women,30 years,Immigrants from western countries,2011Q1,2064
All Denmark,Women,30 years,Immigrants from western countries,2012Q1,2082
All Denmark,Women,30 years,Immigrants from western countries,2013Q1,2233
All Denmark,Women,30 years,Immigrants from western countries,2014Q1,2568
All Denmark,Women,30 years,Immigrants from western countries,2015Q1,2674
All Denmark,Women,30 years,Immigrants from western countries,2016Q1,2853
All Denmark,Women,30 years,Immigrants from western countries,2017Q1,3100
All Denmark,Women,30 years,Immigrants from western countries,2018Q1,3276
All Denmark,Women,30 years,Immigrants from western countries,2019Q1,3605
All Denmark,Women,30 years,Immigrants from western countries,2020Q1,3498
All Denmark,Women,30 years,Immigrants from western countries,2021Q1,3570
All Denmark,Women,30 years,Immigrants from non-western countries,2010Q1,3319
All Denmark,Women,30 years,Immigrants from non-western countries,2011Q1,3566
All Denmark,Women,30 years,Immigrants from non-western countries,2012Q1,3617
All Denmark,Women,30 years,Immigrants from non-western countries,2013Q1,3631
All Denmark,Women,30 years,Immigrants from non-western countries,2014Q1,3877
All Denmark,Women,30 years,Immigrants from non-western countries,2015Q1,3922
All Denmark,Women,30 years,Immigrants from non-western countries,2016Q1,4197
All Denmark,Women,30 years,Immigrants from non-western countries,2017Q1,4359
All Denmark,Women,30 years,Immigrants from non-western countries,2018Q1,4456
All Denmark,Women,30 years,Immigrants from non-western countries,2019Q1,4574
All Denmark,Women,30 years,Immigrants from non-western countries,2020Q1,4533
All Denmark,Women,30 years,Immigrants from non-western countries,2021Q1,4480
All Denmark,Women,30 years,Descendants from western countries,2010Q1,78
All Denmark,Women,30 years,Descendants from western countries,2011Q1,93
All Denmark,Women,30 years,Descendants from western countries,2012Q1,94
All Denmark,Women,30 years,Descendants from western countries,2013Q1,84
All Denmark,Women,30 years,Descendants from western countries,2014Q1,81
All Denmark,Women,30 years,Descendants from western countries,2015Q1,94
All Denmark,Women,30 years,Descendants from western countries,2016Q1,100
All Denmark,Women,30 years,Descendants from western countries,2017Q1,96
All Denmark,Women,30 years,Descendants from western countries,2018Q1,123
All Denmark,Women,30 years,Descendants from western countries,2019Q1,126
All Denmark,Women,30 years,Descendants from western countries,2020Q1,129
All Denmark,Women,30 years,Descendants from western countries,2021Q1,151
All Denmark,Women,30 years,Descendants from non-western countries,2010Q1,480
All Denmark,Women,30 years,Descendants from non-western countries,2011Q1,557
All Denmark,Women,30 years,Descendants from non-western countries,2012Q1,553
All Denmark,Women,30 years,Descendants from non-western countries,2013Q1,528
All Denmark,Women,30 years,Descendants from non-western countries,2014Q1,482
All Denmark,Women,30 years,Descendants from non-western countries,2015Q1,552
All Denmark,Women,30 years,Descendants from non-western countries,2016Q1,645
All Denmark,Women,30 years,Descendants from non-western countries,2017Q1,781
All Denmark,Women,30 years,Descendants from non-western countries,2018Q1,954
All Denmark,Women,30 years,Descendants from non-western countries,2019Q1,1012
All Denmark,Women,30 years,Descendants from non-western countries,2020Q1,1158
All Denmark,Women,30 years,Descendants from non-western countries,2021Q1,1245
All Denmark,Women,31 years,Persons of Danish origin,2010Q1,28727
All Denmark,Women,31 years,Persons of Danish origin,2011Q1,27573
All Denmark,Women,31 years,Persons of Danish origin,2012Q1,26661
All Denmark,Women,31 years,Persons of Danish origin,2013Q1,24742
All Denmark,Women,31 years,Persons of Danish origin,2014Q1,24485
All Denmark,Women,31 years,Persons of Danish origin,2015Q1,23741
All Denmark,Women,31 years,Persons of Danish origin,2016Q1,24072
All Denmark,Women,31 years,Persons of Danish origin,2017Q1,25154
All Denmark,Women,31 years,Persons of Danish origin,2018Q1,25447
All Denmark,Women,31 years,Persons of Danish origin,2019Q1,25616
All Denmark,Women,31 years,Persons of Danish origin,2020Q1,26831
All Denmark,Women,31 years,Persons of Danish origin,2021Q1,28091
All Denmark,Women,31 years,Immigrants from western countries,2010Q1,1701
All Denmark,Women,31 years,Immigrants from western countries,2011Q1,1997
All Denmark,Women,31 years,Immigrants from western countries,2012Q1,2126
All Denmark,Women,31 years,Immigrants from western countries,2013Q1,2131
All Denmark,Women,31 years,Immigrants from western countries,2014Q1,2265
All Denmark,Women,31 years,Immigrants from western countries,2015Q1,2592
All Denmark,Women,31 years,Immigrants from western countries,2016Q1,2729
All Denmark,Women,31 years,Immigrants from western countries,2017Q1,2888
All Denmark,Women,31 years,Immigrants from western countries,2018Q1,3097
All Denmark,Women,31 years,Immigrants from western countries,2019Q1,3300
All Denmark,Women,31 years,Immigrants from western countries,2020Q1,3507
All Denmark,Women,31 years,Immigrants from western countries,2021Q1,3465
All Denmark,Women,31 years,Immigrants from non-western countries,2010Q1,3427
All Denmark,Women,31 years,Immigrants from non-western countries,2011Q1,3393
All Denmark,Women,31 years,Immigrants from non-western countries,2012Q1,3584
All Denmark,Women,31 years,Immigrants from non-western countries,2013Q1,3598
All Denmark,Women,31 years,Immigrants from non-western countries,2014Q1,3739
All Denmark,Women,31 years,Immigrants from non-western countries,2015Q1,4022
All Denmark,Women,31 years,Immigrants from non-western countries,2016Q1,4231
All Denmark,Women,31 years,Immigrants from non-western countries,2017Q1,4463
All Denmark,Women,31 years,Immigrants from non-western countries,2018Q1,4460
All Denmark,Women,31 years,Immigrants from non-western countries,2019Q1,4520
All Denmark,Women,31 years,Immigrants from non-western countries,2020Q1,4591
All Denmark,Women,31 years,Immigrants from non-western countries,2021Q1,4492
All Denmark,Women,31 years,Descendants from western countries,2010Q1,84
All Denmark,Women,31 years,Descendants from western countries,2011Q1,81
All Denmark,Women,31 years,Descendants from western countries,2012Q1,91
All Denmark,Women,31 years,Descendants from western countries,2013Q1,94
All Denmark,Women,31 years,Descendants from western countries,2014Q1,82
All Denmark,Women,31 years,Descendants from western countries,2015Q1,81
All Denmark,Women,31 years,Descendants from western countries,2016Q1,94
All Denmark,Women,31 years,Descendants from western countries,2017Q1,98
All Denmark,Women,31 years,Descendants from western countries,2018Q1,96
All Denmark,Women,31 years,Descendants from western countries,2019Q1,118
All Denmark,Women,31 years,Descendants from western countries,2020Q1,123
All Denmark,Women,31 years,Descendants from western countries,2021Q1,130
All Denmark,Women,31 years,Descendants from non-western countries,2010Q1,468
All Denmark,Women,31 years,Descendants from non-western countries,2011Q1,483
All Denmark,Women,31 years,Descendants from non-western countries,2012Q1,569
All Denmark,Women,31 years,Descendants from non-western countries,2013Q1,556
All Denmark,Women,31 years,Descendants from non-western countries,2014Q1,521
All Denmark,Women,31 years,Descendants from non-western countries,2015Q1,486
All Denmark,Women,31 years,Descendants from non-western countries,2016Q1,552
All Denmark,Women,31 years,Descendants from non-western countries,2017Q1,638
All Denmark,Women,31 years,Descendants from non-western countries,2018Q1,779
All Denmark,Women,31 years,Descendants from non-western countries,2019Q1,950
All Denmark,Women,31 years,Descendants from non-western countries,2020Q1,1004
All Denmark,Women,31 years,Descendants from non-western countries,2021Q1,1158
All Denmark,Women,32 years,Persons of Danish origin,2010Q1,28788
All Denmark,Women,32 years,Persons of Danish origin,2011Q1,28665
All Denmark,Women,32 years,Persons of Danish origin,2012Q1,27538
All Denmark,Women,32 years,Persons of Danish origin,2013Q1,26623
All Denmark,Women,32 years,Persons of Danish origin,2014Q1,24705
All Denmark,Women,32 years,Persons of Danish origin,2015Q1,24447
All Denmark,Women,32 years,Persons of Danish origin,2016Q1,23735
All Denmark,Women,32 years,Persons of Danish origin,2017Q1,24053
All Denmark,Women,32 years,Persons of Danish origin,2018Q1,25138
All Denmark,Women,32 years,Persons of Danish origin,2019Q1,25462
All Denmark,Women,32 years,Persons of Danish origin,2020Q1,25601
All Denmark,Women,32 years,Persons of Danish origin,2021Q1,26849
