poll,date,panel,url,question,statement,panelist,institution,vote,confidence,comment
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Hélène Rey,London Business School,Did Not Answer,,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Antoinette Schoar,MIT,Strongly Agree,9,"William Kerr, U.S. High-Skilled Immigration, Innovation, and Entrepreneurship, NBER Working Paper No. 19337"
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",John Van Reenen,LSE,Strongly Agree,7,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",John Vickers,Oxford,Agree,5,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Hans-Joachim Voth,University of Zurich,Strongly Agree,9,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Beatrice Weder di Mauro,"The Graduate Institute, Geneva",Strongly Agree,8,Many students and researchers are no longer interested in going  to the US
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Karl Whelan,University College Dublin,Did Not Answer,,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Charles Wyplosz,The Graduate Institute Geneva,Did Not Answer,,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Fabrizio Zilibotti,Yale University,Did Not Answer,,
Immigration and Government Budgets,"November 7, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-government-budgets/,A,People who migrated to Europe between 2015 and 2018 are likely — over the next two decades — to contribute more in taxes paid than they receive in benefits and public services.,Franklin Allen,Imperial College London,Agree,6,I'm not well informed about the demographics of all EU immigrants in the time period considered. Usually immigrants provide net benefits.
Immigration and Government Budgets,"November 7, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-government-budgets/,A,People who migrated to Europe between 2015 and 2018 are likely — over the next two decades — to contribute more in taxes paid than they receive in benefits and public services.,Pol Antras,Harvard,Agree,7,"Though for some countries (such as Sweden) it is a bit less obvious than for others, especially if migrants do not integrate well."
Immigration and Government Budgets,"November 7, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-government-budgets/,A,People who migrated to Europe between 2015 and 2018 are likely — over the next two decades — to contribute more in taxes paid than they receive in benefits and public services.,Agnès Bénassy-Quéré,Paris School of Economics,Agree,5,A bit less sure for refugees than for economic migrants
Immigration and Government Budgets,"November 7, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-government-budgets/,A,People who migrated to Europe between 2015 and 2018 are likely — over the next two decades — to contribute more in taxes paid than they receive in benefits and public services.,Timothy J. Besley,LSE,Did Not Answer,,
Immigration and Government Budgets,"November 7, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-government-budgets/,A,People who migrated to Europe between 2015 and 2018 are likely — over the next two decades — to contribute more in taxes paid than they receive in benefits and public services.,Olivier Blanchard,Peterson Institute,Uncertain,2,"Past may not be a good predictor.  Depends on the composition, about which I know too little."
Immigration and Government Budgets,"November 7, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-government-budgets/,A,People who migrated to Europe between 2015 and 2018 are likely — over the next two decades — to contribute more in taxes paid than they receive in benefits and public services.,Nicholas Bloom,Stanford,Uncertain,7,
Immigration and Government Budgets,"November 7, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-government-budgets/,A,People who migrated to Europe between 2015 and 2018 are likely — over the next two decades — to contribute more in taxes paid than they receive in benefits and public services.,Richard William Blundell,University College London,Agree,7,Typically younger adults and some with a relatively good educational background.
Immigration and Government Budgets,"November 7, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-government-budgets/,A,People who migrated to Europe between 2015 and 2018 are likely — over the next two decades — to contribute more in taxes paid than they receive in benefits and public services.,Elena Carletti,Bocconi,Did Not Answer,,
Immigration and Government Budgets,"November 7, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-government-budgets/,A,People who migrated to Europe between 2015 and 2018 are likely — over the next two decades — to contribute more in taxes paid than they receive in benefits and public services.,Jean-Pierre Danthine,Paris School of Economics,Agree,3,To guarantee this outcome the States should invest generously in training and integrating the least qualified immigrants (refugees)
Immigration and Government Budgets,"November 7, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-government-budgets/,A,People who migrated to Europe between 2015 and 2018 are likely — over the next two decades — to contribute more in taxes paid than they receive in benefits and public services.,Paul De Grauwe,LSE,Did Not Answer,,
Immigration and Government Budgets,"November 7, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-government-budgets/,A,People who migrated to Europe between 2015 and 2018 are likely — over the next two decades — to contribute more in taxes paid than they receive in benefits and public services.,Jan Eeckhout,UPF Barcelona,Strongly Agree,8,
Immigration and Government Budgets,"November 7, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-government-budgets/,A,People who migrated to Europe between 2015 and 2018 are likely — over the next two decades — to contribute more in taxes paid than they receive in benefits and public services.,Ernst Fehr,Universität Zurich,Did Not Answer,,
Immigration and Government Budgets,"November 7, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-government-budgets/,A,People who migrated to Europe between 2015 and 2018 are likely — over the next two decades — to contribute more in taxes paid than they receive in benefits and public services.,Xavier Freixas,Barcelona GSE,Did Not Answer,,
