poll,date,panel,url,question,statement,panelist,institution,vote,confidence,comment
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Austan Goolsbee,Chicago,Agree,3,
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Michael Greenstone,University of Chicago,Uncertain,4,These decisions involve much more than economics
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Robert Hall,Stanford,Uncertain,3,"The proposition is ambiguous whether it refers to the pre-immigration citizens, who may be indifferent, or the immigrants, who gain a lot."
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Oliver Hart,Harvard,Uncertain,5,Refugees may provide labor that Germans can benefit from. But welfare transfers from Germans may be required. The net effect is ambiguous.
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Bengt Holmström,MIT,Agree,4,
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Caroline Hoxby,Stanford,Did Not Answer,,
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Hilary Hoynes,Berkeley,Uncertain,9,
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Kenneth Judd,Stanford,Uncertain,6,"The generous German welfare state will be burdened by the costs of absorbing these immigrants. E.g., they do not speak German."
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Steven Kaplan,Chicago Booth,Uncertain,7,
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Anil Kashyap,Chicago Booth,Agree,1,"low skills and lack of language will make assimilation challenging, but by the end of the decade they will probably be net contributors"
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Pete Klenow,Stanford,Uncertain,5,
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Jonathan Levin,Stanford,Did Not Answer,,
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Eric Maskin,Harvard,Did Not Answer,,
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,William Nordhaus,Yale,Uncertain,5,"Impacts probably small, it sign unclear on pre-arrival residents."
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Emmanuel Saez,Berkeley,Agree,4,
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Larry Samuelson,Yale,Uncertain,1,"Europe is aging, and so an influx of young people is potentially valuable, but much depends on how effectively they are integrated."
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,José Scheinkman,Columbia University,Did Not Answer,,
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Richard Schmalensee,MIT,Disagree,3,
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Carl Shapiro,Berkeley,Did Not Answer,,
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Robert Shimer,University of Chicago,Uncertain,1,"There are good arguments for admitting refugees, but I haven't seen evidence for this one in this case"
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Richard Thaler,Chicago Booth,Agree,5,Seems most likely outcome.
Refugees in Germany,"October 12, 2017",US,https://kentclarkcenter.org/surveys/refugees-in-germany-2/,A,The influx of refugees into Germany beginning in the summer of 2015 will generate net economic benefits for German citizens over the succeeding decade.,Christopher Udry,Northwestern,Agree,7,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Daron Acemoglu,MIT,Agree,7,"The US has become not just less open to immigrants, but less open full stop.  It's bad news for innovation & for the future of institutions."
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Alberto Alesina,Harvard,Disagree,6,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Joseph Altonji,Yale,Agree,10,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Alan Auerbach,Berkeley,Agree,3,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",David Autor,MIT,Did Not Answer,,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Katherine Baicker,University of Chicago,Agree,1,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Abhijit Banerjee,MIT,No Opinion,,"Very little credible is known about migration and innovation. I tend to believe it, but unlike with most IGM questions, it is just intuition"
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Marianne Bertrand,Chicago,Strongly Agree,7,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Markus Brunnermeier,Princeton,Agree,7,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Raj Chetty,Harvard,Agree,4,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Judith Chevalier,Yale,Did Not Answer,,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",David Cutler,Harvard,Agree,8,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Angus Deaton,Princeton,Strongly Agree,8,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Darrell Duffie,Stanford,Strongly Agree,1,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Aaron Edlin,Berkeley,Strongly Agree,10,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Barry Eichengreen,Berkeley,Agree,6,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Liran Einav,Stanford,Agree,2,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Ray Fair,Yale,Agree,4,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Amy Finkelstein,MIT,Did Not Answer,,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Pinelopi Goldberg,Yale,Uncertain,5,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Austan Goolsbee,Chicago,Strongly Agree,8,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Michael Greenstone,University of Chicago,Agree,4,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Robert Hall,Stanford,Uncertain,5,The US remains the most attractive place for innovators. No change in appeal for foreigners. But possibly harder for them to enter.
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Oliver Hart,Harvard,Agree,8,Immigrants contribute disproportionately to innovation. Racism in the U.S. may well deter immigrants but U.K. less hospitable too.
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Bengt Holmström,MIT,Strongly Agree,8,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Caroline Hoxby,Stanford,Uncertain,10,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Hilary Hoynes,Berkeley,Agree,9,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Kenneth Judd,Stanford,Strongly Agree,8,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Steven Kaplan,Chicago Booth,Uncertain,8,"Appeal is still very high.  However, ability to attract talented immigrants has declined because of misguided implementation."
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Anil Kashyap,Chicago Booth,Agree,1,"certainly we will reduce immigrants and that will reduce all kinds of activity, though magnitudes are hard to know."
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Pete Klenow,Stanford,Strongly Agree,7,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Jonathan Levin,Stanford,Uncertain,4,"The rhetoric is awful and the policy environment is toxic, but the US still offers extraordinary opportunity."
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Eric Maskin,Harvard,Agree,7,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",William Nordhaus,Yale,Agree,3,Long causal chain and probably very small effect.
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Emmanuel Saez,Berkeley,Agree,3,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Larry Samuelson,Yale,Agree,6,"A great asset of the US, though lately diminished, has been the ability to attract the best minds from throughout the world."
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",José Scheinkman,Columbia University,Strongly Agree,5,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Richard Schmalensee,MIT,Agree,2,"If the number of immigrants is constant, loss of appeal means fewer who can choose their destination, so perhaps a less innovative mix."
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Carl Shapiro,Berkeley,Strongly Agree,8,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Robert Shimer,University of Chicago,Agree,7,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",James Stock,Harvard,Uncertain,2,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Richard Thaler,Chicago Booth,Agree,5,
Immigration and Innovation,"January 17, 2018",US,https://kentclarkcenter.org/surveys/immigration/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Christopher Udry,Northwestern,Did Not Answer,,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Philippe Aghion,Harvard,Did Not Answer,,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Franklin Allen,Imperial College London,Agree,8,Trump's election has put off many creative people who might otherwise be interested in moving to the US.
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Pol Antras,Harvard,Strongly Agree,8,The role of immigrants in U.S. innovation has been and continues to be very important. A decline in immigration will harm U.S. innovation.
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Agnès Bénassy-Quéré,Paris School of Economics,Agree,6,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Timothy J. Besley,LSE,Did Not Answer,,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Olivier Blanchard,Peterson Institute,Agree,4,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Nicholas Bloom,Stanford,Agree,7,"Blocking Iranians has been very costly for Silicon Valley - there are many Iranian scientists, engineers and VC funders."
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Richard William Blundell,University College London,Did Not Answer,,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Elena Carletti,Bocconi,No Opinion,,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Jean-Pierre Danthine,Paris School of Economics,Agree,3,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Paul De Grauwe,LSE,Agree,8,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Jan Eeckhout,UPF Barcelona,Agree,7,"Migration is disproportionately by high and low skilled, less by middle skilled. Less entry of high skilled might stifle innovation."
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Ernst Fehr,Universität Zurich,Did Not Answer,,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Xavier Freixas,Barcelona GSE,Did Not Answer,,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Nicola Fuchs-Schündeln,Goethe-Universität Frankfurt,Did Not Answer,,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Jordi Galí,Barcelona GSE,No Opinion,,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Luis Garicano,LSE,Did Not Answer,,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Francesco Giavazzi,Bocconi,Disagree,5,on average really motivated people will still be able to get there
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Rachel Griffith,University of Manchester,Agree,6,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Veronica Guerrieri,Chicago Booth,Agree,6,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Luigi Guiso,Einaudi Institute for Economics and Finance,Strongly Agree,10,empirical evidence shows that immigrants are among the most successful US entrepreneurs
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Patrick Honohan,Trinity College Dublin,Agree,3,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Botond Kőszegi,Central European University,No Opinion,,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Henrik Kleven,Princeton,Did Not Answer,,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Jan Pieter Krahnen,Goethe University Frankfurt,Agree,7,"I know a few excellent students who in earlier years would have applied for a top US school, and who now prefer to stay in Europe."
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Per Krusell,Stockholm University,Strongly Agree,5,President Trump is broadly disliked by highly educated people abroad and my GUESS is that these people think twice before moving to the U.S.
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Eliana La Ferrara,Harvard Kennedy,Agree,5,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Christian Leuz,Chicago Booth,Agree,7,"Will have neg impact on US human capital, which has tight link to innovation. Magnitude less clear. Impact seen in applications for MBA prgs"
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Costas Meghir,Yale,Did Not Answer,,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Peter Neary,Oxford,Agree,8,Hostility to immigrants deters newcomers. Mainland European and Asian countries are seeking to benefit from this.
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Kevin O'Rourke,Oxford,Agree,3,Trump's America is not appealing. On the other hand whether you want to go there or not depends on what your alternative is. Which varies.
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Marco Pagano,Università di Napoli Federico II,Strongly Agree,6,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Lubos Pastor,Chicago Booth,Agree,5,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Torsten Persson,Stockholm University,Agree,8,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Christopher Pissarides,London School of Economics and Political Science,Did Not Answer,,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Richard Portes,London Business School,Agree,8,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Canice Prendergast,Chicago Booth,Agree,8,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Lucrezia Reichlin,London Business School,Strongly Disagree,9,
Immigration and Innovation,"January 25, 2018",European,https://kentclarkcenter.org/surveys/immigration-and-innovation/,A,"Over the past two years, all else equal, the appeal of the US as a destination for immigrants has changed in ways that will likely decrease innovation in the US economy.",Rafael Repullo,CEMFI,Agree,8,
