item,family,label,group,n,mean,se
coneduc_mean,A1 institutional confidence,"coneduc: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ no HS,1077,2.123987005624351,0.026674203693518115
conbus_great,A1 institutional confidence,conbus: share 'a great deal' of confidence,Mex G1,601,0.15019550961194142,0.017296453886508117
conbus_great,A1 institutional confidence,conbus: share 'a great deal' of confidence,Mex G2,433,0.1427588694115407,0.02050686130043848
conbus_great,A1 institutional confidence,conbus: share 'a great deal' of confidence,Mex G3+,494,0.17480944445039004,0.01978536144471819
conbus_great,A1 institutional confidence,conbus: share 'a great deal' of confidence,Hisp G1,1168,0.15179784109795696,0.01241871955315313
conbus_great,A1 institutional confidence,conbus: share 'a great deal' of confidence,Hisp G2,666,0.1384654899880612,0.015943991866462556
conbus_great,A1 institutional confidence,conbus: share 'a great deal' of confidence,Hisp G3+,828,0.16824378339816848,0.015724837986081108
conbus_great,A1 institutional confidence,conbus: share 'a great deal' of confidence,Hisp all,2708,0.1533338117829675,0.008320329918562899
conbus_great,A1 institutional confidence,conbus: share 'a great deal' of confidence,NHWhite all,14784,0.18646476139322893,0.004039786053037314
conbus_great,A1 institutional confidence,conbus: share 'a great deal' of confidence,NHWhite G3+,13042,0.18170036540134551,0.004269470245858601
conbus_great,A1 institutional confidence,conbus: share 'a great deal' of confidence,White G3+ liberal,3428,0.1241775854296819,0.0071314644050046744
conbus_great,A1 institutional confidence,conbus: share 'a great deal' of confidence,White G3+ moderate,4462,0.171971345900357,0.006808903478674023
conbus_great,A1 institutional confidence,conbus: share 'a great deal' of confidence,White G3+ conservative,4842,0.22976938757218723,0.00752707688186439
conbus_great,A1 institutional confidence,conbus: share 'a great deal' of confidence,White G3+ no BA,8606,0.16357253153160367,0.004973543957638739
conbus_great,A1 institutional confidence,conbus: share 'a great deal' of confidence,White G3+ BA+,4425,0.2242210981418165,0.008228277035820115
conbus_great,A1 institutional confidence,conbus: share 'a great deal' of confidence,White G3+ no HS,1044,0.15214675342128664,0.013527375935165918
conbus_mean,A1 institutional confidence,"conbus: 3-point confidence mean (3=a great deal, 1=hardly any)",Mex G1,601,1.9393923158344515,0.02970523342701763
conbus_mean,A1 institutional confidence,"conbus: 3-point confidence mean (3=a great deal, 1=hardly any)",Mex G2,433,1.9402792549038181,0.034385684941475356
conbus_mean,A1 institutional confidence,"conbus: 3-point confidence mean (3=a great deal, 1=hardly any)",Mex G3+,494,1.9599472562489375,0.03330249183463257
conbus_mean,A1 institutional confidence,"conbus: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp G1,1168,1.9339989352531264,0.02071547242682979
conbus_mean,A1 institutional confidence,"conbus: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp G2,666,1.934540420652534,0.026813879652108564
conbus_mean,A1 institutional confidence,"conbus: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp G3+,828,1.9347461067517222,0.02794181056653996
conbus_mean,A1 institutional confidence,"conbus: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp all,2708,1.9328710591781775,0.014465423092598009
conbus_mean,A1 institutional confidence,"conbus: 3-point confidence mean (3=a great deal, 1=hardly any)",NHWhite all,14784,2.0065716332641457,0.006363281911440072
conbus_mean,A1 institutional confidence,"conbus: 3-point confidence mean (3=a great deal, 1=hardly any)",NHWhite G3+,13042,2.000080265995649,0.006665594775438442
conbus_mean,A1 institutional confidence,"conbus: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ liberal,3428,1.8726162736899314,0.01381754946532034
conbus_mean,A1 institutional confidence,"conbus: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ moderate,4462,2.007128271245963,0.01026828409866212
conbus_mean,A1 institutional confidence,"conbus: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ conservative,4842,2.081916235574069,0.010965984581953138
conbus_mean,A1 institutional confidence,"conbus: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ no BA,8606,1.9680132357325957,0.007727831261247931
conbus_mean,A1 institutional confidence,"conbus: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ BA+,4425,2.0753747345155387,0.01216876257726957
conbus_mean,A1 institutional confidence,"conbus: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ no HS,1044,1.9098488655511099,0.022722933554403066
confinan_great,A1 institutional confidence,confinan: share 'a great deal' of confidence,Mex G1,614,0.17225779673694674,0.018479811641051502
confinan_great,A1 institutional confidence,confinan: share 'a great deal' of confidence,Mex G2,444,0.1875530383775338,0.022796120229373638
confinan_great,A1 institutional confidence,confinan: share 'a great deal' of confidence,Mex G3+,492,0.18790742107125707,0.024494483021898095
confinan_great,A1 institutional confidence,confinan: share 'a great deal' of confidence,Hisp G1,1205,0.20831259089206694,0.01467889308894605
confinan_great,A1 institutional confidence,confinan: share 'a great deal' of confidence,Hisp G2,675,0.18987015277257807,0.01895518896345038
confinan_great,A1 institutional confidence,confinan: share 'a great deal' of confidence,Hisp G3+,827,0.18182289201674623,0.01857363245148089
confinan_great,A1 institutional confidence,confinan: share 'a great deal' of confidence,Hisp all,2753,0.19653203906433708,0.010096748251659028
confinan_great,A1 institutional confidence,confinan: share 'a great deal' of confidence,NHWhite all,14958,0.19447816797547768,0.004216420387539652
confinan_great,A1 institutional confidence,confinan: share 'a great deal' of confidence,NHWhite G3+,13183,0.19338245129273693,0.004432116148042941
confinan_great,A1 institutional confidence,confinan: share 'a great deal' of confidence,White G3+ liberal,3458,0.14512964964320993,0.007507816101068661
confinan_great,A1 institutional confidence,confinan: share 'a great deal' of confidence,White G3+ moderate,4510,0.20384993701722912,0.007780756846916761
confinan_great,A1 institutional confidence,confinan: share 'a great deal' of confidence,White G3+ conservative,4894,0.2156831132801438,0.007678171878179845
confinan_great,A1 institutional confidence,confinan: share 'a great deal' of confidence,White G3+ no BA,8719,0.19538836536259677,0.005425868989120971
confinan_great,A1 institutional confidence,confinan: share 'a great deal' of confidence,White G3+ BA+,4453,0.18830657794329583,0.007129036208127842
confinan_great,A1 institutional confidence,confinan: share 'a great deal' of confidence,White G3+ no HS,1064,0.23175491408681126,0.0171253473571055
confinan_mean,A1 institutional confidence,"confinan: 3-point confidence mean (3=a great deal, 1=hardly any)",Mex G1,614,1.9120245013208517,0.032968516868872366
confinan_mean,A1 institutional confidence,"confinan: 3-point confidence mean (3=a great deal, 1=hardly any)",Mex G2,444,1.9358587745103784,0.03776367240218316
confinan_mean,A1 institutional confidence,"confinan: 3-point confidence mean (3=a great deal, 1=hardly any)",Mex G3+,492,1.9299760105351458,0.04038870003507043
confinan_mean,A1 institutional confidence,"confinan: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp G1,1205,1.9662239058185644,0.02479541058026239
confinan_mean,A1 institutional confidence,"confinan: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp G2,675,1.9330063230891168,0.031092086946342173
confinan_mean,A1 institutional confidence,"confinan: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp G3+,827,1.8911350983107447,0.03199586505727256
confinan_mean,A1 institutional confidence,"confinan: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp all,2753,1.9404132775130523,0.016312547424432576
confinan_mean,A1 institutional confidence,"confinan: 3-point confidence mean (3=a great deal, 1=hardly any)",NHWhite all,14958,1.9554566379263278,0.007028977806615504
confinan_mean,A1 institutional confidence,"confinan: 3-point confidence mean (3=a great deal, 1=hardly any)",NHWhite G3+,13183,1.9584250927020452,0.007397881950843838
confinan_mean,A1 institutional confidence,"confinan: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ liberal,3458,1.8417792528260977,0.014433925837061814
confinan_mean,A1 institutional confidence,"confinan: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ moderate,4510,1.980683259510386,0.012398719921634724
confinan_mean,A1 institutional confidence,"confinan: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ conservative,4894,2.015585119173642,0.012161136514180545
confinan_mean,A1 institutional confidence,"confinan: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ no BA,8719,1.9521969586616708,0.009057433651127699
confinan_mean,A1 institutional confidence,"confinan: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ BA+,4453,1.9732304575893933,0.011709423777114735
confinan_mean,A1 institutional confidence,"confinan: 3-point confidence mean (3=a great deal, 1=hardly any)",White G3+ no HS,1064,1.9974139769296289,0.025780134249020474
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,Mex G1,603,0.24350103688046465,0.020292411703831413
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,Mex G2,434,0.20333617245070676,0.02598963001268733
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,Mex G3+,490,0.21341338922208422,0.0225575575479762
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,Hisp G1,1175,0.23729979761840989,0.014968208712202245
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,Hisp G2,665,0.187424747694054,0.01987153044816967
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,Hisp G3+,821,0.182414911477095,0.01729487778029711
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,Hisp all,2704,0.2120507365386866,0.009865194753452947
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,NHWhite all,14679,0.18998057381395947,0.004225995456150966
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,NHWhite G3+,12942,0.1909830671449738,0.0045209203898484394
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,White G3+ liberal,3418,0.1148032174655627,0.0071978808703681615
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,White G3+ moderate,4424,0.17881435528331138,0.007035737910339193
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,White G3+ conservative,4807,0.250849353675097,0.008093373713057846
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,White G3+ no BA,8525,0.19439263669255744,0.00545438870110162
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,White G3+ BA+,4406,0.18249977570646836,0.0072505359044699
conclerg_great,A1 institutional confidence,conclerg: share 'a great deal' of confidence,White G3+ no HS,1028,0.23088229241213762,0.01694262907917466
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",Mex G1,603,2.0035359768146854,0.03267328925378415
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",Mex G2,434,1.9230969144374879,0.04287654974087424
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",Mex G3+,490,1.910831735483907,0.041823806041562474
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp G1,1175,1.9775263942905736,0.02514332266720592
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp G2,665,1.8953480904800544,0.03329696587056941
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp G3+,821,1.8514757181897272,0.033842813796026314
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",Hisp all,2704,1.927730173323784,0.01741214815005024
conclerg_mean,A1 institutional confidence,"conclerg: 3-point confidence mean (3=a great deal, 1=hardly any)",NHWhite all,14679,1.9099187278555783,0.007603201203544709
