window,outcome,sample,weighted,method,instruments,controls,n,clusters,note,beta,se,ci_lo,ci_hi,fs_coef,fs_se,F_eff,F_robust,rf_coef,rf_se,ar_type,ar_lo,ar_hi,ar_pieces,J,J_p,beta_gmm
0717,admin_judicial_direct,all,True,2SLS,bartik+imm,lnpop0,3095,48,,0.83801,0.896672,-0.919467,2.59549,0.409944;0.16267,0.103499;0.146707,7.45527,8.97284,0.600369;-0.960102,0.247985;1.24259,interval,0.229,3.014,"[[0.2290000000020802, 3.0140000000030103]]",1.08711,0.297112,1.47718
0717,admin_judicial_direct,all,False,OLS,,lnpop0,3095,48,,0.570597,0.196588,0.185284,0.95591,,,,,,,,,,,,,
0717,admin_judicial_direct,all,False,2SLS,bartik,lnpop0,3095,48,,1.16129,2.54079,-3.81865,6.14124,0.0853638,0.0569208,2.24908,2.24908,0.0991323,0.216584,real line,-inf,inf,,,,
0717,admin_judicial_direct,all,False,2SLS,imm,lnpop0,3095,48,,-2.92537,2.14234,-7.12435,1.27361,0.540762,0.330354,2.67949,2.67949,-1.58193,1.03236,real line,-inf,inf,,,,
0717,admin_judicial_direct,all,False,2SLS,imm_nomex,lnpop0,3095,48,,-2.89309,2.11117,-7.03098,1.2448,0.550137,0.328716,2.80091,2.80091,-1.5916,1.03793,two rays,2.59002,5.51213,,,,
0717,admin_judicial_direct,all,False,2SLS,bartik+imm,lnpop0,3095,48,,-1.24174,1.78285,-4.73612,2.25265,0.0783889;0.509805,0.0554317;0.321786,2.41892,2.02902,0.121432;-1.62988,0.211622;1.02116,unbounded on grid,-inf,inf,"[[-6.0, 6.0000000000040075]]",2.62529,0.105173,-2.09456
0717,central_buildings,all,True,OLS,,lnpop0,3091,48,,0.530263,0.21896,0.101101,0.959426,,,,,,,,,,,,,
0717,central_buildings,all,True,2SLS,bartik,lnpop0,3091,48,,0.638957,0.904704,-1.13426,2.41218,0.406627,0.104328,15.1912,15.1912,0.259817,0.374667,interval,-1.42708,2.67589,,,,
0717,central_buildings,all,True,2SLS,imm,lnpop0,3091,48,,6.56285,8.81336,-10.7113,23.837,0.150328,0.153786,0.955532,0.955532,0.986577,1.0441,real line,-inf,inf,,,,
0717,central_buildings,all,True,2SLS,imm_nomex,lnpop0,3091,48,,5.82246,7.1781,-8.24662,19.8915,0.168108,0.156912,1.14779,1.14779,0.978799,1.04054,real line,-inf,inf,,,,
0717,central_buildings,all,True,2SLS,bartik+imm,lnpop0,3091,48,,1.14512,1.04469,-0.902464,3.19271,0.409836;0.163022,0.103442;0.146731,7.45658,8.98445,0.279403;0.995232,0.373759;1.04388,interval,-2.137,3.34,"[[-2.13699999999871, 3.340000000003119]]",0.593574,0.44104,0.782934
0717,central_buildings,all,False,OLS,,lnpop0,3091,48,,0.616086,0.166851,0.289058,0.943114,,,,,,,,,,,,,
0717,central_buildings,all,False,2SLS,bartik,lnpop0,3091,48,,0.512199,2.51064,-4.40866,5.43306,0.0865855,0.0570691,2.30191,2.30191,0.044349,0.214381,real line,-inf,inf,,,,
0717,central_buildings,all,False,2SLS,imm,lnpop0,3091,48,,0.905107,2.39015,-3.77959,5.5898,0.543706,0.330284,2.70989,2.70989,0.492112,1.1664,real line,-inf,inf,,,,
0717,central_buildings,all,False,2SLS,imm_nomex,lnpop0,3091,48,,0.844288,2.33511,-3.73253,5.4211,0.553052,0.328647,2.83186,2.83186,0.466935,1.17302,two rays,-7.52353,-6.17709,,,,
0717,central_buildings,all,False,2SLS,bartik+imm,lnpop0,3091,48,,0.741489,1.7936,-2.77396,4.25694,0.0795966;0.512389,0.0555826;0.321612,2.45904,2.06343,0.0378397;0.477224,0.214681;1.17033,unbounded on grid,-inf,inf,"[[-6.0, 6.0000000000040075]]",0.0146686,0.903601,0.726427
0717,financial_admin,all,True,OLS,,lnpop0,3085,48,,0.509308,0.292168,-0.0633416,1.08196,,,,,,,,,,,,,
0717,financial_admin,all,True,2SLS,bartik,lnpop0,3085,48,,1.64858,1.47504,-1.24251,4.53966,0.407275,0.104387,15.2225,15.2225,0.671424,0.571793,interval,-1.15068,5.6422,,,,
0717,financial_admin,all,True,2SLS,imm,lnpop0,3085,48,,-15.9167,27.7087,-70.2257,38.3923,0.150231,0.153827,0.953788,0.953788,-2.39118,2.11738,two rays,5.83013,28.879,,,,
0717,financial_admin,all,True,2SLS,imm_nomex,lnpop0,3085,48,,-14.4152,23.9559,-61.3687,32.5384,0.168019,0.156968,1.14576,1.14576,-2.42201,2.12395,two rays,5.15894,33.4546,,,,
0717,financial_admin,all,True,2SLS,bartik+imm,lnpop0,3085,48,,0.152969,1.66536,-3.11115,3.41708,0.410466;0.162878,0.103503;0.146755,7.46908,8.99431,0.624955;-2.37193,0.548002;2.11149,interval,-1.449,4.189,"[[-1.4489999999984802, 4.189000000003403]]",1.4671,0.225803,1.20233
0717,financial_admin,all,False,OLS,,lnpop0,3085,48,,0.649834,0.338333,-0.0132988,1.31297,,,,,,,,,,,,,
0717,financial_admin,all,False,2SLS,bartik,lnpop0,3085,48,,-0.543691,3.90336,-8.19429,7.1069,0.0866726,0.0571394,2.30087,2.30087,-0.0471232,0.328489,real line,-inf,inf,,,,
0717,financial_admin,all,False,2SLS,imm,lnpop0,3085,48,,-8.65601,4.96562,-18.3886,1.07661,0.536554,0.330881,2.62956,2.62956,-4.64442,1.38604,two rays,-3.46082,30.9042,,,,
0717,financial_admin,all,False,2SLS,imm_nomex,lnpop0,3085,48,,-8.45423,4.74294,-17.7504,0.841938,0.545736,0.329243,2.74746,2.74746,-4.61378,1.37714,two rays,-3.41288,34.5946,,,,
0717,financial_admin,all,False,2SLS,bartik+imm,lnpop0,3085,48,,-5.22309,3.27607,-11.6442,1.198,0.0797373;0.505056,0.0556505;0.32222,2.4153,2.02793,0.016744;-4.65103,0.322044;1.36159,unbounded on grid,-inf,-3.192,"[[-6.0, -3.1919999999990623]]",2.02825,0.154399,-6.96729
0717,central_staff,all,True,OLS,,lnpop0,3090,48,,0.327607,0.217951,-0.0995761,0.754791,,,,,,,,,,,,,
0717,central_staff,all,True,2SLS,bartik,lnpop0,3090,48,,0.457072,1.51875,-2.51969,3.43383,0.406683,0.104309,15.201,15.201,0.185884,0.632112,interval,-3.56514,3.405,,,,
0717,central_staff,all,True,2SLS,imm,lnpop0,3090,48,,7.51004,10.0475,-12.1831,27.2032,0.150346,0.153786,0.955752,0.955752,1.1291,1.035,real line,-inf,inf,,,,
0717,central_staff,all,True,2SLS,imm_nomex,lnpop0,3090,48,,6.71565,8.21949,-9.39455,22.8259,0.168125,0.156912,1.14803,1.14803,1.12907,1.03218,real line,-inf,inf,,,,
0717,central_staff,all,True,2SLS,bartik+imm,lnpop0,3090,48,,1.05972,1.49451,-1.86952,3.98897,0.409894;0.163047,0.103423;0.146731,7.45976,8.99063,0.20824;1.13555,0.625366;1.03522,interval,-4.314,4.203,"[[-4.313999999999437, 4.203000000003407]]",0.762625,0.382508,0.833312
0717,central_staff,all,False,OLS,,lnpop0,3090,48,,0.569654,0.165747,0.24479,0.894518,,,,,,,,,,,,,
0717,central_staff,all,False,2SLS,bartik,lnpop0,3090,48,,3.6958,4.1125,-4.36469,11.7563,0.095505,0.053129,3.23138,3.23138,0.352968,0.290605,two rays,-55.943,-2.07426,,,,
0717,central_staff,all,False,2SLS,imm,lnpop0,3090,48,,1.75885,3.1504,-4.41592,7.93363,0.556927,0.32815,2.8804,2.8804,0.979554,1.35356,two rays,-27.6939,-2.12089,,,,
0717,central_staff,all,False,2SLS,imm_nomex,lnpop0,3090,48,,1.67893,3.06199,-4.32258,7.68043,0.565986,0.326582,3.0035,3.0035,0.950249,1.36037,two rays,-31.6589,-2.19338,,,,
0717,central_staff,all,False,2SLS,bartik+imm,lnpop0,3090,48,,2.63663,2.76354,-2.7799,8.05316,0.0886079;0.523596,0.0515162;0.319148,2.98202,2.57841,0.341758;0.850995,0.292865;1.38755,unbounded on grid,-1.507,inf,"[[-1.5069999999984995, 6.0000000000040075]]",0.158501,0.69054,2.69849
0717,public_buildings,all,True,OLS,,lnpop0,2791,48,,1.07387,0.494969,0.103733,2.04401,,,,,,,,,,,,,
0717,public_buildings,all,True,2SLS,bartik,lnpop0,2791,48,,2.2808,2.27806,-2.18419,6.7458,0.417383,0.102993,16.423,16.423,0.95197,0.924973,interval,-2.208,8.07793,,,,
0717,public_buildings,all,True,2SLS,imm,lnpop0,2791,48,,-10.1943,38.4549,-85.566,65.1773,0.0996458,0.172788,0.332576,0.332576,-1.01582,2.63844,real line,-inf,inf,,,,
0717,public_buildings,all,True,2SLS,imm_nomex,lnpop0,2791,48,,-8.99568,31.5968,-70.9254,52.934,0.118254,0.173601,0.464007,0.464007,-1.06377,2.61961,real line,-inf,inf,,,,
0717,public_buildings,all,True,2SLS,bartik+imm,lnpop0,2791,48,,1.77756,2.86572,-3.83926,7.39437,0.421731;0.124337,0.102385;0.164141,6.85119,9.57525,0.918331;-0.962056,0.978584;2.67134,unbounded on grid,-1.562,inf,"[[-1.561999999998518, 6.0000000000040075]]",0.267873,0.604762,2.80503
0717,public_buildings,all,False,OLS,,lnpop0,2791,48,,0.901857,0.309435,0.295365,1.50835,,,,,,,,,,,,,
0717,public_buildings,all,False,2SLS,bartik,lnpop0,2791,48,,-2.05952,3.83893,-9.58383,5.46479,0.0968311,0.0637962,2.30377,2.30377,-0.199425,0.367228,real line,-inf,inf,,,,
0717,public_buildings,all,False,2SLS,imm,lnpop0,2791,48,,-6.5481,6.77374,-19.8246,6.72843,0.48434,0.328352,2.17581,2.17581,-3.17151,1.74755,two rays,0.347075,26.8443,,,,
0717,public_buildings,all,False,2SLS,imm_nomex,lnpop0,2791,48,,-6.62679,6.71829,-19.7946,6.54105,0.493993,0.326344,2.29134,2.29134,-3.27359,1.75,two rays,0.205559,30.8848,,,,
0717,public_buildings,all,False,2SLS,bartik+imm,lnpop0,2791,48,,-4.06206,3.35885,-10.6454,2.52128,0.090867;0.447306,0.0623707;0.318206,2.17603,1.72941,-0.157997;-3.10711,0.374467;1.78704,unbounded on grid,-inf,0.899,"[[-6.0, 0.899000000002304]]",0.483506,0.486839,-3.92125
0712,admin,all,True,OLS,,lnpop0,3098,48,,0.280233,0.232462,-0.175393,0.735858,,,,,,,,,,,,,
0712,admin,all,True,2SLS,bartik,lnpop0,3098,48,,-18.3987,73.7152,-162.88,126.083,-0.018466,0.0665183,0.0770657,0.0770657,0.339749,0.552426,real line,-inf,inf,,,,
0712,admin,all,True,2SLS,imm,lnpop0,3098,48,,-2.74369,4.39246,-11.3529,5.86552,0.298052,0.183408,2.64088,2.64088,-0.817764,1.2334,real line,-inf,inf,,,,
0712,admin,all,True,2SLS,imm_nomex,lnpop0,3098,48,,-2.61107,3.55635,-9.58152,4.35938,0.362674,0.154055,5.54218,5.54218,-0.946966,1.26077,interval,-20.2057,6.38752,,,,
0712,admin,all,True,2SLS,imm_mex,lnpop0,3098,48,,-1.9828,1.12042,-4.17883,0.213224,-4.78386,2.00981,5.66562,5.66562,9.48544,5.85972,interval,-7.43237,0.765602,,,,
0712,admin,all,True,2SLS,bartik+imm,lnpop0,3098,48,,-3.06077,4.2489,-11.3886,5.26708,-0.0311407;0.302281,0.065926;0.183369,1.93298,1.44215,0.376181;-0.868852,0.54731;1.21213,unbounded on grid,-inf,inf,"[[-6.0, 6.0000000000040075]]",0.230498,0.631155,-3.60862
0712,admin,all,True,2SLS,bartik+imm_nomex,lnpop0,3098,48,,-2.84418,3.43768,-9.58204,3.89369,-0.0331963;0.36701,0.065452;0.154092,3.59555,2.91937,0.379748;-0.996564,0.548332;1.24095,unbounded on grid,-inf,inf,"[[-6.0, 6.0000000000040075]]",0.243751,0.62151,-3.2889
0712,admin,all,False,OLS,,lnpop0,3098,48,,0.614808,0.286006,0.0542372,1.17538,,,,,,,,,,,,,
0712,admin,all,False,2SLS,bartik,lnpop0,3098,48,,80.7312,906.483,-1695.98,1857.44,0.00273437,0.0304271,0.00807595,0.00807595,0.220749,0.186679,real line,-inf,inf,,,,
0712,admin,all,False,2SLS,imm,lnpop0,3098,48,,-1.70167,0.825985,-3.3206,-0.0827378,1.152,0.41169,7.8301,7.8301,-1.96033,1.05111,interval,-4.50801,0.13167,,,,
0712,admin,all,False,2SLS,imm_nomex,lnpop0,3098,48,,-2.17163,0.835354,-3.80893,-0.534339,1.03639,0.445085,5.42197,5.42197,-2.25065,1.01606,interval,-7.55878,-0.46461,,,,
0712,admin,all,False,2SLS,imm_mex,lnpop0,3098,48,,0.388617,0.99164,-1.555,2.33223,3.90435,0.856226,20.7932,20.7932,1.5173,3.89845,interval,-1.80288,2.50294,,,,
0712,admin,all,False,2SLS,bartik+imm,lnpop0,3098,48,,-1.79749,0.800033,-3.36556,-0.229428,-0.0122657;1.15934,0.0298059;0.414269,6.32289,3.91971,0.248032;-2.10871,0.182926;1.00702,unbounded on grid,-inf,-0.473,"[[-6.0, -0.47299999999815423]]",1.52572,0.216756,-2.00083
0712,admin,all,False,2SLS,bartik+imm_nomex,lnpop0,3098,48,,-2.26483,0.829668,-3.89098,-0.63868,-0.00869811;1.04125,0.0300516;0.447487,4.41216,2.70727,0.246977;-2.38881,0.182988;0.986862,unbounded on grid,-inf,-0.938,"[[-6.0, -0.9379999999983095]]",1.48478,0.223028,-2.34493
0712,admin,drop 25 largest,True,OLS,,lnpop0,3073,48,,0.375177,0.252502,-0.119727,0.87008,,,,,,,,,,,,,
0712,admin,drop 25 largest,True,2SLS,bartik,lnpop0,3073,48,,-4.50285,8.82721,-21.8042,12.7985,-0.0691749,0.0825591,0.70205,0.70205,0.311484,0.464197,real line,-inf,inf,,,,
0712,admin,drop 25 largest,True,2SLS,imm,lnpop0,3073,48,,-4.14636,1.37177,-6.83503,-1.45769,0.784269,0.20882,14.1054,14.1054,-3.25187,0.934147,interval,-8.5458,-1.88831,,,,
0712,admin,drop 25 largest,True,2SLS,imm_nomex,lnpop0,3073,48,,-4.24947,1.38129,-6.95679,-1.54215,0.760431,0.218246,12.1402,12.1402,-3.23143,0.961923,interval,-8.9195,-1.95355,,,,
0712,admin,drop 25 largest,True,2SLS,imm_mex,lnpop0,3073,48,,-0.413089,3.97448,-8.20307,7.37689,1.28877,1.38551,0.865234,0.865234,-0.532378,5.07786,real line,-inf,inf,,,,
0712,admin,drop 25 largest,True,2SLS,bartik+imm,lnpop0,3073,48,,-4.16599,1.31253,-6.73855,-1.59343,-0.0898994;0.797959,0.0807209;0.210569,8.03507,7.70601,0.397513;-3.3124,0.455206;0.93213,unbounded on grid,-inf,-1.532,"[[-6.0, -1.5319999999985079]]",0.00167746,0.96733,-4.16302
0712,admin,drop 25 largest,True,2SLS,bartik+imm_nomex,lnpop0,3073,48,,-4.26367,1.34585,-6.90154,-1.62579,-0.0861448;0.771501,0.0785739;0.219505,7.38467,6.70063,0.383647;-3.28073,0.457689;0.963788,unbounded on grid,-inf,-1.52,"[[-6.0, -1.5199999999985039]]",0.000845129,0.976808,-4.2595
0712,admin,drop 25 largest,False,OLS,,lnpop0,3073,48,,0.606154,0.287887,0.0418965,1.17041,,,,,,,,,,,,,
0712,admin,drop 25 largest,False,2SLS,bartik,lnpop0,3073,48,,78.5636,840.912,-1569.62,1726.75,0.00286366,0.0303968,0.00887539,0.00887539,0.22498,0.187299,real line,-inf,inf,,,,
0712,admin,drop 25 largest,False,2SLS,imm,lnpop0,3073,48,,-1.27243,0.781876,-2.8049,0.260051,1.5616,0.382108,16.7019,16.7019,-1.98702,1.28402,interval,-3.08304,0.412018,,,,
0712,admin,drop 25 largest,False,2SLS,imm_nomex,lnpop0,3073,48,,-1.59454,0.741314,-3.04751,-0.141563,1.44342,0.419205,11.8559,11.8559,-2.30159,1.24822,interval,-3.3908,0.144029,,,,
0712,admin,drop 25 largest,False,2SLS,imm_mex,lnpop0,3073,48,,0.28557,0.948936,-1.57434,2.14549,4.24833,0.862733,24.2484,24.2484,1.2132,4.037,interval,-1.73499,2.31982,,,,
0712,admin,drop 25 largest,False,2SLS,bartik+imm,lnpop0,3073,48,,-1.36088,0.740466,-2.8122,0.0904287,-0.017427;1.57384,0.0297333;0.386728,12.5926,8.288,0.252888;-2.16473,0.181985;1.22458,interval,-3.659,-0.18,"[[-3.658999999999218, -0.17999999999805638]]",1.59029,0.207284,-1.65593
0712,admin,drop 25 largest,False,2SLS,bartik+imm_nomex,lnpop0,3073,48,,-1.68063,0.701779,-3.05611,-0.305141,-0.0129145;1.45195,0.0300125;0.423295,9.06917,5.90429,0.251799;-2.46795,0.182201;1.20501,interval,-4.004,-0.469,"[[-4.003999999999333, -0.4689999999981529]]",1.57283,0.209797,-1.90656
0712,admin,drop areas without a county government,True,OLS,,lnpop0,3014,47,,0.36756,0.240474,-0.103769,0.83889,,,,,,,,,,,,,
0712,admin,drop areas without a county government,True,2SLS,bartik,lnpop0,3014,47,,-6.62173,13.7759,-33.6225,20.379,-0.0514663,0.0740271,0.483353,0.483353,0.340796,0.5183,real line,-inf,inf,,,,
0712,admin,drop areas without a county government,True,2SLS,imm,lnpop0,3014,47,,-21.8223,56.0878,-131.754,88.1097,0.0914512,0.259076,0.124602,0.124602,-1.99568,0.898084,two rays,-3.98506,0.889553,,,,
0712,admin,drop areas without a county government,True,2SLS,imm_nomex,lnpop0,3014,47,,-11.9846,11.6545,-34.8275,10.8583,0.188876,0.214241,0.777232,0.777232,-2.26361,0.872659,two rays,-3.77644,4.13928,,,,
0712,admin,drop areas without a county government,True,2SLS,imm_mex,lnpop0,3014,47,,-2.2345,1.13513,-4.45936,-0.00963527,-4.98103,1.89228,6.92894,6.92894,11.1301,6.17445,interval,-6.60139,0.309287,,,,
0712,admin,drop areas without a county government,True,2SLS,bartik+imm,lnpop0,3014,47,,-13.0876,17.1913,-46.7826,20.6075,-0.0534396;0.0961879,0.0730536;0.258633,0.228989,0.37013,0.382432;-2.02957,0.512935;0.90212,disjoint,-inf,inf,"[[-6.0, -2.8339999999989427], [-0.2069999999980654, 6.0000000000040075]]",0.145016,0.703345,-11.5932
0712,admin,drop areas without a county government,True,2SLS,bartik+imm_nomex,lnpop0,3014,47,,-10.6128,8.66407,-27.5944,6.36874,-0.0548483;0.193142,0.072687;0.214065,0.704479,0.784418,0.380952;-2.29324,0.514177;0.881958,disjoint,-inf,inf,"[[-6.0, -2.5549999999988495], [3.304000000003107, 6.0000000000040075]]",0.0650697,0.798655,-10.649
0712,admin,drop areas without a county government,False,OLS,,lnpop0,3014,47,,0.705545,0.28733,0.142378,1.26871,,,,,,,,,,,,,
0712,admin,drop areas without a county government,False,2SLS,bartik,lnpop0,3014,47,,-235521,7.03258e+09,-1.37841e+10,1.37836e+10,-1.11274e-06,0.033226,1.12157e-09,1.12157e-09,0.262072,0.181579,real line,-inf,inf,,,,
0712,admin,drop areas without a county government,False,2SLS,imm,lnpop0,3014,47,,-1.23524,1.26242,-3.70959,1.2391,1.00726,0.348683,8.34488,8.34488,-1.24421,1.10985,interval,-6.59367,0.881866,,,,
0712,admin,drop areas without a county government,False,2SLS,imm_nomex,lnpop0,3014,47,,-2.01372,1.46891,-4.89278,0.865332,0.843448,0.349318,5.83008,5.83008,-1.69847,1.01214,interval,-12.2836,0.352425,,,,
0712,admin,drop areas without a county government,False,2SLS,imm_mex,lnpop0,3014,47,,0.859676,1.17826,-1.44971,3.16906,3.6434,0.807916,20.3367,20.3367,3.13215,4.46185,interval,-1.91973,3.2253,,,,
0712,admin,drop areas without a county government,False,2SLS,bartik+imm,lnpop0,3014,47,,-1.41655,1.24907,-3.86473,1.03163,-0.0114353;1.01523,0.0327592;0.352189,5.42026,4.15527,0.278269;-1.4381,0.179592;1.07138,unbounded on grid,-inf,0.328,"[[-6.0, 0.32800000000211327]]",2.07475,0.149755,-1.82393
0712,admin,drop areas without a county government,False,2SLS,bartik+imm_nomex,lnpop0,3014,47,,-2.21549,1.47318,-5.10291,0.67194,-0.00775418;0.848482,0.0331394;0.352919,3.57359,2.89923,0.279249;-1.87978,0.180044;0.997975,unbounded on grid,-inf,-0.191,"[[-6.0, -0.19099999999806005]]",1.9224,0.165593,-2.50494
0712,admin,trim 1% tails of outcome change,True,OLS,,lnpop0,3036,48,,0.251129,0.23057,-0.200788,0.703046,,,,,,,,,,,,,
0712,admin,trim 1% tails of outcome change,True,2SLS,bartik,lnpop0,3036,48,,-0.685761,33.721,-66.7789,65.4073,-0.0138927,0.0683733,0.0412856,0.0412856,0.00952705,0.461857,real line,-inf,inf,,,,
0712,admin,trim 1% tails of outcome change,True,2SLS,imm,lnpop0,3036,48,,-1.99862,4.33698,-10.4991,6.50187,0.298707,0.182973,2.66512,2.66512,-0.597002,1.25107,real line,-inf,inf,,,,
0712,admin,trim 1% tails of outcome change,True,2SLS,imm_nomex,lnpop0,3036,48,,-1.98849,3.57146,-8.98854,5.01157,0.363547,0.153568,5.60429,5.60429,-0.722908,1.27989,interval,-18.1671,7.63992,,,,
0712,admin,trim 1% tails of outcome change,True,2SLS,imm_mex,lnpop0,3036,48,,-1.94067,1.05814,-4.01463,0.133291,-4.82847,2.00645,5.79111,5.79111,9.37046,6.19412,interval,-5.89921,1.28675,,,,
0712,admin,trim 1% tails of outcome change,True,2SLS,bartik+imm,lnpop0,3036,48,,-1.9813,4.08022,-9.97854,6.01593,-0.0272297;0.30254,0.0678672;0.183032,1.90622,1.4186,0.0360689;-0.602078,0.446114;1.22963,unbounded on grid,-inf,inf,"[[-6.0, 6.0000000000040075]]",0.00125479,0.971742,-1.91565
0712,admin,trim 1% tails of outcome change,True,2SLS,bartik+imm_nomex,lnpop0,3036,48,,-1.97583,3.39144,-8.62306,4.6714,-0.0294289;0.367536,0.0674146;0.153713,3.5459,2.90708,0.0403163;-0.728372,0.447928;1.25964,unbounded on grid,-inf,inf,"[[-6.0, 6.0000000000040075]]",0.00126533,0.971624,-1.92239
0712,admin,trim 1% tails of outcome change,False,OLS,,lnpop0,3036,48,,0.393138,0.156097,0.087188,0.699088,,,,,,,,,,,,,
0712,admin,trim 1% tails of outcome change,False,2SLS,bartik,lnpop0,3036,48,,33.9879,294.48,-543.193,611.169,0.00377953,0.0318366,0.0140936,0.0140936,0.128458,0.148388,real line,-inf,inf,,,,
0712,admin,trim 1% tails of outcome change,False,2SLS,imm,lnpop0,3036,48,,-2.03292,0.871867,-3.74178,-0.324065,1.10165,0.415309,7.03637,7.03637,-2.23958,1.1158,interval,-5.32501,-0.0794181,,,,
0712,admin,trim 1% tails of outcome change,False,2SLS,imm_nomex,lnpop0,3036,48,,-2.69327,0.915226,-4.48711,-0.899423,0.98908,0.450989,4.80983,4.80983,-2.66385,1.01759,interval,-13.3172,-1.18889,,,,
0712,admin,trim 1% tails of outcome change,False,2SLS,imm_mex,lnpop0,3036,48,,0.943383,1.05524,-1.12489,3.01166,3.78063,0.907311,17.3626,17.3626,3.56658,3.79552,interval,-1.02574,3.73291,,,,
0712,admin,trim 1% tails of outcome change,False,2SLS,bartik+imm,lnpop0,3036,48,,-2.08613,0.853315,-3.75863,-0.413635,-0.0104911;1.10779,0.0313524;0.417525,5.60823,3.52091,0.158503;-2.33227,0.143075;1.07867,unbounded on grid,-inf,-0.639,"[[-6.0, -0.6389999999982097]]",0.875229,0.349512,-2.32514
0712,admin,trim 1% tails of outcome change,False,2SLS,bartik+imm_nomex,lnpop0,3036,48,,-2.74393,0.919445,-4.54604,-0.941816,-0.00719729;0.993042,0.0315194;0.453197,3.87802,2.40155,0.15887;-2.75131,0.143283;0.991822,unbounded on grid,-inf,-1.437,"[[-6.0, -1.4369999999984762]]",0.819192,0.365417,-2.83487
0712,admin,all,True,2SLS,bartik,lnpop0+bartik_pay,3098,48,controls for industry-mix pay-per-worker shock,-16.9787,65.1503,-144.673,110.716,-0.0188381,0.0639889,0.0866689,0.0866689,0.319846,0.559457,real line,-inf,inf,,,,
0712,admin,all,True,2SLS,bartik,lnpop0+dlninc,3097,48,controls for actual median household income growth (bad control),-7.31074,18.8926,-44.3402,29.7187,-0.0391103,0.0673417,0.337298,0.337298,0.285925,0.561968,real line,-inf,inf,,,,
0712,admin,all,True,2SLS,bartik+imm,lnpop0+bartik_pay,3098,48,controls for industry-mix pay-per-worker shock,-3.3152,4.27516,-11.6945,5.06411,-0.0293553;0.310646,0.0637691;0.187828,2.00251,1.42123,0.352947;-0.977701,0.55455;1.23467,unbounded on grid,-inf,inf,"[[-6.0, 6.0000000000040075]]",0.187135,0.665312,-3.79848
0712,admin,all,True,2SLS,imm,lnpop0+dlninc,3097,48,controls for actual median household income growth (bad control),-8.67725,6.38329,-21.1885,3.83399,0.269899,0.237405,1.29248,1.29248,-2.34198,0.71808,two rays,-3.56381,6.84403,,,,
0712,foreign-born share change,all,True,first stage on foreign-born share (OLS of dfbshare on imm),,lnpop0,3098,48,,-2.60699e-05,0.10097,-0.197927,0.197875,,,,,,,,,,,,,
0712,foreign-born share change,all,True,first stage on foreign-born share (OLS of dfbshare on imm_nomex),,lnpop0,3098,48,,0.0281004,0.101696,-0.171225,0.227425,,,,,,,,,,,,,
0712,admin,all,True,2SLS,bartik_drop5,lnpop0,3098,48,"Bartik without top-5 Rotemberg industries ['238///', '321///', '315///', '236///', '313///']",-7.5808,11.4425,-30.0081,14.8465,-0.0803243,0.0802906,1.00084,1.00084,0.608923,0.698882,real line,-inf,inf,,,,
0712,admin,all,True,2SLS,bartik_drop5,lnpop0+share_kept,3098,48,"Bartik without top-5 industries, controls for sum of kept shares",-8.07536,12.0212,-31.637,15.4862,-0.077038,0.0788074,0.955599,0.955599,0.622109,0.683382,real line,-inf,inf,,,,
0712,admin,all,False,2SLS,bartik,lnpop0+bartik_pay,3098,48,controls for industry-mix pay-per-worker shock,-20.9225,71.1001,-160.279,118.434,-0.00874636,0.0298552,0.0858251,0.0858251,0.182996,0.184057,real line,-inf,inf,,,,
0712,admin,all,False,2SLS,bartik,lnpop0+dlninc,3097,48,controls for actual median household income growth (bad control),-23.3806,63.3321,-147.511,100.75,-0.0105973,0.0287302,0.136055,0.136055,0.247772,0.186236,real line,-inf,inf,,,,
0712,admin,all,False,2SLS,bartik+imm,lnpop0+bartik_pay,3098,48,controls for industry-mix pay-per-worker shock,-2.06909,0.83824,-3.71204,-0.426139,-0.0222379;1.12003,0.029685;0.421333,5.77266,3.63843,0.210193;-2.25789,0.180312;1.00749,unbounded on grid,-inf,-0.497,"[[-6.0, -0.49699999999816225]]",0.865572,0.352184,-2.15648
0712,admin,all,False,2SLS,imm,lnpop0+dlninc,3097,48,controls for actual median household income growth (bad control),-1.74466,0.852987,-3.41651,-0.0728031,1.17457,0.417377,7.91952,7.91952,-2.04922,1.09511,interval,-4.65028,0.123383,,,,
0712,foreign-born share change,all,False,first stage on foreign-born share (OLS of dfbshare on imm),,lnpop0,3098,48,,0.160947,0.117846,-0.070031,0.391924,,,,,,,,,,,,,
0712,foreign-born share change,all,False,first stage on foreign-born share (OLS of dfbshare on imm_nomex),,lnpop0,3098,48,,0.174778,0.089656,-0.000948089,0.350503,,,,,,,,,,,,,
0712,admin,all,False,2SLS,bartik_drop5,lnpop0,3098,48,"Bartik without top-5 Rotemberg industries ['238///', '321///', '213///', '623///', '313///']",-10.7593,62.5485,-133.354,111.836,-0.00730301,0.0426593,0.0293074,0.0293074,0.0785751,0.21091,real line,-inf,inf,,,,
0712,admin,all,False,2SLS,bartik_drop5,lnpop0+share_kept,3098,48,"Bartik without top-5 industries, controls for sum of kept shares",-11.0993,63.3508,-135.267,113.068,-0.00737699,0.0425066,0.0301193,0.0301193,0.0818797,0.208218,real line,-inf,inf,,,,
0712,admin_judicial,all,True,OLS,,lnpop0,3098,48,,0.382881,0.168772,0.0520888,0.713674,,,,,,,,,,,,,
