award,family,year_n,person_qid,person,family_name,ethnic,citizenship,birth_country,surname,pcthispanic,surname_matched,us_citizen,mexico_linked,hisp_documented,mex_documented,hisp_imputed_50,hisp_imputed_70,hisp_imputed_90,hispanic_any,period
Academy Award for Best Original Screenplay,film,1992.0,Q264276,Callie Khouri,Khouri,,United States,United States,KHOURI,4.86,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,1993.0,Q55428,Neil Jordan,Jordan,,Ireland,Ireland,JORDAN,4.11,True,False,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,1994.0,Q230448,Jane Campion,Campion,,New Zealand,New Zealand,CAMPION,3.62,True,False,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,1995.0,Q3772,Quentin Tarantino,Tarantino,,United States,United States,TARANTINO,4.23,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,1995.0,Q450720,Roger Avary,Avary,,Canada|United States,Canada,AVARY,4.89,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,1996.0,Q337658,Christopher McQuarrie,McQuarrie,,United States,United States,MCQUARRIE,1.97,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,1997.0,Q13595531,Ethan Coen,Coen,,United States,United States,COEN,4.18,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,1997.0,Q13595311,Joel Coen,Coen,,United States,United States,COEN,4.18,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,1998.0,Q483118,Ben Affleck,Affleck,,United States,United States,AFFLECK,1.88,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,1998.0,Q175535,Matt Damon,Damon,British Americans|Finnish Americans|Norwegian Americans|Swedish Americans,United States,United States,DAMON,2.78,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,1999.0,Q919063,Marc Norman,Norman,,United States,United States,NORMAN,2.44,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,1999.0,Q294773,Tom Stoppard,Stoppard|Sträussler,,Czechoslovakia|United Kingdom,Czech Republic,STOPPARD,,False,False,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2000.0,Q1752144,Alan Ball,Ball,,United States,United States,BALL,2.35,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2001.0,Q318287,Cameron Crowe,Crowe,,United States,United States,CROWE,2.19,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2002.0,Q336018,Julian Fellowes,Fellowes,,United Kingdom,Egypt,FELLOWES,4.29,True,False,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2003.0,Q55171,Pedro Almodóvar,Almodóvar,,Spain,Spain,ALMODÓVAR,,False,False,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2004.0,Q193628,Sofia Coppola,Coppola,,United States,United States,COPPOLA,3.94,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2005.0,Q312751,Charlie Kaufman,Q26973076,,United States,United States,KAUFMAN,2.04,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2005.0,Q126098,Michel Gondry,Gondry,,France,France,GONDRY,,False,False,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2005.0,Q1858445,Pierre Bismuth,Bismuth,,France,France,BISMUTH,,False,False,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2006.0,Q314935,Paul Haggis,Haggis,,Canada,Canada,HAGGIS,,False,False,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2006.0,Q705440,Robert Moresco,Moresco,,United States,United States,MORESCO,9.19,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2007.0,Q705156,Michael Arndt,Arndt,,United States,United States,ARNDT,2.27,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2008.0,Q230795,Diablo Cody,Busey|Q254906|http://www.wikidata.org/.well-known/genid/bc4a4f4ae00d013f709521f6fdd4b628,,United States,United States,CODY,2.17,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2009.0,Q717302,Dustin Lance Black,Black,,United States,United States,BLACK,2.33,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2010.0,Q370765,Mark Boal,Boal,,United States,United States,BOAL,1.77,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2011.0,Q972585,David Seidler,Seidler,,United Kingdom|United States,United Kingdom,SEIDLER,2.5,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2012.0,Q25089,Woody Allen,Allen|Konigsberg,American Jews,United States,United States,ALLEN,2.47,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2013.0,Q3772,Quentin Tarantino,Tarantino,,United States,United States,TARANTINO,4.23,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2014.0,Q259913,Spike Jonze,Spiegel,,United States,United States,SPIEGEL,1.97,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Original Screenplay,film,2015.0,Q55215,Alejandro González Iñárritu,González,,Mexico|Spain,Mexico,GONZÁLEZ,,False,False,True,True,True,False,False,False,True,2015-2025
Academy Award for Best Original Screenplay,film,2015.0,Q19359572,Alexander Dinelaris Jr.,,,United States,United States,DINELARIS,,False,True,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Original Screenplay,film,2015.0,Q19359024,Armando Bó,Q134289048,,Argentina,Argentina,BÓ,,False,False,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Original Screenplay,film,2015.0,Q19359023,Nicolás Giacobone,Giacobone,,Argentina,Argentina,GIACOBONE,,False,False,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Original Screenplay,film,2016.0,Q6289383,Josh Singer,Singer,,United States,United States,SINGER,2.56,True,True,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Original Screenplay,film,2016.0,Q514527,Tom McCarthy,Q24419041,,United States,United States,MCCARTHY,2.24,True,True,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Original Screenplay,film,2017.0,Q968840,Kenneth Lonergan,Lonergan,,United States,United States,LONERGAN,2.64,True,True,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Original Screenplay,film,2018.0,Q3371986,Jordan Peele,Peele,African Americans,United States,United States,PEELE,1.72,True,True,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Original Screenplay,film,2019.0,Q61955065,Brian Currie,,,United States,,CURRIE,2.19,True,True,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Original Screenplay,film,2019.0,Q29585307,Nick Vallelonga,Vallelonga,,United States,United States,VALLELONGA,,False,True,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Original Screenplay,film,2019.0,Q1368300,Peter Farrelly,Farrelly,,United States,United States,FARRELLY,3.16,True,True,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Original Screenplay,film,2020.0,Q495980,Bong Joon-ho,Bong,,South Korea,South Korea,BONG,2.15,True,False,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Original Screenplay,film,2020.0,Q81911860,Han Jin-won,,,South Korea,South Korea,JIN-WON,,False,False,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Original Screenplay,film,2021.0,Q16207879,Emerald Fennell,Fennell,,United Kingdom,United Kingdom,FENNELL,2.8,True,False,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Original Screenplay,film,2022.0,Q55294,Kenneth Branagh,Branagh,,United Kingdom,United Kingdom,BRANAGH,,False,False,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Original Screenplay,film,2023.0,Q28746830,Dan Kwan,Guan,,United States,United States,GUAN,1.19,True,True,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Original Screenplay,film,2023.0,Q28746848,Daniel Scheinert,Scheinert,,United States,United States,SCHEINERT,0.0,True,True,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Original Screenplay,film,2024.0,Q24940525,Arthur Harari,Harari,,France,France,HARARI,7.96,True,False,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Original Screenplay,film,2024.0,Q15069938,Justine Triet,Triet,,France,France,TRIET,,False,False,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Original Screenplay,film,2025.0,Q7441419,Sean Baker,Baker,,United States,United States,BAKER,2.28,True,True,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Supporting Actor,film,1990.0,Q42101,Q42101,Washington,African Americans,United States,United States,WASHINGTON,2.54,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,1991.0,Q20178,Joe Pesci,Pesci,,United States,United States,PESCI,3.91,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,1992.0,Q193653,Jack Palance,Palance,,United States,United States,PALANCE,,False,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,1993.0,Q150943,Gene Hackman,Hackman,,United States,United States,HACKMAN,1.56,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,1994.0,Q170587,Tommy Lee Jones,Jones,,United States,United States,JONES,2.29,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,1995.0,Q294641,Martin Landau,Landau,,United States,United States,LANDAU,2.33,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,1996.0,Q25144,Kevin Spacey,Fowler,,United States,United States,FOWLER,2.16,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,1997.0,Q136209,Cuba Gooding Jr.,Gooding,,United States,United States,GOODING,3.19,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,1998.0,Q83338,Robin Williams,Williams,,United States,United States,WILLIAMS,2.49,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,1999.0,Q4227,James Coburn,Coburn,,United States,United States,COBURN,2.28,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,2000.0,Q123351,Michael Caine,Caine|Micklewhite,,United Kingdom,United Kingdom,CAINE,2.0,True,False,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,2001.0,Q193668,Benicio del Toro,del Toro,,Spain|United States,United States,TORO,81.88,True,True,False,False,False,True,True,False,True,1990-2014
Academy Award for Best Supporting Actor,film,2002.0,Q185079,Jim Broadbent,Broadbent,,United Kingdom,United Kingdom,BROADBENT,1.75,True,False,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,2003.0,Q273208,Chris Cooper,Cooper,,United States,United States,COOPER,2.4,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,2004.0,Q95048,Tim Robbins,Robbins,,United States,United States,ROBBINS,2.06,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,2005.0,Q48337,Morgan Freeman,Freeman,African Americans,United States,United States,FREEMAN,2.3,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,2006.0,Q23844,George Clooney,Clooney,,France|United States,United States,CLOONEY,3.99,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,2007.0,Q108283,Alan Arkin,Arkın,,United States,United States,ARKIN,4.25,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,2008.0,Q134895,Javier Bardem,Encinas,,Spain,Spain,ENCINAS,87.48,True,False,False,False,False,True,True,False,True,1990-2014
Academy Award for Best Supporting Actor,film,2009.0,Q40572,Heath Ledger,Ledger,,Australia,Australia,LEDGER,4.69,True,False,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,2010.0,Q76819,Christoph Waltz,Waltz,,Austria|Germany|United States,Austria,WALTZ,1.58,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,2011.0,Q45772,Christian Bale,Bale,,United Kingdom|United States,United Kingdom,BALE,3.06,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,2012.0,Q190523,Christopher Plummer,Plummer,,Canada,Canada,PLUMMER,2.41,True,False,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,2013.0,Q76819,Christoph Waltz,Waltz,,Austria|Germany|United States,Austria,WALTZ,1.58,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,2014.0,Q484523,Jared Leto,Leto,,United States,United States,LETO,7.41,True,True,False,False,False,False,False,False,False,1990-2014
Academy Award for Best Supporting Actor,film,2015.0,Q150482,J. K. Simmons,Q21448931,Americans,United States,United States,SIMMONS,2.29,True,True,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Supporting Actor,film,2016.0,Q324572,Mark Rylance,Rylance,,United Kingdom,United Kingdom,RYLANCE,,False,False,False,False,False,False,False,False,False,2015-2025
Academy Award for Best Supporting Actor,film,2017.0,Q360531,Mahershala Ali,Ali,,United States,United States,ALI,2.87,True,True,False,False,False,False,False,False,False,2015-2025
