cbsa,NAME,pop_total,pop_b03001,mexican_origin,median_hh_income,mexican_share
39300,"Providence-Warwick, RI-MA Metro Area",1673807,1673807,16732,85646,0.009996373536494949
39340,"Provo-Orem-Lehi, UT Metro Area",695895,695895,56499,96745,0.0811889724742957
39380,"Pueblo, CO Metro Area",168726,168726,43470,62250,0.25763664165570216
39420,"Pullman, WA Micro Area",47042,47042,2547,52893,0.05414310616045236
39460,"Punta Gorda, FL Metro Area",195083,195083,2291,66154,0.011743719339973242
39480,"Putnam, CT Micro Area",95829,95829,544,87564,0.005676778428241973
39500,"Quincy, IL-MO Micro Area",75111,75111,1033,63470,0.013752978924525035
39540,"Racine-Mount Pleasant, WI Metro Area",196888,196888,23239,75331,0.11803157124862866
39580,"Raleigh-Cary, NC Metro Area",1449594,1449594,86330,96066,0.05955460632425355
39660,"Rapid City, SD Metro Area",151064,151064,5351,71985,0.035422072763861674
39700,"Raymondville, TX Micro Area",20218,20218,16939,45645,0.8378177861311702
39740,"Reading, PA Metro Area",429989,429989,15563,77684,0.03619394914753633
39780,"Red Bluff, CA Micro Area",65520,65520,16529,61834,0.25227411477411477
39820,"Redding, CA Metro Area",181554,181554,14747,71931,0.08122652213666458
39860,"Red Wing, MN Micro Area",47844,47844,1145,82749,0.023931945489507566
39900,"Reno, NV Metro Area",556539,556539,105034,84684,0.18872711526056574
39940,"Rexburg, ID Micro Area",67279,67279,4755,60690,0.07067584238766926
39960,"Rice Lake, WI Micro Area",46741,46741,1024,64619,0.02190796089086669
39980,"Richmond, IN Micro Area",66377,66377,1768,56652,0.026635732256655168
40060,"Richmond, VA Metro Area",1327321,1327321,25360,84405,0.01910615442684927
40080,"Richmond-Berea, KY Micro Area",124287,124287,2118,58837,0.017041203022037703
40090,"Rifle, CO Micro Area",79153,79153,15839,90267,0.20010612358343965
40100,"Rio Grande City-Roma, TX Micro Area",65809,65809,60836,38182,0.9244328283365497
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4637725,4637725,2084925,86031,0.44955770339983503
40180,"Riverton, WY Micro Area",39472,39472,2218,64646,0.05619173084718281
40220,"Roanoke, VA Metro Area",314661,314661,5609,67447,0.017825532875062368
40260,"Roanoke Rapids, NC Micro Area",65431,65431,693,45823,0.0105913099295441
40300,"Rochelle, IL Micro Area",51536,51536,5046,79244,0.09791213908723999
40340,"Rochester, MN Metro Area",227252,227252,7269,89675,0.031986517170365936
40380,"Rochester, NY Metro Area",1058875,1058875,8049,74438,0.007601463817731083
40420,"Rockford, IL Metro Area",336605,336605,45706,66571,0.13578526759852053
40460,"Rockingham, NC Micro Area",42818,42818,2373,43626,0.055420617497314216
40540,"Rock Springs, WY Micro Area",41786,41786,5406,76464,0.12937347436940602
40580,"Rocky Mount, NC Metro Area",144228,144228,7455,57437,0.05168899242865463
40620,"Rolla, MO Micro Area",44948,44948,671,55427,0.0149283616623654
40660,"Rome, GA Metro Area",98985,98985,6843,62540,0.06913168661918473
40700,"Roseburg, OR Micro Area",111807,111807,4903,58983,0.043852352714946294
40740,"Roswell, NM Micro Area",64446,64446,31501,52029,0.4887968221456723
40760,"Ruidoso, NM Micro Area",20227,20227,5847,51643,0.2890690660997676
40770,"Russellville, AL Micro Area",31978,31978,3129,51493,0.09784852085808994
40780,"Russellville, AR Micro Area",84025,84025,6864,54936,0.08168997322225528
40820,"Ruston, LA Micro Area",48160,48160,1304,38035,0.02707641196013289
40860,"Rutland, VT Micro Area",60484,60484,210,64778,0.0034719925930824683
40900,"Sacramento-Roseville-Folsom, CA Metro Area",2406563,2406563,431298,93986,0.1792174150437782
40940,"Safford, AZ Micro Area",38860,38860,10628,67326,0.2734945959855893
40980,"Saginaw, MI Metro Area",189210,189210,14198,58347,0.07503831721367793
41060,"St. Cloud, MN Metro Area",200816,200816,4951,75670,0.024654410007170745
41100,"St. George, UT Metro Area",189827,189827,14673,76411,0.07729669646572933
41140,"St. Joseph, MO-KS Metro Area",120609,120609,4165,62900,0.03453307796267277
41180,"St. Louis, MO-IL Metro Area",2809414,2809414,65121,78225,0.02317956698443163
41260,"St. Marys, PA Micro Area",30703,30703,102,64103,0.0033221509298765593
41400,"Salem, OH Micro Area",101203,101203,1099,58474,0.01085936187662421
41420,"Salem, OR Metro Area",435085,435085,96430,76010,0.22163485295976648
41460,"Salina, KS Micro Area",59583,59583,5467,63998,0.09175435946494806
41500,"Salinas, CA Metro Area",435834,435834,243164,94486,0.5579280184657461
41540,"Salisbury, MD Metro Area",128802,128802,3494,69592,0.027126907967267588
41620,"Salt Lake City-Murray, UT Metro Area",1261337,1261337,172924,95045,0.13709579596888063
41660,"San Angelo, TX Metro Area",120830,120830,43414,66037,0.3592981875362079
41700,"San Antonio-New Braunfels, TX Metro Area",2612802,2612802,1188484,74297,0.4548695232168377
41740,"San Diego-Chula Vista-Carlsbad, CA Metro Area",3282782,3282782,972117,102285,0.296125968766735
41760,"Sandpoint, ID Micro Area",49456,49456,1087,65168,0.021979132966677452
41780,"Sandusky, OH Metro Area",115099,115099,3455,70687,0.03001763699076447
41820,"Sanford, NC Micro Area",64565,64565,7618,63060,0.11798962286068303
41860,"San Francisco-Oakland-Fremont, CA Metro Area",4653593,4653593,673641,133780,0.14475718009718513
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1969353,1969353,418413,157444,0.21246216396958797
41980,"San Juan-Bayamón-Caguas, PR Metro Area",2063795,2063795,4781,27966,0.002316606058256755
42020,"San Luis Obispo-Paso Robles, CA Metro Area",281486,281486,58610,93398,0.20821639442103693
42100,"Santa Cruz-Watsonville, CA Metro Area",266021,266021,81042,109266,0.3046451220016465
42140,"Santa Fe, NM Metro Area",155175,155175,39400,74689,0.25390687932978895
42200,"Santa Maria-Santa Barbara, CA Metro Area",443975,443975,189016,95977,0.425735683315502
42220,"Santa Rosa-Petaluma, CA Metro Area",485642,485642,115074,102840,0.2369523229045264
42300,"Sault Ste. Marie, MI Micro Area",36448,36448,456,60631,0.01251097453906936
42340,"Savannah, GA Metro Area",412089,412089,12093,74632,0.029345602527609326
42380,"Sayre, PA Micro Area",59971,59971,341,62482,0.00568608160610962
42420,"Scottsbluff, NE Micro Area",36594,36594,7741,61156,0.2115374105044543
42460,"Scottsboro, AL Micro Area",52839,52839,949,49454,0.017960218777796702
42540,"Scranton--Wilkes-Barre, PA Metro Area",567887,567887,11242,63656,0.019796191848026105
42580,"Seaford, DE Micro Area",247799,247799,7988,78162,0.032235804018579575
42620,"Searcy, AR Micro Area",77395,77395,2780,53435,0.0359196330512307
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",4021467,4021467,308963,112594,0.07682843101783503
42680,"Sebastian-Vero Beach-West Vero Corridor, FL Metro Area",163856,163856,8040,71049,0.049067473879503956
42700,"Sebring, FL Metro Area",103808,103808,8325,55581,0.08019613131935882
42740,"Sedalia, MO Micro Area",43205,43205,3189,60232,0.07381090151602823
42780,"Selinsgrove, PA Micro Area",39711,39711,186,68435,0.00468384074941452
42820,"Selma, AL Micro Area",37536,37536,172,36810,0.004582267689684569
42860,"Seneca, SC Micro Area",79566,79566,2716,60193,0.03413518336978106
42900,"Seneca Falls, NY Micro Area",33125,33125,290,66007,0.008754716981132076
42940,"Sevierville, TN Micro Area",98802,98802,3252,63829,0.03291431347543572
42980,"Seymour, IN Micro Area",46319,46319,3488,70208,0.07530387098167059
43020,"Shawano, WI Micro Area",45183,45183,770,66189,0.017041807759555584
43060,"Shawnee, OK Micro Area",73011,73011,3593,60828,0.049211762611113395
43100,"Sheboygan, WI Metro Area",117783,117783,6738,71898,0.05720689743001961
43140,"Shelby-Kings Mountain, NC Micro Area",100170,100170,3178,55769,0.03172606568832984
43180,"Shelbyville, TN Micro Area",51291,51291,5532,62197,0.10785517927121717
43220,"Shelton, WA Micro Area",66968,66968,3996,78359,0.0596702902878987
43260,"Sheridan, WY Micro Area",31585,31585,1152,70855,0.03647300933987652
43300,"Sherman-Denison, TX Metro Area",139988,139988,18494,70455,0.13211132382775667
43320,"Show Low, AZ Micro Area",107744,107744,8989,52752,0.08342923967923968
43340,"Shreveport-Bossier City, LA Metro Area",389004,389004,12106,54635,0.03112050261693967
43380,"Sidney, OH Micro Area",48007,48007,404,72822,0.0084154394150853
43420,"Sierra Vista-Douglas, AZ Metro Area",125458,125458,37750,58970,0.3008975115177988
43460,"Sikeston, MO Micro Area",50046,50046,807,55225,0.016125164848339528
43500,"Silver City, NM Micro Area",27856,27856,11324,45921,0.40651924181504884
43580,"Sioux City, IA-NE-SD Metro Area",144007,144007,22292,72027,0.15479803065128778
43620,"Sioux Falls, SD-MN Metro Area",293107,293107,7041,81418,0.02402194420467611
43640,"Slidell-Mandeville-Covington, LA Metro Area",269331,269331,5498,79277,0.020413543186636518
43660,"Snyder, TX Micro Area",16633,16633,6474,62689,0.38922623699873743
43700,"Somerset, KY Micro Area",65503,65503,1210,50943,0.018472436376959833
43740,"Somerset, PA Micro Area",73255,73255,511,59378,0.006975633062589585
43760,"Sonora, CA Micro Area",54873,54873,4599,72259,0.08381171067738231
43780,"South Bend-Mishawaka, IN-MI Metro Area",324180,324180,22772,65385,0.07024492565858474
43890,"Sparta, WI Micro Area",46169,46169,2079,68213,0.04503021507938227
43900,"Spartanburg, SC Metro Area",365086,365086,17504,62440,0.04794486778457679
43940,"Spearfish, SD Micro Area",26574,26574,631,66766,0.023745013923383757
43980,"Spencer, IA Micro Area",16446,16446,657,64082,0.039948923750456035
44020,"Spirit Lake, IA Micro Area",17844,17844,345,74570,0.01933422999327505
44060,"Spokane-Spokane Valley, WA Metro Area",591793,591793,27183,72836,0.04593329086352829
44100,"Springfield, IL Metro Area",207386,207386,2634,74580,0.012700953777014842
44140,"Springfield, MA Metro Area",462853,462853,3681,70535,0.007952848960685143
44180,"Springfield, MO Metro Area",481671,481671,12143,61488,0.02521015381868537
44220,"Springfield, OH Metro Area",135445,135445,3508,60846,0.025899811731699213
44260,"Starkville, MS Micro Area",61415,61415,676,46930,0.01100708296018888
44300,"State College, PA Metro Area",158041,158041,1374,72748,0.008693946507551838
44340,"Statesboro, GA Micro Area",92112,92112,2894,56172,0.031418273406288
44420,"Staunton-Stuarts Draft, VA Metro Area",126052,126052,3502,70949,0.02778218512994637
44460,"Steamboat Springs, CO Micro Area",38248,38248,2721,93984,0.07114097469148714
44500,"Stephenville, TX Micro Area",43244,43244,8179,65351,0.1891360651188604
44540,"Sterling, CO Micro Area",21067,21067,2808,55074,0.13328903023686334
44580,"Sterling, IL Micro Area",55192,55192,5901,64536,0.10691766922742427
44620,"Stevens Point-Plover, WI Micro Area",70375,70375,1950,73284,0.027708703374777974
44660,"Stillwater, OK Micro Area",82290,82290,3611,48937,0.04388139506622919
44700,"Stockton-Lodi, CA Metro Area",787416,787416,291505,88531,0.3702045678523169
44740,"Storm Lake, IA Micro Area",20684,20684,4336,66564,0.20963063237284857
44780,"Sturgis, MI Micro Area",60870,60870,5009,64707,0.08229012649909644
44860,"Sulphur Springs, TX Micro Area",37351,37351,6255,64725,0.16746539583946882
44900,"Summerville, GA Micro Area",24975,24975,175,47785,0.007007007007007007
44940,"Sumter, SC Metro Area",104853,104853,2145,55990,0.020457211524706018
44980,"Sunbury, PA Micro Area",109004,109004,781,59922,0.007164874683497854
45000,"Susanville, CA Micro Area",31177,31177,5680,64395,0.18218558552779293
45020,"Sweetwater, TX Micro Area",14565,14565,4954,50160,0.3401304497082046
45060,"Syracuse, NY Metro Area",657128,657128,4125,73558,0.006277315834966704
45140,"Tahlequah, OK Micro Area",47621,47621,2835,53668,0.05953255916507423
45180,"Talladega-Sylacauga, AL Micro Area",91493,91493,1117,56331,0.012208584263276971
45220,"Tallahassee, FL Metro Area",388298,388298,8182,63078,0.021071445127196123
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3240469,3240469,119702,71254,0.036939714590696594
45340,"Taos, NM Micro Area",34516,34516,6524,58908,0.18901379070575966
45380,"Taylorville, IL Micro Area",33684,33684,788,59253,0.023393896211851326
45460,"Terre Haute, IN Metro Area",168850,168850,2607,55380,0.015439739413680782
45500,"Texarkana, TX-AR Metro Area",146868,146868,7802,55046,0.05312253179726013
45520,"The Dalles, OR Micro Area",26603,26603,4552,63602,0.1711085215953088
45580,"Thomaston, GA Micro Area",27856,27856,566,50904,0.020318782309017805
45620,"Thomasville, GA Micro Area",71752,71752,3582,58186,0.049921953395027314
45660,"Tiffin, OH Micro Area",54861,54861,2493,65020,0.04544211735112375
45700,"Tifton, GA Micro Area",50237,50237,4810,50810,0.09574616318649601
45740,"Toccoa, GA Micro Area",26842,26842,506,52264,0.01885105431786007
45780,"Toledo, OH Metro Area",602977,602977,33664,63749,0.05582965851102115
45820,"Topeka, KS Metro Area",232724,232724,21773,68160,0.09355717502277376
45860,"Torrington, CT Micro Area",112848,112848,1440,91035,0.012760527435133985
45880,"Town of Pecos, TX Micro Area",13219,13219,10236,56056,0.7743399652016038
45900,"Traverse City, MI Metro Area",154657,154657,3445,77495,0.022275099090244863
45940,"Trenton-Princeton, NJ Metro Area",383286,383286,5238,96333,0.01366603528435685
45980,"Troy, AL Micro Area",32953,32953,576,47961,0.01747944041513671
46020,"Truckee-Grass Valley, CA Micro Area",102452,102452,7080,84905,0.06910553234685511
46060,"Tucson, AZ Metro Area",1049947,1049947,336516,67929,0.3205076065744271
46100,"Tullahoma-Manchester, TN Micro Area",65551,65551,1789,61256,0.027291727052218884
46140,"Tulsa, OK Metro Area",1026209,1026209,91231,67823,0.08890099385212953
46180,"Tupelo, MS Micro Area",132079,132079,3110,63188,0.02354651382884486
46220,"Tuscaloosa, AL Metro Area",275217,275217,7293,59975,0.02649908980913243
46300,"Twin Falls, ID Metro Area",116909,116909,22689,66473,0.19407402338571025
46340,"Tyler, TX Metro Area",238014,238014,44002,71923,0.1848714781483442
46380,"Ukiah, CA Micro Area",90709,90709,21833,64688,0.24069276477527038
46460,"Union City, TN Micro Area",30570,30570,1138,53102,0.03722603859993458
46500,"Urbana, OH Micro Area",38772,38772,414,74239,0.010677808727948004
46520,"Urban Honolulu, HI Metro Area",1003666,1003666,31115,104264,0.031001349054366693
46540,"Utica-Rome, NY Metro Area",289577,289577,2027,68830,0.006999865320795505
46580,"Utuado, PR Micro Area",27896,27896,60,17624,0.002150845999426441
46620,"Uvalde, TX Micro Area",24810,24810,15863,57849,0.63937928254736
46660,"Valdosta, GA Metro Area",149139,149139,5051,54581,0.033867734127223596
46700,"Vallejo, CA Metro Area",450824,450824,98340,99994,0.2181339059145032
46780,"Van Wert, OH Micro Area",28824,28824,892,65344,0.030946433527615877
46820,"Vermillion, SD Micro Area",15133,15133,411,58794,0.027159188528381683
46860,"Vernal, UT Micro Area",36458,36458,2379,69861,0.06525316802896483
46900,"Vernon, TX Micro Area",12712,12712,3284,51626,0.25833857772183766
46980,"Vicksburg, MS Micro Area",43623,43623,560,56648,0.012837264745661691
47020,"Victoria, TX Metro Area",98377,98377,41005,69618,0.4168149059231324
47080,"Vidalia, GA Micro Area",35618,35618,3049,53809,0.08560278510865293
47180,"Vincennes, IN Micro Area",36108,36108,547,58863,0.01514899745208818
47220,"Vineland, NJ Metro Area",152915,152915,18755,64499,0.12264983814537488
47240,"Vineyard Haven, MA Micro Area",20751,20751,56,102348,0.0026986651245723098
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",1782590,1782590,45784,80533,0.025683976685609143
47300,"Visalia, CA Metro Area",475774,475774,295504,69489,0.6211016154728926
47340,"Wabash, IN Micro Area",30901,30901,437,68414,0.014141937154137406
47380,"Waco, TX Metro Area",299217,299217,69170,63880,0.23117002041996276
47420,"Wahpeton, ND-MN Micro Area",22963,22963,546,70762,0.023777381004224187
47460,"Walla Walla, WA Metro Area",62102,62102,11761,72212,0.1893819844771505
47540,"Wapakoneta, OH Micro Area",46209,46209,523,76454,0.011318141487588997
47580,"Warner Robins, GA Metro Area",195171,195171,7469,78702,0.038269005128835736
47620,"Warren, PA Micro Area",38174,38174,192,59013,0.005029601299313669
47660,"Warrensburg, MO Micro Area",54331,54331,1579,67123,0.029062597780272773
47700,"Warsaw, IN Micro Area",80357,80357,5158,73922,0.06418855855743744
47780,"Washington, IN Micro Area",33442,33442,1704,68561,0.05095389031756474
47820,"Washington, NC Micro Area",44597,44597,2694,57997,0.060407650738838935
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6263796,6263796,158967,123896,0.02537870007260773
47920,"Washington Court House, OH Micro Area",28880,28880,336,60047,0.011634349030470914
47930,"Waterbury-Shelton, CT Metro Area",452303,452303,4411,86365,0.009752312056298543
47940,"Waterloo-Cedar Falls, IA Metro Area",168163,168163,4099,68916,0.02437515981517932
47980,"Watertown, SD Micro Area",28556,28556,558,65080,0.019540551898024932
48020,"Watertown-Fort Atkinson, WI Micro Area",85867,85867,5677,80604,0.06611387378154587
48060,"Watertown-Fort Drum, NY Metro Area",116130,116130,2466,64978,0.021234823043141306
48140,"Wausau, WI Metro Area",138067,138067,3287,76185,0.023807281971796303
48180,"Waycross, GA Micro Area",55954,55954,1645,49037,0.02939914930121171
48200,"Waynesville, NC Micro Area",62432,62432,1317,61001,0.02109495130702204
48220,"Weatherford, OK Micro Area",39189,39189,5894,59108,0.1503993467554671
48260,"Weirton-Steubenville, WV-OH Metro Area",115566,115566,937,57149,0.008107921014831352
48300,"Wenatchee-East Wenatchee, WA Metro Area",123251,123251,34591,79007,0.2806549236923027
48460,"West Plains, MO Micro Area",40168,40168,559,49814,0.013916550487950607
48540,"Wheeling, WV-OH Metro Area",138015,138015,677,58705,0.004905263920588342
48580,"Whitewater-Elkhorn, WI Micro Area",105447,105447,10380,77359,0.09843807789695297
48620,"Wichita, KS Metro Area",648935,648935,76505,68930,0.11789316341390124
48660,"Wichita Falls, TX Metro Area",148978,148978,24532,63618,0.16466860878787473
48680,"Wildwood-The Villages, FL Metro Area",137536,137536,2830,73297,0.020576430898092135
48700,"Williamsport, PA Metro Area",113570,113570,1073,64412,0.00944791758386898
48780,"Williston, ND Micro Area",39368,39368,2603,90224,0.06611969111969113
48820,"Willmar, MN Micro Area",43757,43757,4085,75097,0.09335649153278333
48900,"Wilmington, NC Metro Area",440578,440578,14938,73687,0.03390546055409031
48940,"Wilmington, OH Micro Area",42014,42014,389,68125,0.00925881848907507
48980,"Wilson, NC Micro Area",78648,78648,7146,51381,0.09086054317973756
49010,"Winchester, TN Micro Area",43478,43478,799,61553,0.018377110262661575
49020,"Winchester, VA-WV Metro Area",144676,144676,7165,82413,0.049524454643479224
49080,"Winnemucca, NV Micro Area",17299,17299,4288,79946,0.24787559974565004
49100,"Winona, MN Micro Area",49705,49705,1301,70198,0.02617442913187808
49180,"Winston-Salem, NC Metro Area",683637,683637,48140,64282,0.07041748764329607
49220,"Wisconsin Rapids-Marshfield, WI Micro Area",74039,74039,1871,66417,0.025270465565445238
49260,"Woodward, OK Micro Area",20260,20260,2426,65060,0.11974333662388943
49300,"Wooster, OH Micro Area",116618,116618,1437,71769,0.012322283009483957
49340,"Worcester, MA Metro Area",861664,861664,6913,93561,0.00802284881345861
49380,"Worthington, MN Micro Area",22067,22067,3185,65509,0.1443331671727013
49420,"Yakima, WA Metro Area",256605,256605,123118,68015,0.4797957950936264
49460,"Yankton, SD Micro Area",23379,23379,558,73855,0.023867573463364558
49620,"York-Hanover, PA Metro Area",459312,459312,6603,82238,0.014375849096039294
49660,"Youngstown-Warren, OH Metro Area",428430,428430,3936,55357,0.009187031720467755
49700,"Yuba City, CA Metro Area",182050,182050,49947,74762,0.27435869266684976
49740,"Yuma, AZ Metro Area",207685,207685,127897,60417,0.615822038182825
49780,"Zanesville, OH Micro Area",86382,86382,612,59203,0.007084809335278183
49820,"Zapata, TX Micro Area",13855,13855,12372,36527,0.8929628293035006
